group_id,group_type,item_count,files,titles,publications,dates
exact_001,duplicate_exact,2,"2021 besiegen wir Corona Meinung Neue Impfstoffe machen Hoffnung, ältere Menschen werden besser gesc(2).PDF | 2021 besiegen wir Corona Meinung Neue Impfstoffe machen Hoffnung, ältere Menschen werden besser gesc.PDF","2021 besiegen wir Corona Meinung Neue Impfstoffe machen Hoffnung, ältere Menschen werden besser | 2021 besiegen wir Corona Meinung Neue Impfstoffe machen Hoffnung, ältere Menschen werden besser",Rheinische Post | Rheinische Post,Donnerstag 31. Dezember 2020 | Donnerstag 31. Dezember 2020
near_001,duplicate_near,2,Immer mehr Flüchtlinge finden eine Arbeit Vor fünf Jahren kamen Tausende von Flüchtlingen in die Sta(2).PDF | Immer mehr Flüchtlinge finden eine Arbeit Vor fünf Jahren kamen Tausende von Flüchtlingen in die Sta.PDF,"Immer mehr Flüchtlinge finden eine Arbeit Vor fünf Jahren kamen Tausende von Flüchtlingen in die Stadt, der | Immer mehr Flüchtlinge finden eine Arbeit; Vor fünf Jahren kamen Tausende von Flüchtlingen in die Stadt, der",Rheinische Post | Rheinische Post,Donnerstag 24. Dezember 2020 | Donnerstag 24. Dezember 2020
variant_001,regional_variant,2,Immer mehr Flüchtlinge finden eine Arbeit Vor fünf Jahren kamen Tausende von Flüchtlingen in die Sta(2).PDF | Immer mehr Flüchtlinge finden eine Arbeit Vor fünf Jahren kamen Tausende von Flüchtlingen in die Sta.PDF,"Immer mehr Flüchtlinge finden eine Arbeit Vor fünf Jahren kamen Tausende von Flüchtlingen in die Stadt, der | Immer mehr Flüchtlinge finden eine Arbeit; Vor fünf Jahren kamen Tausende von Flüchtlingen in die Stadt, der",Rheinische Post | Rheinische Post,Donnerstag 24. Dezember 2020 | Donnerstag 24. Dezember 2020
