group_id,group_type,item_count,files,titles,publications,dates
exact_001,duplicate_exact,19,181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt(10).PDF | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt(11).PDF | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt(12).PDF | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt(14).PDF | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt(15).PDF | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt(16).PDF | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt(17).PDF | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt(18).PDF | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt(19).PDF | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt(2).PDF | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt(20).PDF | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt(21).PDF | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt(22).PDF | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt(23).PDF | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt(4).PDF | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt(5).PDF | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt(7).PDF | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt(8).PDF | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt(9).PDF,181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt,Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post,Dienstag 18. Dezember 2018 | Dienstag 18. Dezember 2018 | Dienstag 18. Dezember 2018 | Dienstag 18. Dezember 2018 | Dienstag 18. Dezember 2018 | Dienstag 18. Dezember 2018 | Dienstag 18. Dezember 2018 | Dienstag 18. Dezember 2018 | Dienstag 18. Dezember 2018 | Dienstag 18. Dezember 2018 | Dienstag 18. Dezember 2018 | Dienstag 18. Dezember 2018 | Dienstag 18. Dezember 2018 | Dienstag 18. Dezember 2018 | Dienstag 18. Dezember 2018 | Dienstag 18. Dezember 2018 | Dienstag 18. Dezember 2018 | Dienstag 18. Dezember 2018 | Dienstag 18. Dezember 2018
exact_002,duplicate_exact,5,181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt(13).PDF | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt(24).PDF | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt(3).PDF | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt(6).PDF | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt.PDF,181 UN-Mitgliedstaaten stimmen für Flüchtlingspakt | 181 UN-Mitgliedstaaten stimmen für Flüchtlingspakt | 181 UN-Mitgliedstaaten stimmen für Flüchtlingspakt | 181 UN-Mitgliedstaaten stimmen für Flüchtlingspakt | 181 UN-Mitgliedstaaten stimmen für Flüchtlingspakt,Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post,Dienstag 18. Dezember 2018 | Dienstag 18. Dezember 2018 | Dienstag 18. Dezember 2018 | Dienstag 18. Dezember 2018 | Dienstag 18. Dezember 2018
exact_003,duplicate_exact,2,"Einer, der auszog, das Glück zu suchen Seit 2015 sind rund 800 Flüchtlinge nach Tönisvorst gekommen(2).PDF | Einer, der auszog, das Glück zu suchen Seit 2015 sind rund 800 Flüchtlinge nach Tönisvorst gekommen.PDF","Einer, der auszog, das Glück zu suchen Seit 2015 sind rund 800 Flüchtlinge nach Tönisvorst gekommen. | Einer, der auszog, das Glück zu suchen; Seit 2015 sind rund 800 Flüchtlinge nach Tönisvorst gekommen.",Rheinische Post | Rheinische Post,Samstag 15. Dezember 2018 | Samstag 15. Dezember 2018
exact_004,duplicate_exact,18,Sinkende Zahlen beim Nachzug von Flüchtlingen(10).PDF | Sinkende Zahlen beim Nachzug von Flüchtlingen(11).PDF | Sinkende Zahlen beim Nachzug von Flüchtlingen(12).PDF | Sinkende Zahlen beim Nachzug von Flüchtlingen(13).PDF | Sinkende Zahlen beim Nachzug von Flüchtlingen(14).PDF | Sinkende Zahlen beim Nachzug von Flüchtlingen(15).PDF | Sinkende Zahlen beim Nachzug von Flüchtlingen(16).PDF | Sinkende Zahlen beim Nachzug von Flüchtlingen(17).PDF | Sinkende Zahlen beim Nachzug von Flüchtlingen(18).PDF | Sinkende Zahlen beim Nachzug von Flüchtlingen(2).PDF | Sinkende Zahlen beim Nachzug von Flüchtlingen(3).PDF | Sinkende Zahlen beim Nachzug von Flüchtlingen(4).PDF | Sinkende Zahlen beim Nachzug von Flüchtlingen(5).PDF | Sinkende Zahlen beim Nachzug von Flüchtlingen(6).PDF | Sinkende Zahlen beim Nachzug von Flüchtlingen(7).PDF | Sinkende Zahlen beim Nachzug von Flüchtlingen(8).PDF | Sinkende Zahlen beim Nachzug von Flüchtlingen(9).PDF | Sinkende Zahlen beim Nachzug von Flüchtlingen.PDF,Sinkende Zahlen beim Nachzug von Flüchtlingen | Sinkende Zahlen beim Nachzug von Flüchtlingen | Sinkende Zahlen beim Nachzug von Flüchtlingen | Sinkende Zahlen beim Nachzug von Flüchtlingen | Sinkende Zahlen beim Nachzug von Flüchtlingen | Sinkende Zahlen beim Nachzug von Flüchtlingen | Sinkende Zahlen beim Nachzug von Flüchtlingen | Sinkende Zahlen beim Nachzug von Flüchtlingen | Sinkende Zahlen beim Nachzug von Flüchtlingen | Sinkende Zahlen beim Nachzug von Flüchtlingen | Sinkende Zahlen beim Nachzug von Flüchtlingen | Sinkende Zahlen beim Nachzug von Flüchtlingen | Sinkende Zahlen beim Nachzug von Flüchtlingen | Sinkende Zahlen beim Nachzug von Flüchtlingen | Sinkende Zahlen beim Nachzug von Flüchtlingen | Sinkende Zahlen beim Nachzug von Flüchtlingen | Sinkende Zahlen beim Nachzug von Flüchtlingen | Sinkende Zahlen beim Nachzug von Flüchtlingen,Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post,Samstag 22. Dezember 2018 | Samstag 22. Dezember 2018 | Samstag 22. Dezember 2018 | Samstag 22. Dezember 2018 | Samstag 22. Dezember 2018 | Samstag 22. Dezember 2018 | Samstag 22. Dezember 2018 | Samstag 22. Dezember 2018 | Samstag 22. Dezember 2018 | Samstag 22. Dezember 2018 | Samstag 22. Dezember 2018 | Samstag 22. Dezember 2018 | Samstag 22. Dezember 2018 | Samstag 22. Dezember 2018 | Samstag 22. Dezember 2018 | Samstag 22. Dezember 2018 | Samstag 22. Dezember 2018 | Samstag 22. Dezember 2018
exact_005,duplicate_exact,2,Unterbringung war eine Herausforderung Asyl 2016 mussten noch Zelte aufgebaut werden   Aktuell ist l(3).PDF | Unterbringung war eine Herausforderung Asyl 2016 mussten noch Zelte aufgebaut werden   Aktuell ist l.PDF,Unterbringung war eine Herausforderung Asyl 2016 mussten noch Zelte aufgebaut werden Aktuell ist lediglich | Unterbringung war eine Herausforderung; Asyl 2016 mussten noch Zelte aufgebaut werden Aktuell ist,Nordwest-Zeitung | Nordwest-Zeitung,13. Dezember 2018 | 13. Dezember 2018
near_001,duplicate_near,24,181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt(10).PDF | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt(11).PDF | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt(12).PDF | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt(13).PDF | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt(14).PDF | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt(15).PDF | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt(16).PDF | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt(17).PDF | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt(18).PDF | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt(19).PDF | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt(2).PDF | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt(20).PDF | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt(21).PDF | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt(22).PDF | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt(23).PDF | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt(24).PDF | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt(3).PDF | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt(4).PDF | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt(5).PDF | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt(6).PDF | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt(7).PDF | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt(8).PDF | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt(9).PDF | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt.PDF,181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt | 181 UN-Mitgliedstaaten stimmen für Flüchtlingspakt | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt | 181 UN-Mitgliedstaaten stimmen für Flüchtlingspakt | 181 UN-Mitgliedstaaten stimmen für Flüchtlingspakt | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt | 181 UN-Mitgliedstaaten stimmen für Flüchtlingspakt | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt | 181 UN -Mitgliedstaaten stimmen für Flüchtlingspakt | 181 UN-Mitgliedstaaten stimmen für Flüchtlingspakt,Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post,Dienstag 18. Dezember 2018 | Dienstag 18. Dezember 2018 | Dienstag 18. Dezember 2018 | Dienstag 18. Dezember 2018 | Dienstag 18. Dezember 2018 | Dienstag 18. Dezember 2018 | Dienstag 18. Dezember 2018 | Dienstag 18. Dezember 2018 | Dienstag 18. Dezember 2018 | Dienstag 18. Dezember 2018 | Dienstag 18. Dezember 2018 | Dienstag 18. Dezember 2018 | Dienstag 18. Dezember 2018 | Dienstag 18. Dezember 2018 | Dienstag 18. Dezember 2018 | Dienstag 18. Dezember 2018 | Dienstag 18. Dezember 2018 | Dienstag 18. Dezember 2018 | Dienstag 18. Dezember 2018 | Dienstag 18. Dezember 2018 | Dienstag 18. Dezember 2018 | Dienstag 18. Dezember 2018 | Dienstag 18. Dezember 2018 | Dienstag 18. Dezember 2018
near_002,duplicate_near,2,Arbeitgeber loben Integration _Flüchtlinge sind eine Stütze für die Wirtschaft_(2).PDF | Arbeitgeber loben Integration _Flüchtlinge sind eine Stütze für die Wirtschaft_.PDF,"Arbeitgeber loben Integration ""Flüchtlinge sind eine Stütze für die Wirtschaft"" | Arbeitgeber loben Integration ""Flüchtlinge sind eine Stütze für die Wirtschaft""",Berliner Zeitung | Berliner Zeitung,15. Dezember 2018 | 15. Dezember 2018
near_003,duplicate_near,2,Bekommt jeder Flüchtling vom Staat ein Smartphone_ ... fragt Martin Mayer aus Bocholt(2).PDF | Bekommt jeder Flüchtling vom Staat ein Smartphone_ ... fragt Martin Mayer aus Bocholt.PDF,aus Bocholt | aus Bocholt,Die ZEIT (inklusive ZEIT Magazin) | Die ZEIT (inklusive ZEIT Magazin),27. Dezember 2018 | 27. Dezember 2018
near_004,duplicate_near,4,"Einer, der auszog, das Glück zu suchen Seit 2015 sind rund 800 Flüchtlinge nach Tönisvorst gekommen(2).PDF | Einer, der auszog, das Glück zu suchen Seit 2015 sind rund 800 Flüchtlinge nach Tönisvorst gekommen.PDF | Von einem der auszog, das Glück zu suchen Seit 2015 sind rund 800 Flüchtlinge aus 30 Ländern nach Tö(2).PDF | Von einem der auszog, das Glück zu suchen Seit 2015 sind rund 800 Flüchtlinge aus 30 Ländern nach Tö.PDF","Einer, der auszog, das Glück zu suchen Seit 2015 sind rund 800 Flüchtlinge nach Tönisvorst gekommen. | Einer, der auszog, das Glück zu suchen; Seit 2015 sind rund 800 Flüchtlinge nach Tönisvorst gekommen. | Von einem der auszog, das Glück zu suchen Seit 2015 sind rund 800 Flüchtlinge aus 30 Ländern nach | Von einem der auszog, das Glück zu suchen; Seit 2015 sind rund 800 Flüchtlinge aus 30 Ländern nach",Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post,Samstag 15. Dezember 2018 | Samstag 15. Dezember 2018 | Samstag 15. Dezember 2018 | Samstag 15. Dezember 2018
near_005,duplicate_near,2,"Putzen, spülen, kellnern Weit öfter als in anderen Ländern arbeiten Migranten in Deutschland in einf(2).PDF | Putzen, spülen, kellnern Weit öfter als in anderen Ländern arbeiten Migranten in Deutschland in einf.PDF","Putzen, spülen, kellnern Weit öfter als in anderen Ländern arbeiten Migranten in Deutschland in einfachen und | Putzen, spülen, kellnern Weit öfter als in anderen Ländern arbeiten Migranten in Deutschland in einfachen und",Die ZEIT (inklusive ZEIT Magazin) | Die ZEIT (inklusive ZEIT Magazin),13. Dezember 2018 | 13. Dezember 2018
