group_id,group_type,item_count,files,titles,publications,dates
near_001,duplicate_near,2,Das Boot ist leer Flüchtlinge im Seehotel_ Da bleiben der Strandbar in Bautzen die Gäste weg. Der Wi(2).PDF | Das Boot ist leer Flüchtlinge im Seehotel_ Da bleiben der Strandbar in Bautzen die Gäste weg. Der Wi.PDF,"Das Boot ist leer; Flüchtlinge im Seehotel? Da bleiben der Strandbar in Bautzen die Gäste weg. Der Wirt | Das Boot ist leer Flüchtlinge im Seehotel? Da bleiben der Strandbar in Bautzen die Gäste weg. Der Wirt staunt,",Die ZEIT (inklusive ZEIT Magazin) | Die ZEIT (inklusive ZEIT Magazin),9. Oktober 2014 | 9. Oktober 2014
variant_001,regional_variant,2,Das Boot ist leer Flüchtlinge im Seehotel_ Da bleiben der Strandbar in Bautzen die Gäste weg. Der Wi(2).PDF | Das Boot ist leer Flüchtlinge im Seehotel_ Da bleiben der Strandbar in Bautzen die Gäste weg. Der Wi.PDF,"Das Boot ist leer; Flüchtlinge im Seehotel? Da bleiben der Strandbar in Bautzen die Gäste weg. Der Wirt | Das Boot ist leer Flüchtlinge im Seehotel? Da bleiben der Strandbar in Bautzen die Gäste weg. Der Wirt staunt,",Die ZEIT (inklusive ZEIT Magazin) | Die ZEIT (inklusive ZEIT Magazin),9. Oktober 2014 | 9. Oktober 2014
