article_id,date,year_month,month_dt,year,month_num,publication,publication_normalized,word_count,body_char_count,word_count_used,corpus_type,corpus_name,batch_id,source_archive,migration_terms_count,migration_terms_per_1000_words,has_migration_terms,security_terms_count,security_terms_per_1000_words,has_security_terms,afd_far_right_terms_count,afd_far_right_terms_per_1000_words,has_afd_far_right_terms,remigration_democracy_terms_count,remigration_democracy_terms_per_1000_words,has_remigration_democracy_terms,negative_threat_terms_count,negative_threat_terms_per_1000_words,has_negative_threat_terms,security_share_of_migration_context,afd_mentions_binary,remigration_democracy_binary,negative_threat_intensity
3823b67f4ab6086539ff03099241324d12682ad7,2013-02-27,2013-02,2013-02-01,2013,2,Der Tagesspiegel,der tagesspiegel,480,3287,480,main_monthly,Main Corpus,2013-02,2013-02(55).ZIP,17,35.416666666666664,1,2,4.166666666666667,1,1,2.0833333333333335,1,0,0.0,0,1,2.0833333333333335,1,0.11764705882352941,1,0,2.0833333333333335
437b0f575f17878330ae373bc8d7b16539369654,2013-02-04,2013-02,2013-02-01,2013,2,Frankfurter Rundschau,frankfurter rundschau,368,2612,368,main_monthly,Main Corpus,2013-02,2013-02(55).ZIP,2,5.434782608695652,1,3,8.152173913043478,1,0,0.0,0,0,0.0,0,1,2.717391304347826,1,1.5,0,0,2.717391304347826
4510ff92ee5c29c78c39b4beaa892a0f79c9146b,2013-02-25,2013-02,2013-02-01,2013,2,"taz, die tageszeitung",taz die tageszeitung,582,4410,582,main_monthly,Main Corpus,2013-02,2013-02(55).ZIP,15,25.77319587628866,1,2,3.4364261168384878,1,0,0.0,0,0,0.0,0,1,1.7182130584192439,1,0.13333333333333333,0,0,1.7182130584192439
455e7d445231fa6d23ae99fc045f448b173c7fc0,2013-02-02,2013-02,2013-02-01,2013,2,Der Tagesspiegel,der tagesspiegel,233,1654,233,main_monthly,Main Corpus,2013-02,2013-02(55).ZIP,5,21.459227467811157,1,4,17.167381974248926,1,0,0.0,0,0,0.0,0,2,8.583690987124463,1,0.8,0,0,8.583690987124463
48117ec6cbb29461d02dd14d8006532b562dc964,2013-02-19,2013-02,2013-02-01,2013,2,Die Welt,die welt,617,4612,617,main_monthly,Main Corpus,2013-02,2013-02(55).ZIP,7,11.345218800648299,1,0,0.0,0,0,0.0,0,0,0.0,0,3,4.862236628849271,1,0.0,0,0,4.862236628849271
4983307763d60d11d6aecbb0ad3387daa21904f0,2013-02-27,2013-02,2013-02-01,2013,2,Berliner Zeitung,berliner zeitung,299,2110,299,main_monthly,Main Corpus,2013-02,2013-02(55).ZIP,8,26.755852842809364,1,4,13.377926421404682,1,0,0.0,0,0,0.0,0,0,0.0,0,0.5,0,0,0.0
4cb5682c4498a6dee15770ba9c16f716e5debd57,2013-02-09,2013-02,2013-02-01,2013,2,Die Welt,die welt,536,3934,536,main_monthly,Main Corpus,2013-02,2013-02(55).ZIP,3,5.597014925373134,1,0,0.0,0,0,0.0,0,0,0.0,0,2,3.7313432835820897,1,0.0,0,0,3.7313432835820897
52ad651bf96f038051b26aa4c894d551b225d1fb,2013-02-19,2013-02,2013-02-01,2013,2,Rheinische Post,rheinische post,457,3320,457,main_monthly,Main Corpus,2013-02,2013-02(55).ZIP,9,19.693654266958426,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0
57001b1177716a65000093b014cdb15934d9122c,2013-02-06,2013-02,2013-02-01,2013,2,"taz, die tageszeitung",taz die tageszeitung,334,2468,334,main_monthly,Main Corpus,2013-02,2013-02(55).ZIP,5,14.970059880239521,1,0,0.0,0,0,0.0,0,0,0.0,0,2,5.9880239520958085,1,0.0,0,0,5.9880239520958085
5e2558f1f1edb7e07d7fb79166daca16b1e3f622,2013-02-05,2013-02,2013-02-01,2013,2,Südwest Presse,südwest presse,187,1485,187,main_monthly,Main Corpus,2013-02,2013-02(55).ZIP,7,37.4331550802139,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0
60d699fd7a86520c5ae7ed422001b11e7455de3c,2013-02-14,2013-02,2013-02-01,2013,2,Die ZEIT (inklusive ZEIT Magazin),die zeit inklusive zeit magazin,986,7409,986,main_monthly,Main Corpus,2013-02,2013-02(55).ZIP,11,11.156186612576064,1,8,8.113590263691684,1,0,0.0,0,0,0.0,0,8,8.113590263691684,1,0.7272727272727273,0,0,8.113590263691684
6512f56afdad36154271cefb326bd66106e40f16,2013-02-21,2013-02,2013-02-01,2013,2,Die Welt,die welt,161,1271,161,main_monthly,Main Corpus,2013-02,2013-02(55).ZIP,4,24.84472049689441,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0
682cbeda9626dddb93c421c373c32c9fb15238db,2013-02-26,2013-02,2013-02-01,2013,2,Berliner Zeitung,berliner zeitung,451,3450,451,main_monthly,Main Corpus,2013-02,2013-02(55).ZIP,8,17.738359201773836,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0
6ee3707bd2104ef70eecd6cd2fc69d2f681ea986,2013-02-28,2013-02,2013-02-01,2013,2,Die ZEIT (inklusive ZEIT Magazin),die zeit inklusive zeit magazin,1850,12399,1850,main_monthly,Main Corpus,2013-02,2013-02(55).ZIP,24,12.972972972972974,1,0,0.0,0,0,0.0,0,1,0.5405405405405406,1,1,0.5405405405405406,1,0.0,0,1,0.5405405405405406
7d0f5e77660cafc3bd09d94e5f007436fd56fe5e,2013-02-27,2013-02,2013-02-01,2013,2,Rheinische Post,rheinische post,405,3085,405,main_monthly,Main Corpus,2013-02,2013-02(55).ZIP,9,22.22222222222222,1,0,0.0,0,0,0.0,0,0,0.0,0,1,2.4691358024691357,1,0.0,0,0,2.4691358024691357
80edf3c56e3a74a546e2f350810de943f53ce7d9,2013-02-01,2013-02,2013-02-01,2013,2,"taz, die tageszeitung",taz die tageszeitung,518,3864,518,main_monthly,Main Corpus,2013-02,2013-02(55).ZIP,7,13.513513513513514,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0
819ed107f66edd61a1c6c052f6dfc126e5fae2a4,2013-02-05,2013-02,2013-02-01,2013,2,"taz, die tageszeitung",taz die tageszeitung,300,2147,300,main_monthly,Main Corpus,2013-02,2013-02(55).ZIP,11,36.666666666666664,1,1,3.3333333333333335,1,0,0.0,0,0,0.0,0,2,6.666666666666667,1,0.09090909090909091,0,0,6.666666666666667
82496eba225b0b931d638109161eb389165b096a,2013-02-21,2013-02,2013-02-01,2013,2,Die ZEIT (inklusive ZEIT Magazin),die zeit inklusive zeit magazin,204,1405,204,main_monthly,Main Corpus,2013-02,2013-02(55).ZIP,1,4.901960784313726,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0
8aab71408922eee2dc626db8c823043fea7d0fcc,2013-02-04,2013-02,2013-02-01,2013,2,Berliner Zeitung,berliner zeitung,368,2636,368,main_monthly,Main Corpus,2013-02,2013-02(55).ZIP,2,5.434782608695652,1,4,10.869565217391305,1,0,0.0,0,0,0.0,0,1,2.717391304347826,1,2.0,0,0,2.717391304347826
97a8f27632c967dcfc9305bd79c50cee6dd34055,2013-02-22,2013-02,2013-02-01,2013,2,Berliner Zeitung,berliner zeitung,463,3405,463,main_monthly,Main Corpus,2013-02,2013-02(55).ZIP,5,10.799136069114471,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0
97fd49d221054f860cca9a2d898dad3e5d6220e6,2013-02-24,2013-02,2013-02-01,2013,2,Der Tagesspiegel,der tagesspiegel,1365,9223,1365,main_monthly,Main Corpus,2013-02,2013-02(55).ZIP,6,4.395604395604396,1,0,0.0,0,0,0.0,0,0,0.0,0,1,0.7326007326007326,1,0.0,0,0,0.7326007326007326
996fac5c450f3ff0330b65d85d1e2f2fb9e398c2,2013-02-19,2013-02,2013-02-01,2013,2,"taz, die tageszeitung",taz die tageszeitung,438,2924,438,main_monthly,Main Corpus,2013-02,2013-02(55).ZIP,5,11.415525114155251,1,0,0.0,0,0,0.0,0,0,0.0,0,2,4.566210045662101,1,0.0,0,0,4.566210045662101
9f8d119ff0427a3e793c0495e1b6ec1ab993df77,2013-02-26,2013-02,2013-02-01,2013,2,"taz, die tageszeitung",taz die tageszeitung,571,4021,571,main_monthly,Main Corpus,2013-02,2013-02(55).ZIP,13,22.76707530647986,1,1,1.7513134851138354,1,0,0.0,0,0,0.0,0,0,0.0,0,0.07692307692307693,0,0,0.0
