month,year_month,month_dt,year,month_num,text_indicator_month_has_articles,n_articles_text_indicators,mean_word_count,median_word_count,total_word_count,migration_terms_per_1000_mean,migration_terms_total,share_articles_with_migration_terms,security_terms_per_1000_mean,security_terms_total,share_articles_with_security_terms,afd_far_right_terms_per_1000_mean,afd_far_right_terms_total,share_articles_with_afd_far_right_terms,remigration_democracy_terms_per_1000_mean,remigration_democracy_terms_total,share_articles_with_remigration_democracy_terms,negative_threat_terms_per_1000_mean,negative_threat_terms_total,share_articles_with_negative_threat_terms,security_share_of_migration_context_mean,migration_terms_per_1000_median,security_terms_per_1000_median,afd_far_right_terms_per_1000_median,remigration_democracy_terms_per_1000_median,negative_threat_terms_per_1000_median
2018-08,2018-08,2018-08-01,2018,8,True,158,694.4050632911392,538.0,109716,16.69712663333129,1752,0.9177215189873418,14.12861791247431,1322,0.7341772151898734,7.60462078757623,758,0.6075949367088608,1.4725518470734458,152,0.3987341772151899,7.337937318768238,769,0.8481012658227848,3.0382797440768425,11.855164111863688,7.9432947237457725,3.6290994570604074,0.0,4.811560091446651
2018-09,2018-09,2018-09-01,2018,9,True,247,786.7813765182186,643.0,194335,8.346200579308263,1435,0.8178137651821862,11.872022709898681,1919,0.8947368421052632,10.611414311839027,1994,0.8178137651821862,4.220916065237973,749,0.6396761133603239,7.374901923270306,1399,0.8785425101214575,2.9516286558319056,4.016064257028113,8.771929824561404,6.369426751592357,1.9841269841269842,5.390835579514825
2018-10,2018-10,2018-10-01,2018,10,True,64,507.875,405.5,32504,26.85945505952926,829,1.0,5.464897476563514,165,0.5,0.49119802941648816,16,0.1875,0.45970898659812504,15,0.09375,3.150977051749331,107,0.59375,0.37118508490701185,25.923852183650617,0.6527415143603134,0.0,0.0,2.37990129493797
2018-11,2018-11,2018-11-01,2018,11,True,40,766.975,589.5,30679,34.8924912402374,1043,1.0,4.876096256928129,155,0.65,1.221995367799694,36,0.375,0.6271835013081739,15,0.175,3.0200495552412057,104,0.725,0.1950217509472055,34.91655680728667,2.489697802197802,0.0,0.0,2.4408983451536646
2018-12,2018-12,2018-12-01,2018,12,True,48,557.5,498.0,26760,30.947139390250282,756,1.0,5.019103634337241,97,0.4791666666666667,0.5825790805187215,17,0.14583333333333334,0.14870511921027044,4,0.041666666666666664,3.1824138934628095,81,0.5833333333333334,0.16944242942861057,26.14490772385509,0.0,0.0,0.0,1.5105878057685287
2019-01,2019-01,2019-01-01,2019,1,True,42,551.0,407.5,23142,25.80962648298714,509,1.0,4.48724125319152,94,0.6190476190476191,0.9930308785852301,16,0.11904761904761904,0.11162182994002971,2,0.047619047619047616,3.530687322824707,78,0.6190476190476191,0.3423838931092577,25.751466275659823,2.5725872500066047,0.0,0.0,2.53911788209213
2019-02,2019-02,2019-02-01,2019,2,True,75,675.4666666666667,537.0,50660,20.0786531982808,917,1.0,2.8889162619855107,154,0.56,0.43716838563464194,27,0.13333333333333333,0.24412480558604183,16,0.16,2.9977535045664125,185,0.6533333333333333,0.6054621237959148,17.857142857142858,1.288659793814433,0.0,0.0,2.207505518763797
2019-03,2019-03,2019-03-01,2019,3,True,76,675.7894736842105,518.0,51360,22.483041416652735,1090,1.0,3.579925586740586,148,0.4868421052631579,1.0412652756432947,78,0.15789473684210525,0.25726949813745154,28,0.10526315789473684,3.0535811025692188,184,0.6447368421052632,0.4197407966209905,21.21925902267646,0.0,0.0,0.0,2.5001406329106013
2019-04,2019-04,2019-04-01,2019,4,True,78,664.4358974358975,630.0,51826,17.21386586192155,874,1.0,4.993201271143795,246,0.6923076923076923,1.0083300806908777,59,0.2564102564102564,0.6037742512846486,39,0.16666666666666666,4.031818141151348,231,0.7435897435897436,0.7051380442818582,12.834943992971667,2.187697251391519,0.0,0.0,2.978606375947587
2019-05,2019-05,2019-05-01,2019,5,True,54,784.2222222222222,615.0,42348,17.534916726192655,596,1.0,4.7562196471821725,235,0.6111111111111112,1.475338929030575,99,0.3333333333333333,0.5787719994428823,32,0.2222222222222222,3.605761820957255,149,0.7407407407407407,0.5397302875967047,12.684630453122097,1.3631290311198274,0.0,0.0,2.715791333019312
2019-06,2019-06,2019-06-01,2019,6,True,57,634.719298245614,573.0,36179,19.06321871985311,631,1.0,4.423334982130579,176,0.5263157894736842,2.43840880466457,98,0.2631578947368421,0.6866142656678581,26,0.21052631578947367,3.638970058315923,143,0.7543859649122807,0.6503189953250708,16.091954022988507,1.1001100110011002,0.0,0.0,2.6595744680851063
2019-07,2019-07,2019-07-01,2019,7,True,48,701.625,646.0,33678,21.934761600837778,707,1.0,3.710846788723684,132,0.4583333333333333,0.9525938739819075,35,0.375,0.7222669294735836,25,0.25,3.8228686268154473,138,0.8541666666666666,0.247129837933824,20.603850268819013,0.0,0.0,0.0,3.2699611658771817
2019-08,2019-08,2019-08-01,2019,8,True,42,648.5952380952381,567.0,27241,27.611668077069485,683,1.0,4.278886769974567,110,0.40476190476190477,0.24565518792607335,5,0.11904761904761904,0.0505510059650187,1,0.023809523809523808,3.3301864430936856,102,0.6428571428571429,0.21545429856911877,23.8940859362613,0.0,0.0,0.0,2.259110837780467
2019-09,2019-09,2019-09-01,2019,9,True,43,570.2325581395348,473.0,24520,25.24352945780363,620,1.0,4.540158266693254,97,0.5348837209302325,0.4239731248420623,8,0.13953488372093023,0.11231555567621081,4,0.06976744186046512,2.707420067664751,74,0.627906976744186,0.2992949829588742,24.253731343283583,1.0460251046025104,0.0,0.0,2.092050209205021
2019-10,2019-10,2019-10-01,2019,10,True,46,610.4130434782609,509.5,28079,20.435921461666453,533,1.0,4.639954067821385,107,0.5434782608695652,0.8160503286340957,63,0.13043478260869565,0.3349882528257277,14,0.17391304347826086,2.9783768132961894,96,0.6521739130434783,0.35461129831447874,16.400681985745884,1.248689070975331,0.0,0.0,2.219996552572051
2019-11,2019-11,2019-11-01,2019,11,True,46,540.9565217391304,525.0,24884,22.94629937940591,559,1.0,3.6955307952436285,83,0.5869565217391305,0.17732436594416245,6,0.13043478260869565,0.21016039554280092,6,0.08695652173913043,3.2408839121146586,78,0.6956521739130435,0.17287533111584127,21.782263630089716,1.9206075503540374,0.0,0.0,2.8701553260529393
2019-12,2019-12,2019-12-01,2019,12,True,41,669.1219512195122,606.0,27434,25.805348112129025,631,1.0,2.1911171254400075,61,0.4878048780487805,0.5281877096460138,13,0.24390243902439024,0.26853651610447615,9,0.17073170731707318,2.4884755640928153,73,0.5853658536585366,0.12349359743431837,26.252983293556085,0.0,0.0,0.0,1.392757660167131
2020-01,2020-01,2020-01-01,2020,1,True,41,672.170731707317,527.0,27559,27.50345992361855,716,1.0,2.377145791745859,47,0.5609756097560976,0.2988438874631817,5,0.12195121951219512,0.34538826260987876,8,0.12195121951219512,3.6937764580975005,92,0.8048780487804879,0.1325926484543568,25.69593147751606,0.819672131147541,0.0,0.0,3.125
2020-02,2020-02,2020-02-01,2020,2,True,45,709.8,600.0,31941,23.67119275519424,732,1.0,2.586694954612695,74,0.5111111111111111,0.7195109347714971,15,0.2,0.7518115732960547,15,0.24444444444444444,2.829466451347951,96,0.6888888888888889,0.2389224187405302,24.150943396226417,1.4814814814814814,0.0,0.0,2.0161290322580645
2020-03,2020-03,2020-03-01,2020,3,True,43,693.8372093023256,626.0,29835,36.45519448336856,1037,1.0,2.3866801640267554,76,0.6744186046511628,1.1044599982457814,27,0.2558139534883721,0.3871463870788736,12,0.23255813953488372,5.047311565083286,150,0.813953488372093,0.07146728562606436,37.704918032786885,2.3837902264600714,0.0,0.0,4.101161995898838
2020-04,2020-04,2020-04-01,2020,4,True,45,624.1333333333333,570.0,28086,21.316196988977957,604,1.0,4.64061021016159,111,0.5555555555555556,0.3164056634514391,8,0.08888888888888889,0.04188920305791182,2,0.022222222222222223,3.921245120452351,111,0.7777777777777778,0.42397142171580526,21.904761904761905,1.5797788309636651,0.0,0.0,3.1746031746031744
2020-05,2020-05,2020-05-01,2020,5,True,44,577.9090909090909,510.0,25428,23.049244160618354,562,1.0,4.890448990363239,87,0.6363636363636364,0.7019403890908994,14,0.11363636363636363,0.39359238183584533,12,0.1590909090909091,3.544543924670205,97,0.7727272727272727,0.9964586112422371,25.68222928177934,1.7096533470144468,0.0,0.0,2.6144192913385824
2020-06,2020-06,2020-06-01,2020,6,True,43,783.3255813953489,582.0,33683,14.191465314330475,368,1.0,6.203201887783296,172,0.6976744186046512,1.9215337315958132,100,0.3023255813953488,1.1917870127180763,41,0.20930232558139536,3.489880275940708,139,0.6976744186046512,1.2038354735833727,7.194244604316546,2.237136465324385,0.0,0.0,3.319502074688797
2020-07,2020-07,2020-07-01,2020,7,True,41,794.6341463414634,558.0,32580,21.096634503461278,654,1.0,2.510685311075698,77,0.4878048780487805,0.34697945673503594,9,0.12195121951219512,0.1873030291920173,6,0.12195121951219512,3.4775600900099235,112,0.8048780487804879,0.1349182143540796,19.09307875894988,0.0,0.0,0.0,3.0303030303030303
2020-08,2020-08,2020-08-01,2020,8,True,42,883.4047619047619,534.5,37103,26.1856459598268,923,1.0,3.2018906253999377,101,0.5238095238095238,2.325777722240815,82,0.2857142857142857,0.1551670590979999,9,0.16666666666666666,4.200705418739169,142,0.8095238095238095,0.16430543442448203,25.863991081382387,0.9020276902464841,0.0,0.0,3.452168746286393
2020-09,2020-09,2020-09-01,2020,9,True,82,668.6829268292682,589.0,54832,30.166303090475107,1583,1.0,1.9721160229549792,117,0.43902439024390244,0.9966324441762142,54,0.36585365853658536,0.3391234879276091,19,0.17073170731707318,3.438981820670805,202,0.7682926829268293,0.08534920386353487,30.103220906548835,0.0,0.0,0.0,2.9001101201234016
2020-10,2020-10,2020-10-01,2020,10,True,44,683.5454545454545,572.5,30076,19.84480488914299,611,1.0,5.792293165253452,159,0.5454545454545454,1.0314183256892873,32,0.13636363636363635,1.2649182221057698,34,0.2727272727272727,4.73899743278944,152,0.75,1.0361480876520983,20.300997260743024,0.7616256676550979,0.0,0.0,3.136769029568227
2020-11,2020-11,2020-11-01,2020,11,True,45,756.2666666666667,615.0,34032,11.144147139848863,293,1.0,5.856794277804553,198,0.6222222222222222,1.4940452315834112,44,0.3111111111111111,0.980771466194702,34,0.3111111111111111,3.838418920771566,139,0.7555555555555555,1.8943501683501685,5.524861878453039,2.6246719160104988,0.0,0.0,2.4154589371980677
2020-12,2020-12,2020-12-01,2020,12,True,43,594.9767441860465,471.0,25584,18.566977096498043,484,0.9767441860465116,4.508840446576943,92,0.6511627906976745,1.4923221658652344,33,0.23255813953488372,0.4999104042934602,15,0.16279069767441862,3.510487965820533,99,0.7674418604651163,0.5392413107638672,14.8619957537155,2.8957528957528957,0.0,0.0,3.1847133757961785
2021-01,2021-01,2021-01-01,2021,1,True,43,816.8372093023256,687.0,35124,22.246678253124024,694,1.0,3.7076137535853047,124,0.5813953488372093,0.7900912689299054,31,0.18604651162790697,0.36081323974594176,16,0.16279069767441862,4.2440181262022545,147,0.8372093023255814,0.2415780518795147,20.2020202020202,1.7688679245283019,0.0,0.0,2.7247956403269753
2021-02,2021-02,2021-02-01,2021,2,True,39,632.9230769230769,476.0,24684,15.43268386759292,298,1.0,7.27994573711183,151,0.6153846153846154,1.5544035174453437,22,0.15384615384615385,0.3531901156025475,12,0.15384615384615385,4.418686331060089,104,0.7948717948717948,1.030564035207998,10.882708585247883,3.508771929824561,0.0,0.0,3.508771929824561
2021-03,2021-03,2021-03-01,2021,3,True,44,843.4772727272727,906.5,37113,19.013837446389523,641,1.0,5.855779444228545,147,0.7272727272727273,0.202377934950241,10,0.13636363636363635,0.2969573684437239,11,0.1590909090909091,3.2289913175723486,128,0.75,0.47488658605679146,16.88823563823564,2.2015011556669677,0.0,0.0,2.9433805342701325
2021-04,2021-04,2021-04-01,2021,4,True,42,689.1428571428571,666.0,28944,20.447180226884875,551,1.0,2.0311997710251095,58,0.35714285714285715,1.0950097153832359,34,0.14285714285714285,0.6051613781808394,18,0.16666666666666666,2.967078215096121,90,0.7857142857142857,0.2698501473954813,17.016014717857466,0.0,0.0,0.0,2.517666444845834
2021-05,2021-05,2021-05-01,2021,5,True,41,946.9756097560976,658.0,38826,15.273913080222563,459,1.0,5.781175668753956,141,0.7073170731707317,1.1278399744723868,83,0.2926829268292683,0.8979054783824758,35,0.34146341463414637,4.121565786787439,164,0.7804878048780488,0.7288835240592773,14.112903225806452,2.387267904509284,0.0,0.0,3.0120481927710845
2021-06,2021-06,2021-06-01,2021,6,True,42,692.0714285714286,564.5,29067,15.648234577386106,413,1.0,6.0124318542289155,138,0.7142857142857143,2.1198432057539915,51,0.23809523809523808,0.5600509781343121,18,0.2619047619047619,4.168359877579038,127,0.7619047619047619,0.6924044964861291,14.119436216527841,2.8632916581266654,0.0,0.0,2.6616170512594683
2021-07,2021-07,2021-07-01,2021,7,True,43,811.8604651162791,698.0,34910,20.741385831204287,709,1.0,3.8213555284477536,113,0.5581395348837209,0.33276481018564646,17,0.18604651162790697,0.4037895223634326,17,0.13953488372093023,4.013075614768634,141,0.6976744186046512,0.3755475114137922,18.753781004234725,0.8818342151675485,0.0,0.0,2.5728987993138936
2021-08,2021-08,2021-08-01,2021,8,True,42,651.4047619047619,547.5,27359,25.45356558104626,735,1.0,4.756802840923459,133,0.7619047619047619,1.6735039053700695,42,0.2619047619047619,0.5999304707730362,11,0.21428571428571427,4.724231888594811,112,0.7857142857142857,0.22431436588086823,24.68233707082868,3.164683465028582,0.0,0.0,3.2522474881015335
2021-09,2021-09,2021-09-01,2021,9,True,63,672.2698412698413,547.0,42353,16.725717567683706,556,1.0,2.957226760930533,103,0.47619047619047616,1.2067790262418479,54,0.2698412698412698,0.45243294883438256,25,0.19047619047619047,3.8901555292865226,169,0.6507936507936508,0.2862230640426129,13.409961685823754,0.0,0.0,0.0,2.5316455696202533
2021-10,2021-10,2021-10-01,2021,10,True,45,642.0444444444445,604.0,28892,25.899363889836998,749,1.0,4.586524294181069,104,0.5777777777777777,0.3103377836363663,10,0.1111111111111111,0.2586944399011535,7,0.13333333333333333,3.9407104250684775,107,0.7777777777777778,0.33539852249882424,26.881720430107528,1.597444089456869,0.0,0.0,3.3632286995515694
2021-11,2021-11,2021-11-01,2021,11,True,48,566.2916666666666,591.0,27182,29.81118958132414,790,1.0,4.895207958056916,127,0.6666666666666666,0.514406126237204,12,0.16666666666666666,0.2714807150696979,6,0.10416666666666667,3.627062772762848,105,0.8333333333333334,0.17808728976703478,30.893956157549294,2.1213959864266614,0.0,0.0,3.1397174254317113
2021-12,2021-12,2021-12-01,2021,12,True,44,660.3863636363636,655.0,29057,21.116658956443413,547,1.0,3.1794697884492398,95,0.5681818181818182,0.46346282674853845,15,0.1590909090909091,1.0039201242353264,25,0.38636363636363635,2.6810756509044213,87,0.6818181818181818,0.8065815046724865,19.216637272192827,1.4145290338586631,0.0,0.0,1.9143822316017791
2022-01,2022-01,2022-01-01,2022,1,True,44,652.3863636363636,564.5,28705,23.03986900094603,586,1.0,1.935172931503371,58,0.4318181818181818,0.20411536006639971,8,0.09090909090909091,0.1228797597362052,6,0.045454545454545456,2.9936646789973493,83,0.7045454545454546,0.20360491715950194,21.028588269967578,0.0,0.0,0.0,1.928961266310664
2022-02,2022-02,2022-02-01,2022,2,True,42,617.6666666666666,587.0,25942,22.27090380774338,591,1.0,2.8281615656186956,66,0.6190476190476191,0.6036391582772784,13,0.14285714285714285,0.9119714775759614,14,0.19047619047619047,3.06385488913538,90,0.6904761904761905,0.17576610199701811,22.886473429951693,1.4348265547899945,0.0,0.0,2.0549636819207526
2022-03,2022-03,2022-03-01,2022,3,True,43,600.0697674418604,584.0,25803,27.153805630848932,671,1.0,1.6856135849634226,35,0.3953488372093023,0.2349863722464998,5,0.11627906976744186,0.2619295751952079,6,0.13953488372093023,2.072979552335032,58,0.6976744186046512,0.06615452725728843,25.735294117647058,0.0,0.0,0.0,1.6
2022-04,2022-04,2022-04-01,2022,4,True,48,530.3958333333334,451.5,25459,24.744312612569463,601,1.0,1.4169576977005844,42,0.3125,0.0743043506201401,2,0.041666666666666664,0.05493712121734059,2,0.041666666666666664,1.7840739838402468,48,0.5416666666666666,0.07030143014808263,22.666178859257183,0.0,0.0,0.0,1.2918926853353083
2022-05,2022-05,2022-05-01,2022,5,True,43,520.9302325581396,441.0,22400,21.490203475973406,455,1.0,2.948675304650463,72,0.3953488372093023,0.22626074545776806,7,0.09302325581395349,0.033461602810774635,1,0.023255813953488372,1.9317428494640627,59,0.46511627906976744,0.2868595874409828,20.14388489208633,0.0,0.0,0.0,0.0
2022-06,2022-06,2022-06-01,2022,6,True,43,542.9767441860465,418.0,23348,22.2591042370588,477,1.0,3.262184424412291,56,0.4883720930232558,0.11036772249079899,4,0.06976744186046512,0.4567164512728856,7,0.13953488372093023,3.2659599254870675,78,0.6511627906976745,0.17614281795423056,17.3697270471464,0.0,0.0,0.0,2.73224043715847
2022-07,2022-07,2022-07-01,2022,7,True,57,648.8070175438596,534.0,36982,19.260316739245766,584,1.0,2.482116988944596,86,0.3333333333333333,0.12035799187199603,5,0.08771929824561403,0.47279616499101246,14,0.17543859649122806,2.6283821605470323,107,0.6491228070175439,0.15005752173342202,14.141414141414142,0.0,0.0,0.0,1.8050541516245486
2022-08,2022-08,2022-08-01,2022,8,True,72,607.7222222222222,616.0,43756,17.608603703274795,730,1.0,3.7927805117599025,160,0.3888888888888889,0.3674258649984891,21,0.125,0.48234491706576704,24,0.1111111111111111,3.277209239771393,142,0.6527777777777778,1.0921530233111116,16.596803838198692,0.0,0.0,0.0,1.718289085545723
2022-09,2022-09,2022-09-01,2022,9,True,42,543.5952380952381,490.5,22831,27.476159130169215,583,1.0,0.9547322653199279,19,0.2857142857142857,0.18744442416432192,5,0.11904761904761904,0.12984408445822182,3,0.07142857142857142,3.1309123463504522,83,0.7142857142857143,0.03410644560854645,25.555555555555557,0.0,0.0,0.0,3.0535772471256344
2022-10,2022-10,2022-10-01,2022,10,True,78,585.5,520.5,45669,27.031954801126748,1192,1.0,1.8719228945537896,82,0.4358974358974359,0.28805680740462136,16,0.1282051282051282,0.4913308026676904,15,0.14102564102564102,3.1875235067424073,166,0.7307692307692307,0.09481304610694896,25.25943438296261,0.0,0.0,0.0,2.4232649090492697
2022-11,2022-11,2022-11-01,2022,11,True,43,507.69767441860466,511.0,21831,27.265952803718328,602,1.0,1.6396752491056752,25,0.3953488372093023,0.1661754823467537,3,0.06976744186046512,0.23797205758399786,8,0.16279069767441862,2.321342483696193,58,0.5348837209302325,0.0693553539483772,25.956284153005466,0.0,0.0,0.0,1.3736263736263736
2022-12,2022-12,2022-12-01,2022,12,True,45,610.6666666666666,530.0,27480,23.82524367799813,637,1.0,2.673828578034058,73,0.4444444444444444,0.12277972640020081,3,0.044444444444444446,0.15067449993794796,7,0.1111111111111111,2.9104225200734066,93,0.6222222222222222,0.13674484143623103,21.67630057803468,0.0,0.0,0.0,2.1141649048625792
2023-01,2023-01,2023-01-01,2023,1,True,84,522.0714285714286,443.0,43854,22.49120730841046,996,1.0,5.409983566910112,224,0.5119047619047619,0.5902217208972551,29,0.15476190476190477,0.39738219185390783,22,0.09523809523809523,3.416503603735278,166,0.6547619047619048,0.4324122111126514,21.906180472026776,1.339590137458278,0.0,0.0,2.415473030135068
2023-02,2023-02,2023-02-01,2023,2,True,41,561.170731707317,554.0,23008,34.34393387464596,771,1.0,3.0436092763458324,57,0.5121951219512195,0.5948346995873689,14,0.12195121951219512,0.23404548937985034,4,0.07317073170731707,4.705769973941421,105,0.6829268292682927,0.10668070416927157,32.327586206896555,0.9532888465204957,0.0,0.0,3.3444816053511706
2023-03,2023-03,2023-03-01,2023,3,True,43,505.4418604651163,445.0,21734,29.221991737156518,609,1.0,2.7828565282276876,50,0.3953488372093023,0.6744917122631932,14,0.13953488372093023,0.3552423569198622,7,0.11627906976744186,2.8991705331117177,69,0.6511627906976745,0.1421980414887689,26.845637583892618,0.0,0.0,0.0,2.237136465324385
2023-04,2023-04,2023-04-01,2023,4,True,46,563.2173913043479,493.0,25908,29.62327016050512,722,1.0,1.9403052804234842,59,0.391304347826087,0.7739517246086187,14,0.13043478260869565,0.17936567552185192,5,0.10869565217391304,4.363266139600685,112,0.7608695652173914,0.07472552026860395,27.798989127668086,0.0,0.0,0.0,3.865671641791045
2023-05,2023-05,2023-05-01,2023,5,True,42,661.9285714285714,518.0,27801,40.70438558549129,966,1.0,1.0919979009888885,43,0.47619047619047616,1.076017154585148,28,0.19047619047619047,0.23524077096779059,6,0.14285714285714285,2.4108071921441057,67,0.6190476190476191,0.033562482487218895,39.81987056130085,0.0,0.0,0.0,1.8193606435905578
2023-06,2023-06,2023-06-01,2023,6,True,46,649.0652173913044,559.0,29857,25.07407801887479,743,1.0,3.467685644972077,92,0.43478260869565216,0.7074573389255205,21,0.21739130434782608,0.46271955612864313,14,0.17391304347826086,3.380069800635634,102,0.6956521739130435,0.2669446594617233,24.025668197338987,0.0,0.0,0.0,2.8957528957528957
2023-07,2023-07,2023-07-01,2023,7,True,41,656.780487804878,678.0,26928,25.83687859747306,625,1.0,2.251176504677261,58,0.4634146341463415,2.6888865085457425,70,0.24390243902439024,0.4381134864306978,14,0.17073170731707318,3.703872975287593,102,0.6585365853658537,0.2122494666330556,25.423728813559322,0.0,0.0,0.0,2.3640661938534278
2023-08,2023-08,2023-08-01,2023,8,True,79,739.493670886076,672.0,58420,23.284618411238785,1275,1.0,2.7254347103183103,133,0.5443037974683544,1.3486085570669581,94,0.3291139240506329,0.47740721213241416,35,0.1518987341772152,4.5868493527145615,256,0.7721518987341772,0.20896247307684881,22.988505747126435,1.0080645161290323,0.0,0.0,3.389830508474576
2023-09,2023-09,2023-09-01,2023,9,True,81,595.9135802469136,566.0,48269,31.212619312230217,1500,1.0,1.568108120094885,78,0.4074074074074074,0.7042207288092611,47,0.2222222222222222,0.3526447977257578,18,0.1728395061728395,4.307350891986626,203,0.7530864197530864,0.07961034054039177,32.18884120171674,0.0,0.0,0.0,3.293084522502744
2023-10,2023-10,2023-10-01,2023,10,True,76,689.1184210526316,576.5,52373,29.60735338773445,1486,1.0,2.530270215165749,104,0.5657894736842105,1.235712086066149,58,0.2236842105263158,0.5296121386636756,25,0.21052631578947367,2.978377156904372,175,0.6710526315789473,0.16103869514323793,28.18603111552466,1.0299625468164795,0.0,0.0,2.6070017782724966
2023-11,2023-11,2023-11-01,2023,11,True,44,653.4318181818181,650.0,28751,31.76479341732886,888,1.0,1.8946472019971339,56,0.5,0.5841370645643019,23,0.25,0.6813639311889761,16,0.22727272727272727,3.861029153795442,103,0.75,0.06466458647585632,29.934308748880262,0.5500550055005501,0.0,0.0,2.1962470934682745
2023-12,2023-12,2023-12-01,2023,12,True,46,593.4565217391304,563.5,27299,25.166725571042004,637,1.0,2.499861074396345,72,0.5869565217391305,0.40337252845774524,13,0.08695652173913043,0.4040351573666577,10,0.1956521739130435,3.3342120024596813,99,0.6956521739130435,0.11316278972338419,24.11424679833231,1.5975460060073856,0.0,0.0,2.922722782944099
2024-01,2024-01,2024-01-01,2024,1,True,201,723.5074626865671,623.0,145425,9.742081881209826,1263,0.8706467661691543,4.1080731501302825,548,0.6318407960199005,18.249245580800878,2555,0.8557213930348259,15.842675140454071,2027,0.8159203980099502,4.0926569708476785,650,0.746268656716418,1.0521144359286871,4.926108374384237,2.159827213822894,16.359918200409,13.986013986013987,3.02571860816944
2024-02,2024-02,2024-02-01,2024,2,True,117,775.3418803418804,632.0,90715,10.489429112302043,765,0.8376068376068376,4.458343688504325,365,0.7350427350427351,12.966649067367625,1192,0.7350427350427351,11.836392380805583,1019,0.6923076923076923,3.3964320435267044,308,0.7777777777777778,1.2514659762590892,4.893964110929853,1.9011406844106464,10.273972602739725,8.333333333333334,2.5380710659898478
2024-03,2024-03,2024-03-01,2024,3,True,41,664.4634146341464,634.0,27243,25.53208438320907,630,1.0,3.2568802333158913,82,0.6585365853658537,1.3613786005384167,34,0.1951219512195122,0.127616992080266,6,0.14634146341463414,3.4979765412838173,86,0.7804878048780488,0.19899681344538184,23.65930599369085,1.466275659824047,0.0,0.0,2.6525198938992043
2024-04,2024-04,2024-04-01,2024,4,True,43,778.5813953488372,708.0,33479,18.50932743100709,597,1.0,8.696476072175225,292,0.5581395348837209,0.2048001776098882,5,0.09302325581395349,0.08673095431756317,3,0.06976744186046512,3.842647889226425,124,0.7209302325581395,0.8070008279611326,15.536723163841808,1.408450704225352,0.0,0.0,2.6560424966799467
2024-05,2024-05,2024-05-01,2024,5,True,66,707.8787878787879,622.0,46720,20.674006897720197,939,1.0,2.9832411229877445,122,0.48484848484848486,1.3132626623518933,77,0.24242424242424243,1.1320322926147612,57,0.3333333333333333,2.9738766301710666,149,0.7272727272727273,0.24211415423594707,17.84267191479509,0.0,0.0,0.0,2.5252887581605568
2024-06,2024-06,2024-06-01,2024,6,True,81,713.5555555555555,690.0,57798,21.148359522203926,1149,1.0,4.550622787541143,242,0.5432098765432098,0.9641124620818105,52,0.24691358024691357,0.6668398527366656,31,0.1728395061728395,3.8907508600309715,230,0.7283950617283951,0.30368857852990183,19.157088122605366,1.0787486515641855,0.0,0.0,2.8011204481792715
2024-07,2024-07,2024-07-01,2024,7,True,45,682.5111111111111,679.0,30713,25.65781168611038,736,1.0,4.496735382621517,104,0.4666666666666667,0.49694336200203443,19,0.2,0.059550927687208696,3,0.044444444444444446,3.943955930242804,112,0.7555555555555555,0.24406167536363826,25.089605734767026,0.0,0.0,0.0,2.347417840375587
2024-08,2024-08,2024-08-01,2024,8,True,75,773.6933333333334,715.0,58027,25.182300509125366,1290,1.0,9.547449576652943,519,0.7066666666666667,1.2759389888928596,64,0.24,0.5251719181000079,27,0.18666666666666668,4.21646657313115,274,0.84,0.6399924764757485,23.448275862068964,5.787037037037037,0.0,0.0,3.861003861003861
2024-09,2024-09,2024-09-01,2024,9,True,42,779.8571428571429,763.5,32754,38.5447352686933,1239,1.0,4.564707468996621,127,0.7857142857142857,1.4258840795817622,55,0.38095238095238093,0.5239895516661941,18,0.23809523809523808,4.097121800883961,149,0.8571428571428571,0.1469711257568119,41.40971231319138,2.7685376226367424,0.0,0.0,3.232700064789851
2024-10,2024-10,2024-10-01,2024,10,True,48,799.6041666666666,753.5,38381,26.480836317757447,969,1.0,2.2722832341355477,101,0.6666666666666666,0.7579720310725412,28,0.2708333333333333,0.3449249033543313,14,0.25,4.978317724379838,174,0.7708333333333334,0.1090282794297981,24.732892912486747,1.3792226234276104,0.0,0.0,3.259854598812779
2024-11,2024-11,2024-11-01,2024,11,True,43,578.3720930232558,602.0,24870,23.349300635057805,549,1.0,4.158065821205005,86,0.4883720930232558,0.2919279606069347,6,0.11627906976744186,0.4731008998435407,8,0.11627906976744186,3.6840842175718294,90,0.6976744186046512,0.3630424979004131,22.22222222222222,0.0,0.0,0.0,2.5284450063211126
2024-12,2024-12,2024-12-01,2024,12,True,44,612.5,592.5,26950,29.091896603424832,728,1.0,1.625420783727021,36,0.45454545454545453,0.6314153094630981,18,0.29545454545454547,0.4357862317150019,10,0.13636363636363635,1.86776116800919,46,0.5681818181818182,0.08503785086602424,28.200730577334284,0.0,0.0,0.0,1.3345940305630046
2025-01,2025-01,2025-01-01,2025,1,True,78,820.4487179487179,644.0,63995,21.63202912405566,1273,0.9871794871794872,5.039366561571273,369,0.6923076923076923,1.5347923943952635,90,0.3717948717948718,0.6738806823290803,34,0.32051282051282054,3.925516631899343,349,0.717948717948718,0.2988418546552107,18.706544531508662,2.5715204114432657,0.0,0.0,2.9433805342701325
