month,year_month,month_dt,year,month_num,tone_month_has_articles,n_articles_tone_indicators,tone_positive_terms_total,tone_negative_terms_total,tone_positive_terms_per_1000_mean,tone_negative_terms_per_1000_mean,tone_net_score_per_1000_mean,tone_negative_share_mean,share_articles_negative_tone,share_articles_positive_tone,share_articles_neutral_tone
2022-09,2022-09,2022-09-01,2022,9,True,42,74,96,3.818460061433483,3.653639454739228,0.16482060669425505,0.5010582010582011,0.42857142857142855,0.38095238095238093,0.19047619047619047
2022-10,2022-10,2022-10-01,2022,10,True,78,190,189,4.044261051548479,3.6428757475263334,0.4013853040221452,0.4845262924210293,0.3333333333333333,0.4358974358974359,0.23076923076923078
2022-11,2022-11,2022-11-01,2022,11,True,43,87,64,4.0475388057174095,2.68988794361529,1.3576508621021197,0.4488613453729733,0.3023255813953488,0.4883720930232558,0.20930232558139536
2022-12,2022-12,2022-12-01,2022,12,True,45,92,101,3.1261007065467163,3.2371774126464605,-0.1110767060997443,0.4485095405683641,0.3333333333333333,0.4444444444444444,0.2222222222222222
2023-01,2023-01,2023-01-01,2023,1,True,84,131,181,2.9326153593412547,3.834894725953836,-0.9022793666125812,0.5483321737786023,0.39285714285714285,0.27380952380952384,0.3333333333333333
2023-02,2023-02,2023-02-01,2023,2,True,41,133,116,5.838160203437793,5.051882821628298,0.7862773818094955,0.4278468482736775,0.36585365853658536,0.4878048780487805,0.14634146341463414
2023-03,2023-03,2023-03-01,2023,3,True,43,84,76,4.105531213409197,3.598059027407595,0.5074721860016016,0.5269315955362467,0.37209302325581395,0.3488372093023256,0.27906976744186046
2023-04,2023-04,2023-04-01,2023,4,True,46,104,139,4.28401218514715,5.258194629471911,-0.9741824443247604,0.5670648777905811,0.5434782608695652,0.32608695652173914,0.13043478260869565
2023-05,2023-05,2023-05-01,2023,5,True,42,136,75,5.458180437981498,2.7848281335273746,2.673352304454123,0.37376314162028446,0.23809523809523808,0.6190476190476191,0.14285714285714285
2023-06,2023-06,2023-06-01,2023,6,True,46,122,107,4.46122355304916,3.8105706858828245,0.6506528671663356,0.48031714662149444,0.34782608695652173,0.45652173913043476,0.1956521739130435
2023-07,2023-07,2023-07-01,2023,7,True,41,81,114,3.288957394773472,4.144454204621966,-0.8554968098484937,0.5361493599657158,0.4878048780487805,0.36585365853658536,0.14634146341463414
2023-08,2023-08,2023-08-01,2023,8,True,79,190,281,3.115073140104803,5.09812497982858,-1.9830518397237769,0.6006911436878415,0.5949367088607594,0.22784810126582278,0.17721518987341772
2023-09,2023-09,2023-09-01,2023,9,True,81,177,242,3.455383483040465,5.241030276492248,-1.7856467934517832,0.575531278973308,0.5308641975308642,0.30864197530864196,0.16049382716049382
2023-10,2023-10,2023-10-01,2023,10,True,76,232,217,4.0509691084332475,3.8906284669601483,0.1603406414730996,0.46876153816943295,0.34210526315789475,0.4342105263157895,0.2236842105263158
2023-11,2023-11,2023-11-01,2023,11,True,44,133,115,5.080091204029791,4.250415371146945,0.8296758328828456,0.451691254651781,0.3409090909090909,0.4090909090909091,0.25
2023-12,2023-12,2023-12-01,2023,12,True,46,95,113,3.5756441073199388,3.9214828848607577,-0.34583877754081965,0.497411200975779,0.3695652173913043,0.34782608695652173,0.2826086956521739
2024-01,2024-01,2024-01-01,2024,1,True,201,293,618,1.9048005178762972,3.801459468410705,-1.896658950534408,0.6242781524916582,0.5472636815920398,0.20398009950248755,0.24875621890547264
2024-02,2024-02,2024-02-01,2024,2,True,117,251,336,2.7851197942882298,3.6903509474571212,-0.9052311531688914,0.5900479652742096,0.49572649572649574,0.26495726495726496,0.23931623931623933
2024-03,2024-03,2024-03-01,2024,3,True,41,76,100,3.049060130951129,4.12191577298976,-1.0728556420386302,0.5758130081300813,0.4634146341463415,0.2682926829268293,0.2682926829268293
2024-04,2024-04,2024-04-01,2024,4,True,43,87,164,2.6494310694489416,5.248559524361886,-2.5991284549129436,0.5670601804016737,0.4883720930232558,0.32558139534883723,0.18604651162790697
2024-05,2024-05,2024-05-01,2024,5,True,66,194,164,4.696342705551491,3.4026552119906377,1.293687493560853,0.4547734474873512,0.4090909090909091,0.45454545454545453,0.13636363636363635
2024-06,2024-06,2024-06-01,2024,6,True,81,167,244,2.9670393384384743,4.405425951754649,-1.4383866133161733,0.5555370333692774,0.48148148148148145,0.2962962962962963,0.2222222222222222
2024-07,2024-07,2024-07-01,2024,7,True,45,69,121,2.4342579482904703,4.312337322968181,-1.8780793746777107,0.5687566137566138,0.5333333333333333,0.28888888888888886,0.17777777777777778
2024-08,2024-08,2024-08-01,2024,8,True,75,139,280,2.4427660835593965,4.170375866898173,-1.727609783338777,0.6383166086636675,0.6,0.2,0.2
2024-09,2024-09,2024-09-01,2024,9,True,42,108,171,3.2986509525251457,4.596790387136147,-1.2981394346110005,0.5667208044834096,0.5,0.35714285714285715,0.14285714285714285
2024-10,2024-10,2024-10-01,2024,10,True,48,109,191,3.0690560679716814,5.423614587058292,-2.354558519086611,0.5543983489707174,0.5625,0.3125,0.125
2024-11,2024-11,2024-11-01,2024,11,True,43,120,97,4.208813381375855,3.89631419668409,0.31249918469176424,0.5335404259822865,0.4186046511627907,0.37209302325581395,0.20930232558139536
2024-12,2024-12,2024-12-01,2024,12,True,44,96,50,3.5453430033318507,1.9109628677457513,1.634380135586099,0.41017643972189427,0.2727272727272727,0.5909090909090909,0.13636363636363635
2025-01,2025-01,2025-01-01,2025,1,True,78,158,342,2.857923849539429,3.974714872666676,-1.1167910231272462,0.5806101306101307,0.5128205128205128,0.28205128205128205,0.20512820512820512
2025-02,2025-02,2025-02-01,2025,2,True,75,199,362,3.397836780405091,5.792809579165443,-2.394972798760352,0.6018930167298588,0.52,0.25333333333333335,0.22666666666666666
