group_id,group_type,item_count,files,titles,publications,dates
exact_001,duplicate_exact,2,Merkel in Algier und Haifische in Berlin Die Bundeskanzlerin will bei ihrer Auslandsreise zwei Signa(2).PDF | Merkel in Algier und Haifische in Berlin Die Bundeskanzlerin will bei ihrer Auslandsreise zwei Signa.PDF,Merkel in Algier und Haifische in Berlin Die Bundeskanzlerin will bei ihrer Auslandsreise zwei Signale senden: | Merkel in Algier und Haifische in Berlin Die Bundeskanzlerin will bei ihrer Auslandsreise zwei Signale senden:,Rheinische Post | Rheinische Post,Dienstag 18. September 2018 | Dienstag 18. September 2018
near_001,duplicate_near,2,"Aus Flüchtlingen werden Migranten Viele Flüchtlinge sind schon recht gut integriert, aber noch haben.PDF | Aus Flüchtlingen werden Migranten Viele Flüchtlinge, die in den vergangenen Jahren kamen, sind schon.PDF","Aus Flüchtlingen werden Migranten Viele Flüchtlinge sind schon recht gut integriert, aber noch haben die | Aus Flüchtlingen werden Migranten; Viele Flüchtlinge, die in den vergangenen Jahren kamen, sind schon recht",Rheinische Post | Rheinische Post,Donnerstag 27. September 2018 | Donnerstag 27. September 2018
variant_001,regional_variant,2,"Aus Flüchtlingen werden Migranten Viele Flüchtlinge sind schon recht gut integriert, aber noch haben.PDF | Aus Flüchtlingen werden Migranten Viele Flüchtlinge, die in den vergangenen Jahren kamen, sind schon.PDF","Aus Flüchtlingen werden Migranten Viele Flüchtlinge sind schon recht gut integriert, aber noch haben die | Aus Flüchtlingen werden Migranten; Viele Flüchtlinge, die in den vergangenen Jahren kamen, sind schon recht",Rheinische Post | Rheinische Post,Donnerstag 27. September 2018 | Donnerstag 27. September 2018
