group_id,group_type,item_count,files,titles,publications,dates
exact_001,exact_duplicate,3,EmpÃ¶rung Ã¼ber Haftbefehl im Netz In Chemnitz wird wegen Verletzung von Dienstgeheimnissen ermittel(2).PDF | EmpÃ¶rung Ã¼ber Haftbefehl im Netz In Chemnitz wird wegen Verletzung von Dienstgeheimnissen ermittel(3).PDF | EmpÃ¶rung Ã¼ber Haftbefehl im Netz In Chemnitz wird wegen Verletzung von Dienstgeheimnissen ermittel.PDF,EmpÃ¶rung Ã¼ber Haftbefehl im Netz In Chemnitz wird wegen Verletzung von Dienstgeheimnissen ermittelt. | EmpÃ¶rung Ã¼ber Haftbefehl im Netz; In Chemnitz wird wegen Verletzung von Dienstgeheimnissen ermittelt. | EmpÃ¶rung Ã¼ber Haftbefehl im Netz; In Chemnitz wird wegen Verletzung von Dienstgeheimnissen ermittelt.,Bergische Morgenpost | Neuss Grevenbroicher Zeitung | Solinger Morgenpost,Donnerstag 30. August 2018 | Donnerstag 30. August 2018 | Donnerstag 30. August 2018
exact_002,exact_duplicate,3,Ende der Gewissheiten SACHSEN I Nach den Krawallen in Chemnitz hat das Bundesland mehr als ein Image(2).PDF | Ende der Gewissheiten SACHSEN I Nach den Krawallen in Chemnitz hat das Bundesland mehr als ein Image(3).PDF | Ende der Gewissheiten SACHSEN I Nach den Krawallen in Chemnitz hat das Bundesland mehr als ein Image(5).PDF,Ende der Gewissheiten SACHSEN I Nach den Krawallen in Chemnitz hat das Bundesland mehr als ein | Ende der Gewissheiten SACHSEN I Nach den Krawallen in Chemnitz hat das Bundesland mehr als ein | Ende der Gewissheiten SACHSEN I Nach den Krawallen in Chemnitz hat das Bundesland mehr als ein,Lauterbacher Anzeiger (Germany) | Usinger Anzeiger (Germany) | Kreis Anzeiger (Germany),Freitag 31. August 2018 | Freitag 31. August 2018 | Freitag 31. August 2018
exact_003,exact_duplicate,2,Ende der Gewissheiten SACHSEN I Nach den Krawallen in Chemnitz hat das Bundesland mehr als ein Image(4).PDF | Ende der Gewissheiten SACHSEN I Nach den Krawallen in Chemnitz hat das Bundesland mehr als ein Image.PDF,Ende der Gewissheiten; SACHSEN I Nach den Krawallen in Chemnitz hat das Bundesland mehr als ein | Ende der Gewissheiten; SACHSEN I Nach den Krawallen in Chemnitz hat das Bundesland mehr als ein,Giessener Anzeiger (Germany) | Oberhessische Zeitung (Germany),Freitag 31. August 2018 | Freitag 31. August 2018
exact_004,exact_duplicate,9,Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(10).PDF | Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(11).PDF | Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(12).PDF | Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(14).PDF | Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(3).PDF | Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(4).PDF | Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(6).PDF | Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(8).PDF | Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei.PDF,Ende der Gewissheiten; SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ein | Ende der Gewissheiten; SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ein | Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ein | Ende der Gewissheiten; SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ein | Ende der Gewissheiten; SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ein | Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ein | Ende der Gewissheiten; SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ein | Ende der Gewissheiten; SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ein | Ende der Gewissheiten; SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ein,Wiesbadener Kurier | Lampertheimer Zeitung | Aar-Bote | Wormser Zeitung | Main-Spitze | Bürstädter Zeitung | Allgemeine Zeitung | Idsteiner Zeitung | Wiesbadener Tagblatt,Freitag 31. August 2018 | Freitag 31. August 2018 | Freitag 31. August 2018 | Freitag 31. August 2018 | Freitag 31. August 2018 | Freitag 31. August 2018 | Freitag 31. August 2018 | Freitag 31. August 2018 | Freitag 31. August 2018
exact_005,exact_duplicate,5,Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(15).PDF | Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(2).PDF | Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(5).PDF | Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(7).PDF | Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(9).PDF,Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ein | Ende der Gewissheiten; SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ein | Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ein | Ende der Gewissheiten; SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ein | Ende der Gewissheiten; SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ein,Groß-Gerauer Echo | Starkenburger Echo | Ried Echo | Darmstädter Echo | Odenwälder Echo,Freitag 31. August 2018 | Freitag 31. August 2018 | Freitag 31. August 2018 | Freitag 31. August 2018 | Freitag 31. August 2018
near_001,near_duplicate,2,Chemnitz und der Rechtsstaat(2).PDF | Chemnitz und der Rechtsstaat.PDF,Chemnitz und der Rechtsstaat | Chemnitz und der Rechtsstaat,Die Welt | Welt kompakt,Dienstag 28. August 2018 | Dienstag 28. August 2018
near_002,near_duplicate,4,EmpÃ¶rung Ã¼ber Haftbefehl im Netz In Chemnitz wird wegen Verletzung von Dienstgeheimnissen ermittel(2).PDF | EmpÃ¶rung Ã¼ber Haftbefehl im Netz In Chemnitz wird wegen Verletzung von Dienstgeheimnissen ermittel(3).PDF | EmpÃ¶rung Ã¼ber Haftbefehl im Netz In Chemnitz wird wegen Verletzung von Dienstgeheimnissen ermittel.PDF | Empörung über Haftbefehl im Netz In Chemnitz wird wegen Verletzung von Dienstgeheimnissen ermittelt.PDF,EmpÃ¶rung Ã¼ber Haftbefehl im Netz In Chemnitz wird wegen Verletzung von Dienstgeheimnissen ermittelt. | EmpÃ¶rung Ã¼ber Haftbefehl im Netz; In Chemnitz wird wegen Verletzung von Dienstgeheimnissen ermittelt. | EmpÃ¶rung Ã¼ber Haftbefehl im Netz; In Chemnitz wird wegen Verletzung von Dienstgeheimnissen ermittelt. | Empörung über Haftbefehl im Netz; In Chemnitz wird wegen Verletzung von Dienstgeheimnissen ermittelt.,Bergische Morgenpost | Neuss Grevenbroicher Zeitung | Solinger Morgenpost | Rheinische Post,Donnerstag 30. August 2018 | Donnerstag 30. August 2018 | Donnerstag 30. August 2018 | Donnerstag 30. August 2018
near_003,near_duplicate,20,Ende der Gewissheiten SACHSEN I Nach den Krawallen in Chemnitz hat das Bundesland mehr als ein Image(2).PDF | Ende der Gewissheiten SACHSEN I Nach den Krawallen in Chemnitz hat das Bundesland mehr als ein Image(3).PDF | Ende der Gewissheiten SACHSEN I Nach den Krawallen in Chemnitz hat das Bundesland mehr als ein Image(4).PDF | Ende der Gewissheiten SACHSEN I Nach den Krawallen in Chemnitz hat das Bundesland mehr als ein Image(5).PDF | Ende der Gewissheiten SACHSEN I Nach den Krawallen in Chemnitz hat das Bundesland mehr als ein Image.PDF | Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(10).PDF | Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(11).PDF | Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(12).PDF | Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(13).PDF | Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(14).PDF | Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(15).PDF | Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(2).PDF | Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(3).PDF | Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(4).PDF | Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(5).PDF | Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(6).PDF | Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(7).PDF | Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(8).PDF | Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei(9).PDF | Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ei.PDF,Ende der Gewissheiten SACHSEN I Nach den Krawallen in Chemnitz hat das Bundesland mehr als ein | Ende der Gewissheiten SACHSEN I Nach den Krawallen in Chemnitz hat das Bundesland mehr als ein | Ende der Gewissheiten; SACHSEN I Nach den Krawallen in Chemnitz hat das Bundesland mehr als ein | Ende der Gewissheiten SACHSEN I Nach den Krawallen in Chemnitz hat das Bundesland mehr als ein | Ende der Gewissheiten; SACHSEN I Nach den Krawallen in Chemnitz hat das Bundesland mehr als ein | Ende der Gewissheiten; SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ein | Ende der Gewissheiten; SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ein | Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ein | Ende der Gewissheiten; SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ein | Ende der Gewissheiten; SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ein | Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ein | Ende der Gewissheiten; SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ein | Ende der Gewissheiten; SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ein | Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ein | Ende der Gewissheiten SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ein | Ende der Gewissheiten; SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ein | Ende der Gewissheiten; SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ein | Ende der Gewissheiten; SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ein | Ende der Gewissheiten; SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ein | Ende der Gewissheiten; SACHSEN II Nach den rechtsextremen Krawallen in Chemnitz hat das Bundesland ein,Lauterbacher Anzeiger (Germany) | Usinger Anzeiger (Germany) | Giessener Anzeiger (Germany) | Kreis Anzeiger (Germany) | Oberhessische Zeitung (Germany) | Wiesbadener Kurier | Lampertheimer Zeitung | Aar-Bote | Main-Taunus-Kurier | Wormser Zeitung | Groß-Gerauer Echo | Starkenburger Echo | Main-Spitze | Bürstädter Zeitung | Ried Echo | Allgemeine Zeitung | Darmstädter Echo | Idsteiner Zeitung | Odenwälder Echo | Wiesbadener Tagblatt,Freitag 31. August 2018 | Freitag 31. August 2018 | Freitag 31. August 2018 | Freitag 31. August 2018 | Freitag 31. August 2018 | Freitag 31. August 2018 | Freitag 31. August 2018 | Freitag 31. August 2018 | Freitag 31. August 2018 | Freitag 31. August 2018 | Freitag 31. August 2018 | Freitag 31. August 2018 | Freitag 31. August 2018 | Freitag 31. August 2018 | Freitag 31. August 2018 | Freitag 31. August 2018 | Freitag 31. August 2018 | Freitag 31. August 2018 | Freitag 31. August 2018 | Freitag 31. August 2018
near_004,near_duplicate,2,Seehofer bietet nachträglich seine Hilfe an Kritik kommt vom Regierungspartner SPD.PDF | Seehofer bietet nachträglich Unterstützung an Regierungspartner SPD und Opposition üben Kritik.PDF,Seehofer bietet nachträglich seine Hilfe an; Kritik kommt vom Regierungspartner SPD | Seehofer bietet nachträglich Unterstützung an; Regierungspartner SPD und Opposition üben Kritik,Welt kompakt | Die Welt,Mittwoch 29. August 2018 | Mittwoch 29. August 2018
