group_id,group_type,item_count,files,titles,publications,dates
exact_001,duplicate_exact,2,Flüchtlinge in alter Schule Krieg Verhandlung über Jugendherberge als Unterkunft(2).PDF | Flüchtlinge in alter Schule Krieg Verhandlung über Jugendherberge als Unterkunft.PDF,Flüchtlinge in alter Schule Krieg Verhandlung über Jugendherberge als Unterkunft | Flüchtlinge in alter Schule Krieg Verhandlung über Jugendherberge als Unterkunft,Nordwest-Zeitung | Nordwest-Zeitung,07. Oktober 2022 | 07. Oktober 2022
exact_002,duplicate_exact,2,Jugendherberge wird erneut Flüchtlingsunterkunft Soziales Landkreis Aurich erwartet in den kommenden(2).PDF | Jugendherberge wird erneut Flüchtlingsunterkunft Soziales Landkreis Aurich erwartet in den kommenden.PDF,Jugendherberge wird erneut Flüchtlingsunterkunft; Soziales Landkreis Aurich erwartet in den kommenden | Jugendherberge wird erneut Flüchtlingsunterkunft; Soziales Landkreis Aurich erwartet in den kommenden,Nordwest-Zeitung | Nordwest-Zeitung,20. Oktober 2022 | 20. Oktober 2022
exact_003,duplicate_exact,2,Kommunen fordern vom Land 40.000 Unterbringungsplätze Der Städte- und Gemeindebund NRW schreibt an d(2).PDF | Kommunen fordern vom Land 40.000 Unterbringungsplätze Der Städte- und Gemeindebund NRW schreibt an d.PDF,Kommunen fordern vom Land 40.000 Unterbringungsplätze Der Städte- und Gemeindebund NRW schreibt an | Kommunen fordern vom Land 40.000 Unterbringungsplätze Der Städte- und Gemeindebund NRW schreibt an,Rheinische Post | Rheinische Post,Donnerstag 20. Oktober 2022 | Donnerstag 20. Oktober 2022
exact_004,duplicate_exact,2,Nächster Anlauf für faire Flüchtlingshilfe(2).PDF | Nächster Anlauf für faire Flüchtlingshilfe.PDF,Nächster Anlauf für faire Flüchtlingshilfe | Nächster Anlauf für faire Flüchtlingshilfe,Frankfurter Rundschau | Frankfurter Rundschau,Montag 10. Oktober 2022 | Montag 10. Oktober 2022
exact_005,duplicate_exact,2,Politisches Feuer In Mecklenburg-Vorpommern brennt eine Unterkunft für ukrainische Kriegsflüchtlinge(2).PDF | Politisches Feuer In Mecklenburg-Vorpommern brennt eine Unterkunft für ukrainische Kriegsflüchtlinge.PDF,"Politisches Feuer In Mecklenburg-Vorpommern brennt eine Unterkunft für ukrainische Kriegsflüchtlinge ab, das | Politisches Feuer In Mecklenburg-Vorpommern brennt eine Unterkunft für ukrainische Kriegsflüchtlinge ab, das",Rheinische Post | Rheinische Post,Freitag 21. Oktober 2022 | Freitag 21. Oktober 2022
near_001,duplicate_near,2,77 Flüchtlinge auf Borkum angekommen Ukraine -Krieg Landkreis Leer hält Schule Weener als Notunterku.PDF | 77 Flüchtlinge auf Borkum Ukraine -Krieg Landkreis Leer hält Schule Weener in Reserve.PDF,77 Flüchtlinge auf Borkum angekommen; Ukraine-Krieg Landkreis Leer hält Schule Weener als Notunterkunft | 77 Flüchtlinge auf Borkum Ukraine -Krieg Landkreis Leer hält Schule Weener in Reserve,Nordwest-Zeitung | Nordwest-Zeitung,21. Oktober 2022 | 21. Oktober 2022
near_002,duplicate_near,2,Beratung über Unterbringung Geflüchteter Land beruft Konferenz mit Kommunen ein.PDF | Beratung über Unterbringung Geflüchteter.PDF,Beratung über Unterbringung Geflüchteter Land beruft Konferenz mit Kommunen ein | Beratung über Unterbringung Geflüchteter,Der Tagesspiegel | Der Tagesspiegel,Donnerstag 20. Oktober 2022 | Donnerstag 20. Oktober 2022
near_003,duplicate_near,2,Die ersten Flüchtlinge kommen nach Borkum Ukraine -Krieg Jugendherberge bietet Unterbringungsmöglich.PDF | Die ersten Flüchtlinge kommen nach Borkum Ukraine -Krieg Jugendherberge der Nordseeinsel bietet Unte.PDF,Die ersten Flüchtlinge kommen nach Borkum Ukraine -Krieg Jugendherberge bietet Unterbringungsmöglichkeit | Die ersten Flüchtlinge kommen nach Borkum Ukraine -Krieg Jugendherberge der Nordseeinsel bietet,Nordwest-Zeitung | Nordwest-Zeitung,14. Oktober 2022 | 14. Oktober 2022
near_004,duplicate_near,2,"Flüchtlingsandrang überfordert Städte Kommunen in NRW nutzen bereits seit Wochen wieder Turnhallen,(2).PDF | Flüchtlingsandrang überfordert Städte Kommunen in NRW nutzen bereits seit Wochen wieder Turnhallen,.PDF","Flüchtlingsandrang überfordert Städte; Kommunen in NRW nutzen bereits seit Wochen wieder Turnhallen, alte | Flüchtlingsandrang überfordert Städte Kommunen in NRW nutzen bereits seit Wochen wieder Turnhallen, alte",Rheinische Post | Rheinische Post,Mittwoch 12. Oktober 2022 | Mittwoch 12. Oktober 2022
near_005,duplicate_near,2,Helfende bitten um Hilfe(2).PDF | Helfende bitten um Hilfe.PDF,Helfende bitten um Hilfe | Helfende bitten um Hilfe,Frankfurter Rundschau | Frankfurter Rundschau,Mittwoch 12. Oktober 2022 | Mittwoch 12. Oktober 2022
near_006,duplicate_near,3,Nervenkrieg um Abschiebungen(2).PDF | Nervenkrieg um Abschiebungen(3).PDF | Nervenkrieg um Abschiebungen.PDF,Nervenkrieg um Abschiebungen | Nervenkrieg um Abschiebungen | Nervenkrieg um Abschiebungen,Frankfurter Rundschau | Frankfurter Rundschau | Frankfurter Rundschau,Samstag 8. Oktober 2022 | Samstag 8. Oktober 2022 | Samstag 8. Oktober 2022
near_007,duplicate_near,2,Platz für Flüchtlinge wird knapp Migration Kommunen planen Sammelunterkünfte   Werden Turnhallen ben(2).PDF | Platz für Flüchtlinge wird knapp Migration Kommunen planen Sammelunterkünfte   Werden Turnhallen ben.PDF,Platz für Flüchtlinge wird knapp Migration Kommunen planen Sammelunterkünfte Werden Turnhallen | Platz für Flüchtlinge wird knapp Migration Kommunen planen Sammelunterkünfte Werden Turnhallen,Nordwest-Zeitung | Nordwest-Zeitung,04. Oktober 2022 | 04. Oktober 2022
near_008,duplicate_near,2,Schaffen wir das - noch mal_ Die Zahlen der Geflüchteten in Deutschland steigen rasant. In Berlin wi.PDF | Schaffen wir das - noch mal_.PDF,Schaffen wir das - noch mal? Die Zahlen der Geflüchteten in Deutschland steigen rasant. In Berlin wie seit | Schaffen wir das - noch mal?,Der Tagesspiegel | Der Tagesspiegel,Samstag 15. Oktober 2022 | Samstag 15. Oktober 2022
near_009,duplicate_near,2,So viele Flüchtlinge wie zuletzt 2016 Registrierung und Unterbringung stoßen an Grenzen. Kompletter.PDF | So viele Flüchtlinge wie zuletzt 2016.PDF,So viele Flüchtlinge wie zuletzt 2016 Registrierung und Unterbringung stoßen an Grenzen. Kompletter | So viele Flüchtlinge wie zuletzt 2016,Der Tagesspiegel | Der Tagesspiegel,Dienstag 11. Oktober 2022 | Dienstag 11. Oktober 2022
variant_001,regional_variant,2,Beratung über Unterbringung Geflüchteter Land beruft Konferenz mit Kommunen ein.PDF | Beratung über Unterbringung Geflüchteter.PDF,Beratung über Unterbringung Geflüchteter Land beruft Konferenz mit Kommunen ein | Beratung über Unterbringung Geflüchteter,Der Tagesspiegel | Der Tagesspiegel,Donnerstag 20. Oktober 2022 | Donnerstag 20. Oktober 2022
variant_002,regional_variant,2,Die ersten Flüchtlinge kommen nach Borkum Ukraine -Krieg Jugendherberge bietet Unterbringungsmöglich.PDF | Die ersten Flüchtlinge kommen nach Borkum Ukraine -Krieg Jugendherberge der Nordseeinsel bietet Unte.PDF,Die ersten Flüchtlinge kommen nach Borkum Ukraine -Krieg Jugendherberge bietet Unterbringungsmöglichkeit | Die ersten Flüchtlinge kommen nach Borkum Ukraine -Krieg Jugendherberge der Nordseeinsel bietet,Nordwest-Zeitung | Nordwest-Zeitung,14. Oktober 2022 | 14. Oktober 2022
variant_003,regional_variant,2,"Flüchtlingsandrang überfordert Städte Kommunen in NRW nutzen bereits seit Wochen wieder Turnhallen,(2).PDF | Flüchtlingsandrang überfordert Städte Kommunen in NRW nutzen bereits seit Wochen wieder Turnhallen,.PDF","Flüchtlingsandrang überfordert Städte; Kommunen in NRW nutzen bereits seit Wochen wieder Turnhallen, alte | Flüchtlingsandrang überfordert Städte Kommunen in NRW nutzen bereits seit Wochen wieder Turnhallen, alte",Rheinische Post | Rheinische Post,Mittwoch 12. Oktober 2022 | Mittwoch 12. Oktober 2022
