group_id,group_type,item_count,files,titles,publications,dates
exact_001,duplicate_exact,2,An der Heyestraße herrscht Unzufriedenheit Der Neubau für Flüchtlinge und Obdachlose spaltet Gerresh(2).PDF | An der Heyestraße herrscht Unzufriedenheit Der Neubau für Flüchtlinge und Obdachlose spaltet Gerresh.PDF,An der Heyestraße herrscht Unzufriedenheit Der Neubau für Flüchtlinge und Obdachlose spaltet Gerresheim . | An der Heyestraße herrscht Unzufriedenheit Der Neubau für Flüchtlinge und Obdachlose spaltet Gerresheim .,Rheinische Post | Rheinische Post,Mittwoch 20. März 2019 | Mittwoch 20. März 2019
exact_002,duplicate_exact,2,Bund will Ländern Flüchtlingsgeld kürzen Finanzminister Scholz plant eine deutlich geringere Summe a(2).PDF | Bund will Ländern Flüchtlingsgeld kürzen Finanzminister Scholz plant eine deutlich geringere Summe a.PDF,Bund will Ländern Flüchtlingsgeld kürzen Finanzminister Scholz plant eine deutlich geringere Summe als | Bund will Ländern Flüchtlingsgeld kürzen Finanzminister Scholz plant eine deutlich geringere Summe als,Rheinische Post | Rheinische Post,Dienstag 19. März 2019 | Dienstag 19. März 2019
exact_003,duplicate_exact,2,"Das Land altert, Städte werden jünger Junge Menschen und Zuwanderer ziehen in die Metropolen, ländli(2).PDF | Das Land altert, Städte werden jünger Junge Menschen und Zuwanderer ziehen in die Metropolen, ländli.PDF","Das Land altert, Städte werden jünger Junge Menschen und Zuwanderer ziehen in die Metropolen, ländliche | Das Land altert, Städte werden jünger Junge Menschen und Zuwanderer ziehen in die Metropolen, ländliche",Rheinische Post | Rheinische Post,Dienstag 5. März 2019 | Dienstag 5. März 2019
exact_004,duplicate_exact,2,Den Führerschein auf Russisch und Arabisch machen In der Fahrschule von Igor Genin werden vor allem(2).PDF | Den Führerschein auf Russisch und Arabisch machen In der Fahrschule von Igor Genin werden vor allem.PDF,Den Führerschein auf Russisch und Arabisch machen In der Fahrschule von Igor Genin werden vor allem | Den Führerschein auf Russisch und Arabisch machen In der Fahrschule von Igor Genin werden vor allem,Rheinische Post | Rheinische Post,Donnerstag 14. März 2019 | Donnerstag 14. März 2019
exact_005,duplicate_exact,7,Die Toten Hosen machen Politik Band mit Bandbreite_ Die Toten Hosen sind bald im deutschen Bundestag(2).PDF | Die Toten Hosen machen Politik Band mit Bandbreite_ Die Toten Hosen sind bald im deutschen Bundestag(3).PDF | Die Toten Hosen machen Politik Band mit Bandbreite_ Die Toten Hosen sind bald im deutschen Bundestag(4).PDF | Die Toten Hosen machen Politik Band mit Bandbreite_ Die Toten Hosen sind bald im deutschen Bundestag(5).PDF | Die Toten Hosen machen Politik Band mit Bandbreite_ Die Toten Hosen sind bald im deutschen Bundestag(6).PDF | Die Toten Hosen machen Politik Band mit Bandbreite_ Die Toten Hosen sind bald im deutschen Bundestag(7).PDF | Die Toten Hosen machen Politik Band mit Bandbreite_ Die Toten Hosen sind bald im deutschen Bundestag.PDF,Die Toten Hosen machen Politik Band mit Bandbreite: Die Toten Hosen sind bald im deutschen Bundestag. | Die Toten Hosen machen Politik Band mit Bandbreite: Die Toten Hosen sind bald im deutschen Bundestag. | Die Toten Hosen machen Politik; Band mit Bandbreite: Die Toten Hosen sind bald im deutschen Bundestag. | Die Toten Hosen machen Politik; Band mit Bandbreite: Die Toten Hosen sind bald im deutschen Bundestag. | Die Toten Hosen machen Politik Band mit Bandbreite: Die Toten Hosen sind bald im deutschen Bundestag. | Die Toten Hosen machen Politik; Band mit Bandbreite: Die Toten Hosen sind bald im deutschen Bundestag. | Die Toten Hosen machen Politik; Band mit Bandbreite: Die Toten Hosen sind bald im deutschen Bundestag.,Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post,Freitag 15. März 2019 | Freitag 15. März 2019 | Freitag 15. März 2019 | Freitag 15. März 2019 | Freitag 15. März 2019 | Freitag 15. März 2019 | Freitag 15. März 2019
exact_006,duplicate_exact,2,Gericht will mit Urteilen zur Großmarkt-Privatisierung warten Das Verwaltungsgericht Düsseldorf zog(2).PDF | Gericht will mit Urteilen zur Großmarkt-Privatisierung warten Das Verwaltungsgericht Düsseldorf zog.PDF,Gericht will mit Urteilen zur Großmarkt-Privatisierung warten; Das Verwaltungsgericht Düsseldorf zog Bilanz | Gericht will mit Urteilen zur Großmarkt-Privatisierung warten Das Verwaltungsgericht Düsseldorf zog Bilanz,Rheinische Post | Rheinische Post,Samstag 9. März 2019 | Samstag 9. März 2019
exact_007,duplicate_exact,2,Justiz erleichtert Abschiebungen(2).PDF | Justiz erleichtert Abschiebungen.PDF,Justiz erleichtert Abschiebungen | Justiz erleichtert Abschiebungen,Frankfurter Rundschau | Frankfurter Rundschau,Mittwoch 20. März 2019 | Mittwoch 20. März 2019
exact_008,duplicate_exact,2,Kind zu zweit vergewaltigt(2).PDF | Kind zu zweit vergewaltigt.PDF,Kind zu zweit vergewaltigt | Kind zu zweit vergewaltigt,Frankfurter Rundschau | Frankfurter Rundschau,Mittwoch 20. März 2019 | Mittwoch 20. März 2019
exact_009,duplicate_exact,2,Mehrausgaben für Flüchtlinge(2).PDF | Mehrausgaben für Flüchtlinge.PDF,Mehrausgaben für Flüchtlinge | Mehrausgaben für Flüchtlinge,Frankfurter Rundschau | Frankfurter Rundschau,Dienstag 26. März 2019 | Samstag 23. März 2019
exact_010,duplicate_exact,2,"Tausende Hinweise auf Kriegsverbrecher Die Sicherheitsbehörden stehen im Verdacht, Anzeichen auf Kri(2).PDF | Tausende Hinweise auf Kriegsverbrecher Die Sicherheitsbehörden stehen im Verdacht, Anzeichen auf Kri.PDF","Tausende Hinweise auf Kriegsverbrecher Die Sicherheitsbehörden stehen im Verdacht, Anzeichen auf | Tausende Hinweise auf Kriegsverbrecher Die Sicherheitsbehörden stehen im Verdacht, Anzeichen auf",Rheinische Post | Rheinische Post,Freitag 8. März 2019 | Freitag 8. März 2019
