month_id,year,month,batch_id,raw_article_count,kept_article_count,dropped_article_count,keep_share,unique_source_count,total_word_count_kept,mean_word_count_kept,median_word_count_kept,duplicate_exact_count,duplicate_near_count,regional_variant_count,malformed_count,reader_letter_drop_count,commentary_noncore_drop_count,very_short_low_value_drop_count,source_top1,source_top1_count,source_top2,source_top2_count,source_top3,source_top3_count,freeze_status,notes,kept_share_of_raw,duplicate_burden,dropped_share,shock_month_flag,shock_window_flag_placeholder
2022-07,2022,7,2022-07,78,57,21,0.730769,10,36982,648.807,534,13,0,4,0,0,4,0,Rheinische Post,13,Frankfurter Rundschau,10,Der Tagesspiegel,7,frozen,,0.730769,0.217949,0.269231,0,
2022-08,2022,8,2022-08,94,72,22,0.765957,10,43756,607.722,616.0,9,1,9,0,2,1,0,Rheinische Post,21,Nordwest-Zeitung,14,Frankfurter Rundschau,10,frozen,,0.765957,0.202128,0.234043,0,
2022-09,2022,9,2022-09,50,42,8,0.84,10,22831,543.595,490.5,5,0,3,0,0,0,0,Rheinische Post,14,Nordwest-Zeitung,8,Südwest Presse,7,frozen,,0.84,0.16,0.16,0,
2022-10,2022,10,2022-10,99,78,20,0.787879,10,45669,585.5,520.5,5,1,9,0,0,5,0,Nordwest-Zeitung,19,Rheinische Post,19,Südwest Presse,10,frozen,,0.787879,0.151515,0.20202,0,
2022-11,2022,11,2022-11,50,43,7,0.86,7,21831,507.698,511,3,0,3,0,0,1,0,Rheinische Post,18,Nordwest-Zeitung,8,Frankfurter Rundschau,5,frozen,,0.86,0.12,0.14,0,
2022-12,2022,12,2022-12,50,45,5,0.9,9,27480,610.667,530,2,0,2,0,0,1,0,Rheinische Post,10,Südwest Presse,9,Frankfurter Rundschau,6,frozen,,0.9,0.08,0.1,0,
2023-01,2023,1,2023-01,100,84,16,0.84,10,43854,522.071,443.0,10,1,3,0,0,2,0,Rheinische Post,24,Frankfurter Rundschau,16,Nordwest-Zeitung,8,frozen,,0.84,0.14,0.16,0,
2023-02,2023,2,2023-02,50,41,9,0.82,8,23008,561.171,554,5,0,0,0,0,4,0,Frankfurter Rundschau,7,Welt am Sonntag,7,Rheinische Post,6,frozen,,0.82,0.1,0.18,0,
2023-03,2023,3,2023-03,50,43,7,0.86,10,21734,505.442,445,6,0,0,0,0,1,0,Rheinische Post,9,Nordwest-Zeitung,7,Der Tagesspiegel,5,frozen,,0.86,0.12,0.14,0,
2023-04,2023,4,2023-04,50,46,4,0.92,9,25908,563.217,493.0,3,0,0,0,0,1,0,Der Tagesspiegel,11,Rheinische Post,9,Frankfurter Rundschau,6,frozen,,0.92,0.06,0.08,0,
2023-05,2023,5,2023-05,50,42,8,0.84,9,27801,661.929,518.0,3,1,1,0,0,3,0,Rheinische Post,10,Südwest Presse,6,Der Tagesspiegel,5,frozen,,0.84,0.1,0.16,0,
2023-06,2023,6,2023-06,50,46,4,0.92,10,29857,649.065,559.0,2,0,0,0,1,1,0,Rheinische Post,8,Südwest Presse,7,Der Tagesspiegel,6,frozen,,0.92,0.04,0.08,0,
2023-07,2023,7,2023-07,50,41,9,0.82,9,26928,656.78,678,6,0,2,0,0,1,0,Rheinische Post,12,"taz, die tageszeitung",8,Der Tagesspiegel,6,frozen,,0.82,0.16,0.18,0,
2023-08,2023,8,2023-08,100,79,21,0.79,10,58420,739.494,672,14,0,2,0,1,4,0,Rheinische Post,28,Der Tagesspiegel,9,"taz, die tageszeitung",9,frozen,,0.79,0.16,0.21,0,
2023-09,2023,9,2023-09,100,81,19,0.81,10,48269,595.914,566,11,0,2,0,1,5,0,Rheinische Post,31,Nordwest-Zeitung,11,Welt am Sonntag,8,frozen,,0.81,0.13,0.19,0,
2023-10,2023,10,2023-10,99,76,23,0.767677,10,52373,689.118,576.5,11,0,6,0,0,6,0,Rheinische Post,25,Frankfurter Rundschau,9,Der Tagesspiegel,8,frozen,,0.767677,0.171717,0.232323,0,
2023-11,2023,11,2023-11,50,44,6,0.88,10,28751,653.432,650.0,3,0,0,0,0,3,0,Rheinische Post,16,Die Welt,8,Frankfurter Rundschau,6,frozen,,0.88,0.06,0.12,0,
2023-12,2023,12,2023-12,50,46,4,0.92,7,27299,593.457,563.5,2,0,1,0,0,1,0,Rheinische Post,24,Die Welt,5,Frankfurter Rundschau,5,frozen,,0.92,0.06,0.08,0,
2024-01,2024,1,2024-01,50,42,8,0.84,9,26727,636.357,612.5,3,0,2,0,1,2,0,Rheinische Post,18,Frankfurter Rundschau,5,Südwest Presse,4,frozen,,0.84,0.1,0.16,1,
2024-02,2024,2,2024-02,50,41,9,0.82,10,25159,613.634,606,5,0,3,0,0,1,0,Rheinische Post,10,Frankfurter Rundschau,9,Der Tagesspiegel,4,frozen,,0.82,0.16,0.18,0,
2024-03,2024,3,2024-03,50,41,9,0.82,10,27243,664.463,634,7,0,1,0,0,1,0,Rheinische Post,19,Berliner Zeitung,4,Frankfurter Rundschau,4,frozen,,0.82,0.16,0.18,0,
2024-04,2024,4,2024-04,50,43,7,0.86,9,33479,778.581,708,2,0,1,0,1,3,0,Rheinische Post,11,Berliner Zeitung,7,Der Tagesspiegel,5,frozen,,0.86,0.06,0.14,0,
2024-05,2024,5,2024-05,82,66,16,0.804878,10,46720,707.879,622.0,9,0,3,0,0,4,0,Rheinische Post,17,Berliner Zeitung,9,"taz, die tageszeitung",8,frozen,,0.804878,0.146341,0.195122,0,
2024-06,2024,6,2024-06,99,81,18,0.818182,10,57798,713.556,690,5,0,4,0,2,7,0,Rheinische Post,25,Der Tagesspiegel,10,Nordwest-Zeitung,10,frozen,,0.818182,0.090909,0.181818,0,
2024-07,2024,7,2024-07,50,45,5,0.9,8,30713,682.511,679,4,0,1,0,0,0,0,Rheinische Post,13,Die Welt,7,"taz, die tageszeitung",7,frozen,,0.9,0.1,0.1,0,
2024-08,2024,8,2024-08,100,75,25,0.75,10,58027,773.693,715,11,0,3,0,1,10,0,Rheinische Post,19,Berliner Zeitung,13,Die Welt,12,frozen,,0.75,0.14,0.25,0,
2024-09,2024,9,2024-09,50,42,8,0.84,10,32754,779.857,763.5,6,0,0,0,2,0,0,Rheinische Post,12,Die Welt,8,Frankfurter Rundschau,5,frozen,,0.84,0.12,0.16,0,
2024-10,2024,10,2024-10,50,48,2,0.96,10,38381,799.604,753.5,2,0,0,0,0,0,0,Rheinische Post,10,Berliner Zeitung,6,Der Tagesspiegel,6,frozen,,0.96,0.04,0.04,0,
2024-11,2024,11,2024-11,50,43,7,0.86,9,24870,578.372,602,6,0,1,0,0,0,0,Rheinische Post,15,Nordwest-Zeitung,6,Die Welt,4,frozen,,0.86,0.14,0.14,0,
2024-12,2024,12,2024-12,50,44,6,0.88,10,26950,612.5,592.5,2,0,2,0,0,2,0,Rheinische Post,10,Die Welt,7,Berliner Zeitung,5,frozen,,0.88,0.08,0.12,0,
2025-01,2025,1,2025-01,98,78,20,0.795918,10,63995,820.449,644.0,11,0,6,0,0,3,0,Rheinische Post,23,Die Welt,11,"taz, die tageszeitung",10,frozen,,0.795918,0.173469,0.204082,0,
2025-02,2025,2,2025-02,97,75,22,0.773196,10,57207,762.76,739,13,0,8,0,0,1,0,Rheinische Post,22,"taz, die tageszeitung",11,Die Welt,9,frozen,,0.773196,0.216495,0.226804,0,
2025-03,2025,3,2025-03,99,81,18,0.818182,10,57067,704.531,621,14,0,1,0,1,2,0,Rheinische Post,26,"taz, die tageszeitung",12,Südwest Presse,9,frozen,,0.818182,0.151515,0.181818,0,
2025-04,2025,4,2025-04,78,66,12,0.846154,10,47272,716.242,666.5,10,0,1,0,0,1,0,Rheinische Post,16,Die Welt,15,Berliner Zeitung,8,frozen,,0.846154,0.141026,0.153846,0,
2025-05,2025,5,2025-05,50,45,5,0.9,9,31186,693.022,616,4,0,0,0,0,1,0,Rheinische Post,11,Berliner Zeitung,7,"taz, die tageszeitung",6,frozen,,0.9,0.08,0.1,0,
2025-06,2025,6,2025-06,50,44,6,0.88,10,37101,843.205,537.0,3,1,1,0,0,1,0,Rheinische Post,10,Frankfurter Rundschau,8,"taz, die tageszeitung",8,frozen,,0.88,0.1,0.12,0,
2025-07,2025,7,2025-07,100,73,27,0.73,9,58271,798.233,650,19,0,4,0,0,4,0,Rheinische Post,18,Frankfurter Rundschau,12,"taz, die tageszeitung",10,frozen,,0.73,0.23,0.27,0,
2025-08,2025,8,2025-08,94,72,22,0.765957,10,57735,801.875,729.0,19,0,0,0,0,3,0,Rheinische Post,21,Frankfurter Rundschau,10,"taz, die tageszeitung",10,frozen,,0.765957,0.202128,0.234043,0,
2025-09,2025,9,2025-09,99,76,23,0.767677,10,52016,684.421,676.0,17,1,3,0,0,2,0,Rheinische Post,18,Die Welt,15,Frankfurter Rundschau,15,frozen,,0.767677,0.212121,0.232323,0,
2025-10,2025,10,2025-10,86,72,14,0.837209,10,52441,728.347,649.5,9,0,1,0,0,4,0,Rheinische Post,15,Frankfurter Rundschau,11,Die Welt,10,frozen,,0.837209,0.116279,0.162791,0,
2025-11,2025,11,2025-11,83,73,10,0.879518,10,55165,755.685,683,4,0,2,0,0,4,0,"taz, die tageszeitung",13,Die Welt,11,Frankfurter Rundschau,11,frozen,,0.879518,0.072289,0.120482,0,
2025-12,2025,12,2025-12,113,88,25,0.778761,10,58263,662.08,603.0,19,0,1,2,0,3,0,Rheinische Post,22,Die Welt,15,Frankfurter Rundschau,13,frozen,,0.778761,0.176991,0.221239,0,
