batch_id,corpus_name,source_archive,file_name,file_path,title_original,title_normalized,publication,publication_normalized,date,byline,section,word_count,body_char_count,body_hash_exact,duplicate_group_id,duplicate_category,keep_drop_review,drop_reason,kept_representative_of_group,representative_selection_reason,malformed_flag,malformed_reason,notes,raw_text_chars,low_value_flag,low_value_reason,exact_duplicate_group,near_duplicate_group,repeated_variant_group,body_text
2013-01,Main Corpus,2013-01(42).ZIP,"1,5 Milliarden für Syriens Flüchtlinge Fast 60 Staaten sammeln in Kuwait Geld.PDF","C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\1,5 Milliarden für Syriens Flüchtlinge Fast 60 Staaten sammeln in Kuwait Geld.PDF","1,5 Milliarden für Syriens Flüchtlinge Fast 60 Staaten sammeln in Kuwait Geld",15 milliarden für syriens flüchtlinge fast 60 staaten sammeln in kuwait geld,Der Tagesspiegel,der tagesspiegel,Donnerstag 31. Januar 2013,,POLITIK; S. 5; Ausg. 21588,167,1223,37aad556cc2dcaa1b066821381b597f45c4f2af3,,unique,keep,,no,,no,,,2541,no,,,,,"Istanbul/Kairo - Mit rund anderthalb Milliarden Euro will die internationale Staatengemeinschaft die verheerende 
Lage der syrischen Flüchtlinge verbessern. ""Wir haben unser Ziel übertrofffen"", sagte UN-Generalsekretär Ban Ki 
Moon zum Abschluss einer Geberkonferenz in Kuwait. Vertreter aus 59 Staaten sagten am Mittwoch zu, Mittel für 
die etwa vier Millionen Opfer des syrischen Bürgerkrieges bereitzustellen. Allein die ölreichen Länder Saudi-
Arabien, Kuwait und die Vereinigten Arabischen Emirate versprachen, jeweils rund 223 Millionen Euro zu geben. 
Deutschland stellt nach Angaben des Außenministeriums weitere zehn Millionen Euro bereit. Geplant ist, dass ein 
Drittel des Geldes den Menschen in Syrien zugutekommen soll, der Rest den inzwischen fast 700 000 Flüchtlingen 
in den Nachbarländern.
Der UN-Koordinator für humanitäre Angelegenheiten, John Ging, wies allerdings in New York darauf hin, dass 
Helfer in dem Bürgerkriegsland oft gar nicht erst zu den Hilfsbedürftigen gelangten. Die Hilfsorganisation Ärzte 
ohne Grenzen kritisierte, dass die von der Regierung kontrollierten Gebiete den Großteil der Hilfeleistungen 
erhielten. Auf die Gebiete der Opposition entfalle nur ein minimaler Anteil. dpa/KNA"
2013-01,Main Corpus,2013-01(42).ZIP,40 Prozent mehr Asylbewerber in Deutschland Die Aufhebung der Visumpflicht für Serbien und Mazedonie.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\40 Prozent mehr Asylbewerber in Deutschland Die Aufhebung der Visumpflicht für Serbien und Mazedonie.PDF,40 Prozent mehr Asylbewerber in Deutschland Die Aufhebung der Visumpflicht für Serbien und Mazedonien,40 prozent mehr asylbewerber in deutschland die aufhebung der visumpflicht für serbien und mazedonien,Die Welt,die welt,Dienstag 15. Januar 2013,Manuel Bewarder,POLITIK; S. 5; Ausg. 12,710,5058,8dafdceb36b87384fec9808055b70357d430877e,,unique,keep,,no,,no,,,6427,no,,,,,"Die Zahl der Asylbewerber in Deutschland ist im vergangenen Jahr stark angestiegen. Das geht aus den Zahlen 
des Bundesinnenministeriums hervor, die der „Welt"" vorliegen. Demnach wurden 2012 beim zuständigen 
Bundesamt für Migration und Flüchtlinge 64.539 Anträge auf Asyl gestellt. Das entspricht einem Plus von rund 41 
Prozent. Insgesamt gab es 2012 fast 19.000 mehr Asylerstanträge als im Vorjahr.
Ein wichtiger Grund für die starke Zunahme im vergangenen Jahr war die Aufhebung der Visumpflicht für Serbien 
und Mazedonien. Beide Länder gehören zusammen mit Bosnien-Herzegowina, Syrien und Russland zu den 
Hauptherkunftsländern. Weiterhin kommen viele Antragsteller aus Afghanistan und dem Irak. Die Zahlen zeigen 
zudem, dass auch aus den anderen Herkunftsländern mehr Menschen Anträge gestellt haben.
Rund ein Drittel der Asylbewerber 2012 kam aus einem der Nachfolgestaaten Ex-Jugoslawiens nach Deutschland. 
Ein Hauptauslöser für den rapiden Anstieg sind laut Experten die höheren Bargeldzahlungen für Asylbewerber, die 
das Bundesverfassungsgericht im vergangenen Juli angeordnet hatte. Die Zahl der Anträge ist inzwischen wieder 
rückgängig. Bundesinnenminister Hans-Peter Friedrich (CSU) hatte im Herbst darauf hingewiesen, dass es sich bei 
den Antragstellern aus Serbien und Mazedonien vor allem um sogenannte Wirtschaftsflüchtlinge handelte. Er 
sprach sich für eine Gesetzesänderung aus, wonach Menschen aus einem sicheren Herkunftsstaat eine 
abgesenkte Barleistung erhalten sollten. CDU-Innenexperte Wolfgang Bosbach gab im Herbst an, dass die Anträge 
von Mazedoniern und Serben „zu 99 Prozent offensichtlich unbegründet sind"".
Deutliche Kritik an der Haltung der Bundesregierung kam damals zum Beispiel von den Kirchen. Die katholische 
Deutsche Bischofskonferenz und die Evangelische Kirche in Deutschland (EKD) erklärten, jeder Asylsuchende 
habe auch angesichts gestiegener Bewerberzahlen das Anrecht auf eine unvoreingenommene und gründliche 
Prüfung seines Asylantrags. Das Anschnellen der Bewerberzahlen sorgt weiterhin in vielen Regionen für einen 
Mangel an Unterkünften.

40 Prozent mehr Asylbewerber in Deutschland Die Aufhebung der Visumpflicht für Serbien und Mazedonien 
ließ die Zahlen hochschnellen. Starker Zuzug auch aus Kris....
Im Rückblick kommt das Innenministerium zu einem eindeutigen Fazit: Offenbar konnte bei keinem der 
Asylbewerber aus Serbien, Mazedonien oder Bosnien-Herzegowina eine sogenannte asylrelevante Verfolgung 
festgestellt werden.
Die Zahl der Erstanträge stieg vor allem in der zweiten Jahreshälfte an. Im Oktober beantragten fast 10.000 
Menschen in Deutschland Asyl. Im Vorjahreszeitraum waren es nur knapp über 4000. Im November 2012 hielt der 
Trend mit fast 9000 Anträgen noch an - 2011 waren es schließlich im gleichen Monat unter 5000 Bewerber. Im 
Dezember des vergangenen Jahres jedoch ging die Zahl der Bewerber deutlich auf 4880 zurück und erreichte fast 
den Wert von 2011. Die Hauptherkunftsländer waren in diesem Monat die Russische Föderation, Syrien sowie 
Afghanistan.
Das Hauptherkunftsland im gesamten vergangenen Jahr war Serbien mit 8477Antragstellern. Dies entspricht einer 
Steigerung von 85 Prozent im Vergleich zum Vorjahr. Den steilsten Anstieg verzeichneten Mazedonien mit über 
300 Prozent und Bosnien-Herzegowina mit einem Plus von rund 560 Prozent. Auch die Zahl von Antragstellern aus 
Syrien nahm stark zu und stieg um etwa 135 Prozent im Vergleich zu 2011.
Zweites Hauptherkunftsland war 2012 Afghanistan. Die Zahl der Erstanträge lag mit 7498 ungefähr so hoch wie im 
Vorjahr. In rund 40 Prozent der Fälle gab es hier eine Flüchtlingsanerkennung oder einen andersartigen Schutz.
Insgesamt 8764 Personen erhielten im vergangenen Jahr die Rechtsstellung eines Flüchtlings nach der Genfer 
Konvention. Das waren 14,2 Prozent aller Asylbewerber. Davon kam niemand aus Serbien, Mazedonien oder 
Bosnien-Herzegowina. Am höchsten war die Erfolgsquote bei Menschen, die aus dem Irak nach Deutschland 
kamen. Zudem erhielten 8376 Personen, also 13,5 Prozent, ein Abschiebeverbot, um sie zu schützen. Dazu 
gehörten 5480 Syrer. Die Anträge von 30.700 Personen wurden abgelehnt. Über 45.462 Erstanträge war Ende 
Dezember noch nicht entschieden.
Baden-Württembergs Integrationsministerin Bilkay Öney (SPD) sagte am Montag angesichts der Zahlen für ihr 
Bundesland, sie wolle im Frühjahr eine Reform des Flüchtlingsaufnahmegesetzes vorlegen. Damit soll 
Asylbewerbern unter anderem mehr Raum zum Wohnen zugesichert werden. Derzeit müssen die Behörden 4,5 
Quadratmeter pro Person bereitstellen. Im Gespräch ist eine Anhebung auf sieben Quadratmeter.
Baden-Württemberg hat im vergangenen Jahr so viele Flüchtlinge aufgenommen wie seit zehn Jahren nicht mehr, 
wie das Integrationsministerium mitteilte. Im Vergleich zu 2011 stieg die Zahl um mehr als die Hälfte (50,4 Prozent) 
auf 7913 Asylbewerber. Zuvor hatten bereits andere Bundesländer einen starken Anstieg im vergangenen Jahr 
gemeldet.
Die Zahl der Antragsteller aus Syrien stieg im Vergleich zu 2011 um 135 Prozent"
2013-01,Main Corpus,2013-01(42).ZIP,_Ich will in meiner Heimat wählen_.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\_Ich will in meiner Heimat wählen_.PDF,"""Ich will in meiner Heimat wählen""",ich will in meiner heimat wählen,Rheinische Post,rheinische post,18. Januar 2013 Freitag,Von Susanne Genath,,600,3907,f6401f504217028080afb5e3724bc926416f624a,,unique,keep,,no,,no,,,4404,no,,,,,"Güler Ayranci hat nur noch den deutschen Pass. Damit gehört die gebürtige Türkin und Vorsitzende des Hildener 
Integrationsrates zu der steigenden Zahl an Zuwanderern, die sich in Deutschland einbürgern lassen. Von 
Susanne Genath Hilden Als Güler Ayranci 1973 nach Deutschland kam, war sie zwölf Jahre alt. ""Meine Mutter hat 
in der Schirmfabrik Bremshey gearbeitet, mein Vater war Türkischlehrer"", erzählt die gebürtige Türkin. 
Eigentlich hätten ihre Eltern nur ein paar Jahre in Hilden bleiben wollen, bis es ihnen finanziell besser ging. Dann 
aber blieben sie ganz. Güler Ayranci lernte ihren Mann Atilla kennen, heiratete ihn mit 19 Jahren und bekam drei 
Söhne. ""Hilden ist jetzt meine Heimat"", sagt die Vorsitzende des Integrationsrates. ""Und weil ich hier endlich auch 
wählen wollte, habe ich mich 2001 zusammen mit meinem Mann einbürgern lassen."" Ein Schritt, den sie anderen 
ebenfalls empfiehlt und den sie längst früher habe machen wollen. ""Ich hatte mir auch schon die Formulare 
besorgt, aber dann war ich so mit meinen kleinen Kindern beschäftigt, dass ich immer gesagt habe: ,Mache ich 
morgen.'"" Nun hätten sie und ihr Mann nur noch den deutschen Pass. Wobei ihr Mann zunächst dagegen gewesen 
sei. ""Seine Eltern lebten in der Türkei, und er wusste, dass es als Deutscher eines Tages schwierig sein würde, die 
Erbschaft anzutreten."" Der bürokratische Hürdenlauf in der Türkei sei dann auch in der Tat kein Zuckerschlecken 
gewesen, habe aber funktioniert. ""Ich fühle mich als Deutsche, vergesse aber meinen türkischen Hintergrund 
nicht"", erklärt die 51-jährige ausgebildete Verkäuferin. ""Ich kann beide Nationalhymnen singen."" In ihrer Wohnung 
in der Hildener Innenstadt, wo sie mit ihrem Mann den Hausmeisterservice macht, fühle sie sich sehr wohl. ""Wir 
haben eine gute Nachbarschaft"", berichtet sie. Sie helfe Senioren beim Einkaufen und gehe bei einigen Älteren, 
von denen sie weiß, dass sie nicht viel Besuch bekämen, auch mal zum Plausch vorbei. Außerdem engagiere sie 
sich im Ditib-Moscheeverein, den ihr Vater unter dem Namen ""Türkischer Arbeitnehmerverein"" mitbegründet habe. 
""Ich habe immer etwas zu tun. Ich bin keine Frau, die gerne den ganzen Tag zu Hause sitzt."" Einmal im Jahr reist 
sie für einige Wochen in die Türkei, in die Stadt Kayseri. ""Man nennt sie das Paris von Mittelanatolien"", berichtet 
Güler Ayranci lächelnd. ""Es ist die einzige Stadt in der Türkei, die keine Schulden hat."" Im Winter könne man auf 
einem mehr als 3000 Jahre alten Vulkan sogar Ski fahren. Und nach wie vor sei dort noch ein 30 Jahre alter 
Krankenwagen im Einsatz, den Hildens frühere Bürgermeisterin Ellen Wiederhold organisiert habe - und den 
Ayrancis Vater zusammen mit einem Bekannten an seinen Bestimmungsort gebracht habe. ""Sie waren mehr als 
eine Woche unterwegs"", erzählt die begeisterte Handarbeiterin. ""Heute transportiert der Wagen Kranke, Tote und 
Tiere."" Die dreifache Mutter sieht die Frau in türkischen Familien in Deutschland heute gleichgestellt mit dem 
Mann. ""80 Prozent der türkischen Mädchen wachsen genau so auf wie deutsche Mädchen"", sagt sie. In ihrer 

""Ich will in meiner Heimat wählen""
Jugend habe sie dagegen noch nicht alleine abends mit Jungen weggehen dürfen. Probleme habe sie allerdings 
kurz nach ihrer Einbürgerung bekommen. ""Ich bin 2001 nach Mekka gepilgert und trage als Hadschi seit 2002 eine 
Kopfbedeckung."" Bis dahin habe sie ihr Haar offen getragen. Das Kopftuch habe dazu geführt, dass sie an 
verschiedenen Stellen nicht mehr ernst genommen worden sei. ""Beim Arzt wurde ich plötzlich gefragt, warum ich 
ohne einen Dolmetscher käme, und bei der Bank, ob ich überhaupt meine Kontonummer wüsste."" Doch auch damit 
hat sie gelernt umzugehen. ""Ich bin eine moderne Pilgerin und fühle mich noch jung."" Als nächstes kommt eine 
weitere Aufgabe auf sie zu: Das erste Enkelkind sei angekündigt. ""Ich habe schon angefangen, dafür zu stricken."""
2013-01,Main Corpus,2013-01(42).ZIP,Amnesty International schirmt künftige Chefin ab MENSCHENRECHTE Selmin Çaliskan soll die deutsche Se.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Amnesty International schirmt künftige Chefin ab MENSCHENRECHTE Selmin Çaliskan soll die deutsche Se.PDF,Amnesty International schirmt künftige Chefin ab; MENSCHENRECHTE Selmin Çaliskan soll die deutsche,amnesty international schirmt künftige chefin ab menschenrechte selmin çaliskan soll die deutsche,"taz, die tageszeitung",taz die tageszeitung,Mittwoch 23. Januar 2013,SIMONE SCHMOLLACK,INLAND; S. 06,330,2449,52469de1c5c155c494e0c3b5123625fa9b8a746d,,unique,keep,,no,,no,,,3766,no,,,,,"BERLIN taz | Selmin Çaliskan ist abgetaucht. Am 1. März soll die Übersetzerin für Englisch, Spanisch und Türkisch 
neue Generalsekretärin von Amnesty International Deutschland (AI) werden. Aber seitdem diese Nachricht in der 
Welt ist, schottet die Menschenrechtsorganisation die 46-Jährige ab. Es gibt keine Interviews und bis auf ein paar 
biografische Daten kaum Informationen über die Tochter türkischer Einwanderer aus Düren.
Warum diese vorsichtige Informationspolitik? Wer ist die Frau, die aus dem Nichts auftauchte und die bis auf ein 
paar Eingeweihte niemand kennt?
Sie sei engagiert und eine ernste Kämpferin für Frauenrechte und gegen Diskriminierung, sagt eine, die mit ihr 
zusammengearbeitet hat. Eine andere nennt sie ehrgeizig und karrierebewusst . Von anderen hört man, Çaliskan 
sei eine wehrhafte Frau. Niemand, der jetzt über sie spricht, will namentlich genannt werden.
Diese Angaben passen zu der offiziellen Biografie, die die Menschenrechtsorganisation jetzt verschickt: In den 
vergangenen Jahren war Çaliskan demnach mehrfach in Afghanistan, Liberia und Kongo, unter anderem für die 
Frauenrechtsorganisation Medica Mondiale und für die Gesellschaft Internationale Zusammenarbeit. Sie hat in 
Brüssel für die Nichtregierungsorganisation European Women's Lobby gearbeitet und saß im deutschen 
Frauensicherheitsrat das ist jene Lobbygruppe, die sich für die Umsetzung der UN-Resolution 1325 einsetzt. 
Diese soll dafür sorgen, dass Frauen weltweit bei Friedensprozessen angemessen beteiligt sind.
Aber man hört auch anderes über die Frau mit den langen schwarzen Haaren. Es wird kolportiert, dass sich 
Çaliskan und Monika Hauser, Chefin von Medica Mondiale, nicht freundlich getrennt haben sollen. In ihrem 
Engagement soll sie mitunter zu weit gehen und nicht in jedem Fall kooperativ sein.
Die aktuelle Personalie ruft Erinnerungen an einen früheren Führungswechsel hervor, den Amnesty sicher nicht so 
leicht vergessen wird. 2011 trennte sich die Organisation nach nur zwei Jahren von der damaligen 

Amnesty International schirmt künftige Chefin ab; MENSCHENRECHTE Selmin Çaliskan soll die deutsche 
Sektion leiten. Interviews gibt sie jetzt noch nicht
Generalsekretärin Monika Lüke. Das Vertrauensverhältnis zur heutigen Berliner Integrationsbeauftragten 
bezeichnete Amnesty Deutschland als gestört . Lüke wurde kein strafrechtliches Vergehen vorgeworfen, sondern 
organisatorisches Fehlverhalten.
SIMONE SCHMOLLACK"
2013-01,Main Corpus,2013-01(42).ZIP,Arbeitskreis Asyl sucht Helfer.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Arbeitskreis Asyl sucht Helfer.PDF,Arbeitskreis Asyl sucht Helfer,arbeitskreis asyl sucht helfer,Rheinische Post,rheinische post,3. Januar 2013 Donnerstag,,,181,1314,fd87cbb00943f6c1474724e556d84d8282521ab3,,unique,keep,,no,,no,,,1791,no,,,,,"Xanten (RP) Vor einem Jahr bat der Arbeitskreis Asyl in der Rheinischen Post um Unterstützung bei der 
Integration zahlreicher Migranten, die der Stadt Xanten zugewiesen wurden. Das Echo war enorm. Es hatten sich 
elf Männer und Frauen bereiterklärt zu helfen. Im Dezember wurden der Stadt Xanten weitere vier Asylbewerber - 
aus Serbien, Bangladesch und Ghana - zugewiesen, die die deutsche Sprache nicht beherrschen. Sie warten nach 
ihrer Anhörung beim Bundesamt für Migration und Flüchtlinge, bei dem sie ihre Fluchtgründe schildern mussten, 
auf einen Bescheid, ob sie als Flüchtlinge anerkannt werden. Bis dahin leben sie in Xanten, arbeiten beim DBX, 
suchen Kontakte, wollen sich unterhalten, einkaufen, müssen Formulare ausfüllen, bei der Stadtverwaltung oder 
dem Ausländeramt in Wesel vorsprechen, müssen einen Arzt aufsuchen und vieles mehr. Dazu sind 
Grundkenntnisse der deutschen Sprache notwendig. Zum Teil haben sie englische Sprachkenntnisse. Deshalb 
sucht der Arbeitskreis Asyl drei Mitbürger aus Xanten und Umgebung, die diesen Menschen mit Hilfe geeigneter 
Deutschbücher beim Erlernen der Sprache behilflich sind. Gedacht ist an eine Doppelstunde pro Woche in der 
Asylbewerberunterkunft im Küvenkamp (Gewerbegebiet). Infos bei Flüchtlingsberaterin Heike Pullich-Stöffken unter 
02838 96186."
2013-01,Main Corpus,2013-01(42).ZIP,Asylbewerber dürfen bleiben - Stadt gewinnt Platz.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Asylbewerber dürfen bleiben - Stadt gewinnt Platz.PDF,Asylbewerber dürfen bleiben - Stadt gewinnt Platz,asylbewerber dürfen bleiben  stadt gewinnt platz,Rheinische Post,rheinische post,22. Januar 2013 Dienstag,,,166,1223,c492cf53e7f11a97bfea9e63a6ad76904d3799a1,,unique,keep,,no,,no,,,1590,no,,,,,"Aufenthaltserlaubnisse für Asylsuchende sorgen dafür, dass keine Überbelegung mehr droht. Emmerich (szf) 
Dank ungewöhnlich gehäuft erteilter Aufenthaltsgenehmigungen kommt es in Emmerich gegenwärtig nicht zu einer 
Überbelegung mit Asylbewerbern. In der nahen Zukunft werden sechs Männer, zwei Frauen und ein Kind 
Aufenthaltserlaubnisse bekommen. Danach werden sie aus den städtischen Unterkünften an der Tackenweide und 
an der Reeser Straße ausziehen. Das erklärte Sozialamtsleiter Hans Sterbenk bei der jüngsten Sitzung des 
Sozialausschusses. Er zeigte sich überrascht darüber, dass so viele Genehmigungen auf einmal anfallen: ""Keine 
Ahnung, warum das jetzt so schnell geht."" Das sei jedenfalls ""nicht üblich"". Die Genehmigungen werden vom 
Ausländeramt des Kreises Kleve erteilt. Der positive Effekt ist, dass die Stadt nun bei der Unterbringung weiterer 
Asylsuchender deutlich mehr Spielraum hat als früher. ""Ich glaube, dass wir uns zumindest im nächsten halben 
Jahr noch keine Gedanken darüber machen müssen, ob wir weiteren Wohnraum anmieten müssen"", meinte 
Sterbenk. Derzeit leben in Emmerich 47 Asylbewerber. ""Keine Ahnung, warum das so schnell geht. Das ist nicht 
üblich."" Hans Sterbenk, Sozialamtsleiter"
2013-01,Main Corpus,2013-01(42).ZIP,Ausländer verdienen weniger Zuwanderer erhalten nur etwa zwei Drittel des deutschen Lohns.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Ausländer verdienen weniger Zuwanderer erhalten nur etwa zwei Drittel des deutschen Lohns.PDF,Ausländer verdienen weniger Zuwanderer erhalten nur etwa zwei Drittel des deutschen Lohns,ausländer verdienen weniger zuwanderer erhalten nur etwa zwei drittel des deutschen lohns,Die Welt,die welt,Donnerstag 10. Januar 2013,,WIRTSCHAFT; S. 9; Ausg. 8,315,2333,f16cdfb5e6178c10a0934ec2dd4a872f4e7785bc,,unique,keep,,no,,no,,,3237,no,,,,,"Ausländer, die in der Bundesrepublik arbeiten, verdienen einer Studie zufolge deutlich schlechter als Deutsche. 
Anfangs bekommen sie im Mittel 64 Prozent des deutschen Durchschnittslohns, nach acht Jahren sind es dann 72 
Prozent, wie das Institut für Berufs- und Arbeitsmarktforschung (IAB) am Mittwoch in Nürnberg mitteilte. Neben 
mangelnden Sprachkenntnissen nennen die Forscher mehrere Gründe: Die Qualifikation aus dem Heimatland 
passe häufig nicht genau, etwa wenn dort andere Maschinen benutzt werden. Aus Unkenntnis bewürben sich 
Zugezogene öfter auch auf nicht optimal passende Stellen. Den Arbeitgebern wiederum falle es schwer, ihre 
Qualifikationen richtig einzuschätzen.
Mit zunehmender Berufserfahrung stünden den Betroffenen besser bezahlte Positionen offen, schreibt das IAB. 
Dennoch bleiben sie deutlich unter dem Durchschnittslohn von Deutschen. Mit einer Ausnahme: Gefragte 
Spezialisten aus Österreich, den Niederlanden, Großbritannien oder den USA verdienen oft von Anfang an 
überdurchschnittlich. Die Gehaltsdifferenz zwischen allen Ausländern und den Deutschen geht allerdings zum Teil 
auch darauf zurück, dass die deutsche Vergleichsgruppe in der Studie im Schnitt besser qualifiziert und sechs 
Jahre älter ist. Insgesamt stellten die BA-Forscher fest, dass die Lohnangleichung je nach Herkunftsland 
unterschiedlich ausfällt. Beschäftige aus EU-Mitgliedsstaaten wie Ungarn oder Tschechien, die zum Zeitpunkt ihres 
Eintritts in den Arbeitsmarkt schon relativ gut verdienten, gewinnen demnach in den folgenden Jahren mehr dazu 
als solche aus Ländern wie der Türkei, die niedriger bezahlt würden. Das habe aber auch statistische Gründe: 
Menschen, die anfangs bereits relativ gut verdienten, blieben eher berufstätig als andere. Diese schieden wieder 
aus oder verließen das Land.
Unterdessen wurde bekannt, dass Azubis in Deutschland 2012 besser verdient haben als im Jahr zuvor - die 
Unterschiede zwischen den Berufsgruppen sind aber nach wie vor hoch. Wie das Bonner Bundesinstitut für 
Berufsbildung (BIBB) am Mittwoch mitteilte, bekam ein Azubi 2012 vier Prozent mehr als 2011, nämlich 730 Euro 
pro Monat. Am schlechtesten verdienten Friseur-Azubis in Ostdeutschland. Sie kamen auf nur 270 Euro. Mehr als 
dreimal so viel verdienten Mechatroniker, Medientechnologen und Versicherungskaufmänner."
2013-01,Main Corpus,2013-01(42).ZIP,Charlie Chaplins große Werke.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Charlie Chaplins große Werke.PDF,Charlie Chaplins große Werke,charlie chaplins grosse werke,Rheinische Post,rheinische post,24. Januar 2013 Donnerstag,,,225,1475,36750da97e3861fee6111060bd9768985cb1945e,variant_001,regional_variant,review,,no,,no,,,1902,no,,,near_001,variant_001,"Filmabend Charlie Chaplins große Werke Im digitalen Zeitalter ist ein Stummfilmabend Anachronismus pur. Der 
Kulturring Straelen hat es im vergangenen Jahr trotzdem probiert und zeigte drei Filme von und mit Charlie Chaplin. 
Die Begeisterung des Publikums hat den Kulturring veranlasst, nun wieder einen solchen Abend zur Frühzeit der 
Kinokunst zu organisieren. Am Samstagabend werden in der Sparkasse Straelen, Am Markt 15, die Filme ""The 
Vagabond"" von 1915, ""The Immigrant"" von 1917 und ""Easy Street"", ebenfalls von 1917, gezeigt. Die Filme werden 
live von Wolfgang Zettl am Klavier begleitet. In ""The Vagabond"" spielt Chaplin einen Straßenmusikanten, der von 
einem konkurrierenden Blasorchester aus der Stadt gejagt wird. Später trifft er auf ein Mädchen, das von Zigeunern 
entführt wurde und rettet sie. ""The Immigrant"" zeigt die Geschichte eines Einwanderers in die USA, der einige 
Hürden in seiner neuen Heimat zu überwinden hat, bevor er endlich glücklich wird. In ""Easy Street"" hat die Polizei 
die Kontrolle über die Verhältnisse in der gleichnamigen Straße verloren. Chaplin in seiner Rolle als Tagelöhner 
wird schließlich als Polizist angestellt und schafft es, die Situation zu entschärfen. Alle drei Filme sind je zwischen 
19 und 24 Minuten lang. Vor und während des Films gibt es einen Getränke-Service für das Publikum. Dessen 
Erlös wird der Straelener Tafel zur Verfügung gestellt. Der Eintritt ist frei. Einlass ist ab 19.30 Uhr, Beginn um 20 
Uhr."
2013-01,Main Corpus,2013-01(42).ZIP,Charlie Chaplins Werke in Straelen.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Charlie Chaplins Werke in Straelen.PDF,Charlie Chaplins Werke in Straelen,charlie chaplins werke in straelen,Rheinische Post,rheinische post,24. Januar 2013 Donnerstag,,,226,1481,2ca0e2000d37857f47ec43308a99613f19c8ef17,variant_001,regional_variant,review,,no,,no,,,1925,no,,,near_001,variant_001,"Filmabend Charlie Chaplins Werke in Straelen Im digitalen Zeitalter ist ein Stummfilmabend Anachronismus pur. 
Der Kulturring Straelen hat es im vergangenen Jahr trotzdem probiert und zeigte drei Filme von und mit Charlie 
Chaplin. Die Begeisterung des Publikums hat den Kulturring veranlasst, nun wieder einen solchen Abend zur 
Frühzeit der Kinokunst zu organisieren. Am Samstagabend werden in der Sparkasse Straelen, Am Markt 15, die 
Filme ""The Vagabond"" von 1915, ""The Immigrant"" von 1917 und ""Easy Street"", ebenfalls von 1917, gezeigt. Die 
Filme werden live von Wolfgang Zettl am Klavier begleitet. In ""The Vagabond"" spielt Chaplin einen 
Straßenmusikanten, der von einem konkurrierenden Blasorchester aus der Stadt gejagt wird. Später trifft er auf ein 
Mädchen, das von Zigeunern entführt wurde und rettet sie. ""The Immigrant"" zeigt die Geschichte eines 
Einwanderers in die USA, der einige Hürden in seiner neuen Heimat zu überwinden hat, bevor er endlich glücklich 
wird. In ""Easy Street"" hat die Polizei die Kontrolle über die Verhältnisse in der gleichnamigen Straße verloren. 
Chaplin in seiner Rolle als Tagelöhner wird schließlich als Polizist angestellt und schafft es, die Situation zu 
entschärfen. Alle drei Filme sind je zwischen 19 und 24 Minuten lang. Vor und während des Films gibt es einen 
Getränke-Service für das Publikum. Dessen Erlös wird der Straelener Tafel zur Verfügung gestellt. Der Eintritt ist 
frei. Einlass ist ab 19.30 Uhr, Beginn um 20 Uhr."
2013-01,Main Corpus,2013-01(42).ZIP,Das Baurecht entschlacken.PDF,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Das Baurecht entschlacken.PDF,Das Baurecht entschlacken,das baurecht entschlacken,Welt am Sonntag,welt am sonntag,13. Januar 2013,Norbert Schwaldt,IMMOBILIEN; Hausrat; Ausg. 2,133,945,c4bbb3cda7a843f5954f07a8b020641d285bd2b5,,unique,keep,,no,,no,,,1462,no,,,,,"In Deutschland werden wieder mehr Wohnungen gebaut. Das Baugewerbe berichtet über einen Anstieg von 3,5 
Prozent auf 230.000 Einheiten in diesem Jahr. Das ist aber aber nicht mal der Stand von vor zehn Jahren mit 
268.000 Wohnungen. Um den Mangel durch Zuwanderung in Ballungszentren und steigende Haushaltszahlen zu 
mildern, müsste weit mehr gebaut werden. Da ist es wohlfeil, nach mehr Staat zu rufen. Mit hohen Mieten und 
fehlenden Wohnungen ist es leicht, im aufziehenden Wahlkampf mit der Schützenhilfe der Immobilienverbände zu 
punkten. Die Förderung des sozialen Wohnungsbaus ist ein ernstes Thema, das die Politik sträflich vernachlässigt 
hat. Fördermillionen sind in der Branche allerdings schnell bei den falschen Adressen verpulvert. Bund, Länder und 
Kommunen könnten aber Baurecht und Bauordnungen entschlacken, Genehmigungszeiten verkürzen, Gebühren 
senken, energetische Auflagen mildern oder Grundstücke preiswert überlassen."
