group_id,group_type,item_count,files,titles,publications,dates
exact_001,duplicate_exact,2,Abschiebungspaket mit Hindernissen Der Kanzler will mehr abgelehnte Asylbewerber ausweisen. In NRW w(2).PDF | Abschiebungspaket mit Hindernissen Der Kanzler will mehr abgelehnte Asylbewerber ausweisen. In NRW w.PDF,Abschiebungspaket mit Hindernissen Der Kanzler will mehr abgelehnte Asylbewerber ausweisen. In NRW | Abschiebungspaket mit Hindernissen Der Kanzler will mehr abgelehnte Asylbewerber ausweisen. In NRW,Rheinische Post | Rheinische Post,Montag 23. Oktober 2023 | Montag 23. Oktober 2023
exact_002,duplicate_exact,2,Bund und Länder streiten vor Gipfel über Flüchtlingskosten(2).PDF | Bund und Länder streiten vor Gipfel über Flüchtlingskosten.PDF,Bund und Länder streiten vor Gipfel über Flüchtlingskosten | Bund und Länder streiten vor Gipfel über Flüchtlingskosten,Rheinische Post | Rheinische Post,Freitag 13. Oktober 2023 | Freitag 13. Oktober 2023
exact_003,duplicate_exact,2,Deutlich mehr Zuwanderer als gestellte Asylanträge Behörden gehen für September und Oktober von je 4(2).PDF | Deutlich mehr Zuwanderer als gestellte Asylanträge Behörden gehen für September und Oktober von je 4.PDF,Deutlich mehr Zuwanderer als gestellte Asylanträge Behörden gehen für September und Oktober von je 40.000 | Deutlich mehr Zuwanderer als gestellte Asylanträge Behörden gehen für September und Oktober von je 40.000,Welt am Sonntag | Welt am Sonntag,29. Oktober 2023 | 28. Oktober 2023
exact_004,duplicate_exact,2,"Ehrenamtliche wollen Geflüchteten helfen dürfen Politik Auricher Kreisverwaltung soll mehr leisten,(2).PDF | Ehrenamtliche wollen Geflüchteten helfen dürfen Politik Auricher Kreisverwaltung soll mehr leisten,.PDF","Ehrenamtliche wollen Geflüchteten helfen dürfen Politik Auricher Kreisverwaltung soll mehr leisten, als nur | Ehrenamtliche wollen Geflüchteten helfen dürfen Politik Auricher Kreisverwaltung soll mehr leisten, als nur",Nordwest-Zeitung | Nordwest-Zeitung,11. Oktober 2023 | 10. Oktober 2023
exact_005,duplicate_exact,2,Kommt die Bezahlkarte_ Bund und Kommunen wollen zukünftig kaum noch Geld an Flüchtlinge auszahlen. V(2).PDF | Kommt die Bezahlkarte_ Bund und Kommunen wollen zukünftig kaum noch Geld an Flüchtlinge auszahlen. V.PDF,Kommt die Bezahlkarte? Bund und Kommunen wollen zukünftig kaum noch Geld an Flüchtlinge auszahlen. | Kommt die Bezahlkarte? Bund und Kommunen wollen zukünftig kaum noch Geld an Flüchtlinge auszahlen.,Welt am Sonntag | Welt am Sonntag,28. Oktober 2023 | 29. Oktober 2023
exact_006,duplicate_exact,2,Krankenkassen fürchten enorme Mehrkosten Noch nie gab es so viel gesetzlich Versicherte. Ein Grund d(2).PDF | Krankenkassen fürchten enorme Mehrkosten Noch nie gab es so viel gesetzlich Versicherte. Ein Grund d.PDF,Krankenkassen fürchten enorme Mehrkosten Noch nie gab es so viel gesetzlich Versicherte. Ein Grund dafür | Krankenkassen fürchten enorme Mehrkosten Noch nie gab es so viel gesetzlich Versicherte. Ein Grund dafür,Rheinische Post | Rheinische Post,Donnerstag 5. Oktober 2023 | Donnerstag 5. Oktober 2023
exact_007,duplicate_exact,2,"Migrationpaket Nummer 2 ist da Hohe Flüchtlingszahlen, überlastete Kommunen_ Der Druck auf die Bunde(2).PDF | Migrationpaket Nummer 2 ist da Hohe Flüchtlingszahlen, überlastete Kommunen_ Der Druck auf die Bunde.PDF","Migrationpaket Nummer 2 ist da Hohe Flüchtlingszahlen, überlastete Kommunen: Der Druck auf die | Migrationpaket Nummer 2 ist da Hohe Flüchtlingszahlen, überlastete Kommunen: Der Druck auf die",Rheinische Post | Rheinische Post,Donnerstag 12. Oktober 2023 | Donnerstag 12. Oktober 2023
exact_008,duplicate_exact,2,Türken zieht es stärker in die EU Im Oktober stellen türkische Staatsbürger erstmals die größte Grup(2).PDF | Türken zieht es stärker in die EU Im Oktober stellen türkische Staatsbürger erstmals die größte Grup.PDF,Türken zieht es stärker in die EU Im Oktober stellen türkische Staatsbürger erstmals die größte Gruppe unter | Türken zieht es stärker in die EU Im Oktober stellen türkische Staatsbürger erstmals die größte Gruppe unter,Welt am Sonntag | Welt am Sonntag,28. Oktober 2023 | 29. Oktober 2023
exact_009,duplicate_exact,2,Viel Gegenwind für AfD-Kundgebung Die Gegendemonstranten waren am Frankenplatz deutlich in der Überz(2).PDF | Viel Gegenwind für AfD-Kundgebung Die Gegendemonstranten waren am Frankenplatz deutlich in der Überz.PDF,Viel Gegenwind für AfD-Kundgebung Die Gegendemonstranten waren am Frankenplatz deutlich in der | Viel Gegenwind für AfD-Kundgebung Die Gegendemonstranten waren am Frankenplatz deutlich in der,Rheinische Post | Rheinische Post,Montag 23. Oktober 2023 | Montag 23. Oktober 2023
exact_010,duplicate_exact,2,„Fortschritte sehe ich nirgends“ Was der Migrationsexperte von den EU-Reformplänen hält und wo in Eu(2).PDF | „Fortschritte sehe ich nirgends“ Was der Migrationsexperte von den EU-Reformplänen hält und wo in Eu.PDF,„Fortschritte sehe ich nirgends“ Was der Migrationsexperte von den EU-Reformplänen hält und wo in Europa er | „Fortschritte sehe ich nirgends“ Was der Migrationsexperte von den EU-Reformplänen hält und wo in Europa er,Rheinische Post | Rheinische Post,Freitag 6. Oktober 2023 | Freitag 6. Oktober 2023
exact_011,duplicate_exact,2,„Wir müssen Migration besser steuern“ Die NRW-Integrationsministerin über die Chancen von Zuwanderun(2).PDF | „Wir müssen Migration besser steuern“ Die NRW-Integrationsministerin über die Chancen von Zuwanderun.PDF,„Wir müssen Migration besser steuern“ Die NRW-Integrationsministerin über die Chancen von Zuwanderung | „Wir müssen Migration besser steuern“ Die NRW-Integrationsministerin über die Chancen von Zuwanderung,Rheinische Post | Rheinische Post,Mittwoch 11. Oktober 2023 | Mittwoch 11. Oktober 2023
near_001,duplicate_near,2,Die aufgeheizte Migrationsdebatte Analyse In der aktuellen politischen Diskussion kursieren viele un(2).PDF | Die aufgeheizte Migrationsdebatte Analyse In der aktuellen politischen Diskussion kursieren viele un.PDF,Die aufgeheizte Migrationsdebatte; Analyse In der aktuellen politischen Diskussion kursieren viele | Die aufgeheizte Migrationsdebatte Analyse In der aktuellen politischen Diskussion kursieren viele,Rheinische Post | Rheinische Post,Montag 30. Oktober 2023 | Montag 30. Oktober 2023
near_002,duplicate_near,2,Flucht mit Hund im Arm Farideh Ashrafi kam 2016 als Flüchtling aus dem Iran nach Straelen. Vor einei(2).PDF | Flucht mit Hund im Arm Farideh Ashrafi kam 2016 als Flüchtling aus dem Iran nach Straelen. Vor einei.PDF,Flucht mit Hund im Arm Farideh Ashrafi kam 2016 als Flüchtling aus dem Iran nach Straelen. Vor eineinhalb | Flucht mit Hund im Arm Farideh Ashrafi kam 2016 als Flüchtling aus dem Iran nach Straelen. Vor eineinhalb,Rheinische Post | Rheinische Post,Samstag 14. Oktober 2023 | Samstag 14. Oktober 2023
