shock_label,shock_month,pre_months,post_months,afd_pre_mean,afd_post_mean,afd_change_post_minus_pre,salience_pre_mean,salience_post_mean,salience_change_post_minus_pre,afd_shock_month,salience_shock_month,n_months_pre,n_months_post
Cologne,2016-01,3,3,8.155555555555557,12.133333333333333,3.977777777777776,3.427984130410714,2.1286487713306,-1.2993353590801142,10.0,3.777221180180161,3,3
Cologne,2016-01,6,6,6.027777777777778,12.522222222222224,6.494444444444446,3.4225611948552888,1.3965524713480653,-2.0260087235072235,10.0,3.777221180180161,6,6
Chemnitz,2018-08,3,3,15.070079365079366,15.515631578947369,0.4455522138680035,0.380294348261198,0.1612077518219801,-0.2190865964392179,15.463157894736844,0.1525310549332982,3,3
Chemnitz,2018-08,6,6,14.462366522366523,14.529740923163523,0.06737440079700008,0.07227160871299061,0.09830169937903632,0.02603009066604571,15.463157894736844,0.1525310549332982,6,6
Correctiv,2024-01,3,3,21.508152173913043,18.228030303030305,-3.2801218708827378,0.2826815082635266,-0.5177437797173784,-0.8004252879809051,21.34,-0.46568359838528706,3,3
Correctiv,2024-01,6,6,21.172471148684917,17.519438431938433,-3.653032716746484,0.002858033603535433,-0.5134054312730375,-0.5162634648765729,21.34,-0.46568359838528706,6,6
