shock_label,shock_month,window_months,variable,pre_mean,post_mean,change_post_minus_pre,shock_month_value,n_months_pre,n_months_post
Correctiv,2024-01,3,security_terms_per_1000_mean,2.3082594971864094,5.470566664665147,3.1623071674787373,4.1080731501302825,3,3
Correctiv,2024-01,3,afd_far_right_terms_per_1000_mean,0.7410738930293986,4.84427594850531,4.103202055475911,18.249245580800878,3,3
Correctiv,2024-01,3,remigration_democracy_terms_per_1000_mean,0.5383370757397697,4.016913442401138,3.478576366661368,15.842675140454071,3,3
Correctiv,2024-01,3,tone_negative_terms_per_1000_mean,4.020842240989284,4.353608748269589,0.3327665072803052,3.801459468410705,3,3
Correctiv,2024-01,3,tone_net_score_per_1000_mean,0.2147258989383752,-1.5257384167068218,-1.7404643156451969,-1.896658950534408,3,3
Correctiv,2024-01,3,tone_negative_share_mean,0.47262133126566436,0.5776403846019882,0.10501905333632383,0.6242781524916582,3,3
Correctiv,2024-01,3,share_articles_negative_tone,0.3508598571527633,0.482504407632031,0.1316445504792677,0.5472636815920398,3,3
Correctiv,2024-01,6,afd_poll_support_mean,21.172471148684917,17.519438431938433,-3.653032716746484,21.34,6,6
Correctiv,2024-01,6,nexis_total_results,186.0,106.66666666666667,-79.33333333333333,114.0,6,6
Correctiv,2024-01,6,migration_terms_per_1000_mean,27.812164782841226,20.335169838758784,-7.476994944082442,9.742081881209826,6,6
Correctiv,2024-01,6,security_terms_per_1000_mean,2.2449163044416145,4.740383214524308,2.4954669100826936,4.1080731501302825,6,6
Correctiv,2024-01,6,afd_far_right_terms_per_1000_mean,1.160822912251693,2.884524388658612,1.7237014764069187,18.249245580800878,6,6
Correctiv,2024-01,6,remigration_democracy_terms_per_1000_mean,0.48052945391802987,2.3181939000403413,1.8376644461223115,15.842675140454071,6,6
Correctiv,2024-01,6,tone_negative_terms_per_1000_mean,4.424356030651775,4.196874121920373,-0.22748190873140217,3.801459468410705,6,6
Correctiv,2024-01,6,tone_net_score_per_1000_mean,-0.6633362910348214,-1.0999989574255828,-0.43666266639076146,-1.896658950534408,6,6
Correctiv,2024-01,6,tone_negative_share_mean,0.5217059627373097,0.5519980414032011,0.030292078665891342,0.6242781524916582,6,6
Correctiv,2024-01,6,share_articles_negative_tone,0.4443642259831157,0.47856982446696944,0.03420559848385374,0.5472636815920398,6,6
