shock_label,shock_month,expected_direction_mechanism,afd_poll_support_mean_change_pm3m,afd_poll_support_mean_change_pm6m,migration_terms_per_1000_mean_change_pm3m,migration_terms_per_1000_mean_change_pm6m,security_terms_per_1000_mean_change_pm3m,security_terms_per_1000_mean_change_pm6m,afd_far_right_terms_per_1000_mean_change_pm3m,afd_far_right_terms_per_1000_mean_change_pm6m,remigration_democracy_terms_per_1000_mean_change_pm3m,remigration_democracy_terms_per_1000_mean_change_pm6m,negative_threat_terms_per_1000_mean_change_pm3m,negative_threat_terms_per_1000_mean_change_pm6m,interpretation_label
Cologne,2016-01,Expected: AfD support up; security/public-order framing up around Cologne context.,3.977777777777776,6.494444444444446,1.5608903178104043,-1.6983098126312155,0.3415087396445346,0.5618491059779998,0.0339907163243192,0.1380742430311707,0.304124535620407,0.150857843612319,-0.6142701996982449,-0.3916542916299641,Pattern-consistent: polling increase with stronger security framing.
Chemnitz,2018-08,Expected: strong security and far-right framing surge; limited net polling movement.,0.4455522138680035,0.067374400797,-6.89092002461917,-1.8486070125784977,2.2173211135878024,0.4560098338604135,2.336187108150499,0.8671414584583057,1.049243797172665,0.460230742614592,-0.2015159513672131,-0.6343185194411878,Pattern-consistent: strong framing movement with limited net polling shift.
Correctiv,2024-01,Expected: AfD support down; remigration/democracy-threat and far-right framing spike.,-3.2801218708827378,-3.653032716746484,-10.669343816529036,-7.476994944082442,3.1623071674787373,2.4954669100826936,4.103202055475911,1.7237014764069187,3.478576366661368,1.8376644461223115,0.1878127202924839,-0.2043419397777479,Pattern-consistent: polling decline with remigration/far-right content surge.
