master_articles_total_rows,master_articles_kept_rows,master_articles_dropped_rows,article_text_indicator_rows,article_tone_indicator_rows,monthly_text_indicator_rows,monthly_tone_indicator_rows,final_panel_rows,final_panel_start,final_panel_end,number_of_shocks,polling_source_block_count_dawum,polling_source_block_count_historical_manual_wahlrecht
11124,9367,1740,9367,9367,156,156,148,2013-09,2025-12,3,108,40
