group_id,group_type,item_count,files,titles,publications,dates
exact_001,duplicate_exact,2,2753 mussten gehen(2).PDF | 2753 mussten gehen.PDF,2753 mussten gehen | 2753 mussten gehen,Frankfurter Rundschau | Frankfurter Rundschau,Mittwoch 20. November 2013 | Donnerstag 14. November 2013
exact_002,duplicate_exact,2,_Chance für Neuanfang vergeben_(2).PDF | _Chance für Neuanfang vergeben_.PDF,"""Chance für Neuanfang vergeben"" | ""Chance für Neuanfang vergeben""",Berliner Zeitung | Berliner Zeitung,29. November 2013 | 29. November 2013
exact_003,duplicate_exact,2,Flüchtlingsdebatte_ Caritas fordert Runden Tisch Innensenator zu Gesprächen bereit - aber erst nach(2).PDF | Flüchtlingsdebatte_ Caritas fordert Runden Tisch Innensenator zu Gesprächen bereit - aber erst nach.PDF,Flüchtlingsdebatte: Caritas fordert Runden Tisch Innensenator zu Gesprächen bereit - aber erst nach der | Flüchtlingsdebatte: Caritas fordert Runden Tisch; Innensenator zu Gesprächen bereit - aber erst nach der,Berliner Zeitung | Berliner Zeitung,29. November 2013 | 29. November 2013
exact_004,duplicate_exact,2,Kreative Methoden Das Einwandererland Großbritannien will den Zuzug drosseln. Die Bürger fürchten vo(2).PDF | Kreative Methoden Das Einwandererland Großbritannien will den Zuzug drosseln. Die Bürger fürchten vo.PDF,Kreative Methoden Das Einwandererland Großbritannien will den Zuzug drosseln. Die Bürger fürchten vor | Kreative Methoden Das Einwandererland Großbritannien will den Zuzug drosseln. Die Bürger fürchten vor,Berliner Zeitung | Berliner Zeitung,30. November 2013 | 30. November 2013
exact_005,duplicate_exact,2,Kürzere Verfahren für Flüchtlinge In der Asylpolitik kündigen sich Veränderungen an(2).PDF | Kürzere Verfahren für Flüchtlinge In der Asylpolitik kündigen sich Veränderungen an.PDF,Kürzere Verfahren für Flüchtlinge In der Asylpolitik kündigen sich Veränderungen an | Kürzere Verfahren für Flüchtlinge In der Asylpolitik kündigen sich Veränderungen an,Berliner Zeitung | Berliner Zeitung,14. November 2013 | 14. November 2013
exact_006,duplicate_exact,2,Landtag gibt mehr Geld für Schulen Nachtragshaushalt trotz Protesten beschlossen(2).PDF | Landtag gibt mehr Geld für Schulen Nachtragshaushalt trotz Protesten beschlossen.PDF,Landtag gibt mehr Geld für Schulen Nachtragshaushalt trotz Protesten beschlossen | Landtag gibt mehr Geld für Schulen Nachtragshaushalt trotz Protesten beschlossen,Berliner Zeitung | Berliner Zeitung,22. November 2013 | 22. November 2013
exact_007,duplicate_exact,2,Ministerium prüft Vorwürfe Behörde soll Alter von Flüchtlingen geändert haben(2).PDF | Ministerium prüft Vorwürfe Behörde soll Alter von Flüchtlingen geändert haben.PDF,Ministerium prüft Vorwürfe Behörde soll Alter von Flüchtlingen geändert haben | Ministerium prüft Vorwürfe; Behörde soll Alter von Flüchtlingen geändert haben,Berliner Zeitung | Berliner Zeitung,21. November 2013 | 21. November 2013
exact_008,duplicate_exact,2,Ratlos in Kreuzberg(2).PDF | Ratlos in Kreuzberg(3).PDF,Ratlos in Kreuzberg | Ratlos in Kreuzberg,Berliner Zeitung | Berliner Zeitung,26. November 2013 | 26. November 2013
exact_009,duplicate_exact,2,Ratlos in Kreuzberg(4).PDF | Ratlos in Kreuzberg.PDF,Ratlos in Kreuzberg | Ratlos in Kreuzberg,Berliner Zeitung | Berliner Zeitung,26. November 2013 | 26. November 2013
near_001,duplicate_near,2,"Drogen, Alkohol und keine Perspektive In der Flüchtlingsunterkunft an der Ohlauer Straße wurde ein M(2).PDF | Drogen, Alkohol und keine Perspektive In der Flüchtlingsunterkunft an der Ohlauer Straße wurde ein M.PDF","Drogen, Alkohol und keine Perspektive In der Flüchtlingsunterkunft an der Ohlauer Straße wurde ein Mann | Drogen, Alkohol und keine Perspektive; In der Flüchtlingsunterkunft an der Ohlauer Straße wurde ein Mann",Berliner Zeitung | Berliner Zeitung,15. November 2013 | 15. November 2013
near_002,duplicate_near,2,Henkel stellt Herrmann ein Ultimatum Kreuzbergs grüne Bürgermeisterin gerät wegen des Streits um das(2).PDF | Henkel stellt Herrmann ein Ultimatum Kreuzbergs grüne Bürgermeisterin gerät wegen des Streits um das.PDF,Henkel stellt Herrmann ein Ultimatum; Kreuzbergs grüne Bürgermeisterin gerät wegen des Streits um das | Henkel stellt Herrmann ein Ultimatum Kreuzbergs grüne Bürgermeisterin gerät wegen des Streits um das,Berliner Zeitung | Berliner Zeitung,27. November 2013 | 27. November 2013
near_003,duplicate_near,2,Mehr Flüchtlinge.PDF | Zahl der Flüchtlinge im Kreis steigt weiter.PDF,Mehr Flüchtlinge | Zahl der Flüchtlinge im Kreis steigt weiter,Frankfurter Rundschau | Frankfurter Rundschau,Donnerstag 7. November 2013 | Donnerstag 7. November 2013
near_004,duplicate_near,2,MORGENS HALB ZEHN IN DEUTSCHLAND Unser Reporter Moritz von Uslar berichtet in dieser Kolumne von nun(2).PDF | MORGENS HALB ZEHN IN DEUTSCHLAND Unser Reporter Moritz von Uslar berichtet in dieser Kolumne von nun.PDF,MORGENS HALB ZEHN IN DEUTSCHLAND Unser Reporter Moritz von Uslar berichtet in dieser Kolumne von | MORGENS HALB ZEHN IN DEUTSCHLAND Unser Reporter Moritz von Uslar berichtet in dieser Kolumne von,Die ZEIT (inklusive ZEIT Magazin) | Die ZEIT (inklusive ZEIT Magazin),28. November 2013 | 28. November 2013
near_005,duplicate_near,4,Ratlos in Kreuzberg(2).PDF | Ratlos in Kreuzberg(3).PDF | Ratlos in Kreuzberg(4).PDF | Ratlos in Kreuzberg.PDF,Ratlos in Kreuzberg | Ratlos in Kreuzberg | Ratlos in Kreuzberg | Ratlos in Kreuzberg,Berliner Zeitung | Berliner Zeitung | Berliner Zeitung | Berliner Zeitung,26. November 2013 | 26. November 2013 | 26. November 2013 | 26. November 2013
near_006,duplicate_near,2,Zahl der Zuwanderer steigt im ersten Halbjahr(2).PDF | Zahl der Zuwanderer steigt im ersten Halbjahr.PDF,Zahl der Zuwanderer steigt im ersten Halbjahr | Zahl der Zuwanderer steigt im ersten Halbjahr,Berliner Zeitung | Berliner Zeitung,22. November 2013 | 22. November 2013
variant_001,regional_variant,2,"Drogen, Alkohol und keine Perspektive In der Flüchtlingsunterkunft an der Ohlauer Straße wurde ein M(2).PDF | Drogen, Alkohol und keine Perspektive In der Flüchtlingsunterkunft an der Ohlauer Straße wurde ein M.PDF","Drogen, Alkohol und keine Perspektive In der Flüchtlingsunterkunft an der Ohlauer Straße wurde ein Mann | Drogen, Alkohol und keine Perspektive; In der Flüchtlingsunterkunft an der Ohlauer Straße wurde ein Mann",Berliner Zeitung | Berliner Zeitung,15. November 2013 | 15. November 2013
variant_002,regional_variant,2,Henkel stellt Herrmann ein Ultimatum Kreuzbergs grüne Bürgermeisterin gerät wegen des Streits um das(2).PDF | Henkel stellt Herrmann ein Ultimatum Kreuzbergs grüne Bürgermeisterin gerät wegen des Streits um das.PDF,Henkel stellt Herrmann ein Ultimatum; Kreuzbergs grüne Bürgermeisterin gerät wegen des Streits um das | Henkel stellt Herrmann ein Ultimatum Kreuzbergs grüne Bürgermeisterin gerät wegen des Streits um das,Berliner Zeitung | Berliner Zeitung,27. November 2013 | 27. November 2013
