group_id,group_type,item_count,files,titles,publications,dates
exact_001,duplicate_exact,2,"Arbeiten, wo andere Urlaub machen(2).PDF | Arbeiten, wo andere Urlaub machen.PDF","Arbeiten, wo andere Urlaub machen | Arbeiten, wo andere Urlaub machen",Frankfurter Rundschau | Frankfurter Rundschau,Montag 25. Juli 2022 | Montag 25. Juli 2022
exact_002,duplicate_exact,2,Das gilt bei der Aufnahme von Geflüchteten Der Krieg in der Ukraine hat die Zahl der Flüchtlinge in(2).PDF | Das gilt bei der Aufnahme von Geflüchteten Der Krieg in der Ukraine hat die Zahl der Flüchtlinge in.PDF,Das gilt bei der Aufnahme von Geflüchteten Der Krieg in der Ukraine hat die Zahl der Flüchtlinge in | Das gilt bei der Aufnahme von Geflüchteten Der Krieg in der Ukraine hat die Zahl der Flüchtlinge in,Rheinische Post | Rheinische Post,Samstag 16. Juli 2022 | Samstag 16. Juli 2022
exact_003,duplicate_exact,2,Deutsch lernen wird schwieriger(2).PDF | Deutsch lernen wird schwieriger.PDF,Deutsch lernen wird schwieriger | Deutsch lernen wird schwieriger,Frankfurter Rundschau | Frankfurter Rundschau,Samstag 16. Juli 2022 | Samstag 16. Juli 2022
exact_004,duplicate_exact,2,Flüchtlingsrat begrüßt neues Bleiberecht(2).PDF | Flüchtlingsrat begrüßt neues Bleiberecht(4).PDF,Flüchtlingsrat begrüßt neues Bleiberecht | Flüchtlingsrat begrüßt neues Bleiberecht,Frankfurter Rundschau | Frankfurter Rundschau,Mittwoch 20. Juli 2022 | Mittwoch 20. Juli 2022
exact_005,duplicate_exact,2,Flüchtlingsrat begrüßt neues Bleiberecht(3).PDF | Flüchtlingsrat begrüßt neues Bleiberecht.PDF,Flüchtlingsrat begrüßt neues Bleiberecht | Flüchtlingsrat begrüßt neues Bleiberecht,Frankfurter Rundschau | Frankfurter Rundschau,Mittwoch 20. Juli 2022 | Mittwoch 20. Juli 2022
exact_006,duplicate_exact,2,"Generation Work-Life-Balance Analyse Zu faul, zu wählerisch, zu anspruchsvoll – die Kritik an jungen(2).PDF | Generation Work-Life-Balance Analyse Zu faul, zu wählerisch, zu anspruchsvoll – die Kritik an jungen.PDF","Generation Work-Life-Balance Analyse Zu faul, zu wählerisch, zu anspruchsvoll – die Kritik an jungen | Generation Work-Life-Balance Analyse Zu faul, zu wählerisch, zu anspruchsvoll – die Kritik an jungen",Rheinische Post | Rheinische Post,Mittwoch 13. Juli 2022 | Mittwoch 13. Juli 2022
exact_007,duplicate_exact,2,"Handelskammer plant mit Migranten Um Fachkräfte zu werben, soll der Zuzug aus Nicht-EU-Ländern verei(2).PDF | Handelskammer plant mit Migranten Um Fachkräfte zu werben, soll der Zuzug aus Nicht-EU-Ländern verei.PDF","Handelskammer plant mit Migranten; Um Fachkräfte zu werben, soll der Zuzug aus Nicht-EU-Ländern | Handelskammer plant mit Migranten Um Fachkräfte zu werben, soll der Zuzug aus Nicht-EU-Ländern",Rheinische Post | Rheinische Post,Donnerstag 21. Juli 2022 | Donnerstag 21. Juli 2022
exact_008,duplicate_exact,2,"Kartoffeln fertig Azizul Sohag (25) ist als minderjähriger, unbegleiteter Flüchtling 2015 nach Deuts(2).PDF | Kartoffeln fertig Azizul Sohag (25) ist als minderjähriger, unbegleiteter Flüchtling 2015 nach Deuts.PDF","Kartoffeln fertig Azizul Sohag (25) ist als minderjähriger, unbegleiteter Flüchtling 2015 nach Deutschland | Kartoffeln fertig Azizul Sohag (25) ist als minderjähriger, unbegleiteter Flüchtling 2015 nach Deutschland",Rheinische Post | Rheinische Post,Dienstag 19. Juli 2022 | Montag 25. Juli 2022
exact_009,duplicate_exact,2,Kritik am „Bordell Europas“(2).PDF | Kritik am „Bordell Europas“.PDF,Kritik am „Bordell Europas“ | Kritik am „Bordell Europas“,Frankfurter Rundschau | Frankfurter Rundschau,Samstag 30. Juli 2022 | Samstag 30. Juli 2022
exact_010,duplicate_exact,2,Unwetter zerstört Auto ukrainischer Familie Sturm und starker Regen haben am Donnerstagabend Teile v(2).PDF | Unwetter zerstört Auto ukrainischer Familie Sturm und starker Regen haben am Donnerstagabend Teile v.PDF,Unwetter zerstört Auto ukrainischer Familie Sturm und starker Regen haben am Donnerstagabend Teile von | Unwetter zerstört Auto ukrainischer Familie Sturm und starker Regen haben am Donnerstagabend Teile von,Rheinische Post | Rheinische Post,Samstag 2. Juli 2022 | Samstag 2. Juli 2022
