group_id,group_type,item_count,files,titles,publications,dates
exact_001,duplicate_exact,3,Stadt will Stellen für die Betreuung von Flüchtlingen reduzieren(2).PDF | Stadt will Stellen für die Betreuung von Flüchtlingen reduzieren(3).PDF | Stadt will Stellen für die Betreuung von Flüchtlingen reduzieren.PDF,Stadt will Stellen für die Betreuung von Flüchtlingen reduzieren | Stadt will Stellen für die Betreuung von Flüchtlingen reduzieren | Stadt will Stellen für die Betreuung von Flüchtlingen reduzieren,Rheinische Post | Rheinische Post | Rheinische Post,Dienstag 3. Oktober 2017 | Dienstag 3. Oktober 2017 | Dienstag 3. Oktober 2017
near_001,duplicate_near,2,Am Ende zählen die Jobs Auch dank der FDP hat Deutschland endlich die Chance auf ein Einwanderungsge(2).PDF | Am Ende zählen die Jobs Auch dank der FDP hat Deutschland endlich die Chance auf ein Einwanderungsge.PDF,Am Ende zählen die Jobs; Auch dank der FDP hat Deutschland endlich die Chance auf ein | Am Ende zählen die Jobs Auch dank der FDP hat Deutschland endlich die Chance auf ein,Die ZEIT (inklusive ZEIT Magazin) | Die ZEIT (inklusive ZEIT Magazin),12. Oktober 2017 | 12. Oktober 2017
variant_001,regional_variant,2,Am Ende zählen die Jobs Auch dank der FDP hat Deutschland endlich die Chance auf ein Einwanderungsge(2).PDF | Am Ende zählen die Jobs Auch dank der FDP hat Deutschland endlich die Chance auf ein Einwanderungsge.PDF,Am Ende zählen die Jobs; Auch dank der FDP hat Deutschland endlich die Chance auf ein | Am Ende zählen die Jobs Auch dank der FDP hat Deutschland endlich die Chance auf ein,Die ZEIT (inklusive ZEIT Magazin) | Die ZEIT (inklusive ZEIT Magazin),12. Oktober 2017 | 12. Oktober 2017
