group_id,group_type,item_count,files,titles,publications,dates
exact_001,duplicate_exact,3,Ampel_ Mehr Flüchtlinge aufnehmen(2).PDF | Ampel_ Mehr Flüchtlinge aufnehmen(3).PDF | Ampel_ Mehr Flüchtlinge aufnehmen.PDF,Ampel: Mehr Flüchtlinge aufnehmen | Ampel: Mehr Flüchtlinge aufnehmen | Ampel: Mehr Flüchtlinge aufnehmen,Rheinische Post | Rheinische Post | Rheinische Post,Montag 30. April 2018 | Montag 30. April 2018 | Montag 30. April 2018
