group_id,group_type,item_count,files,titles,publications,dates
near_001,duplicate_near,2,Zurück in die Hölle Einige Innenpolitiker wollen syrische Flüchtlinge in ihre Heimat abschieben. Doc(2).PDF | Zurück in die Hölle Einige Innenpolitiker wollen syrische Flüchtlinge in ihre Heimat abschieben. Doc.PDF,Zurück in die Hölle; Einige Innenpolitiker wollen syrische Flüchtlinge in ihre Heimat abschieben. Doch ist das | Zurück in die Hölle Einige Innenpolitiker wollen syrische Flüchtlinge in ihre Heimat abschieben. Doch ist das,Die ZEIT (inklusive ZEIT Magazin) | Die ZEIT (inklusive ZEIT Magazin),7. Dezember 2017 | 7. Dezember 2017
variant_001,regional_variant,2,Zurück in die Hölle Einige Innenpolitiker wollen syrische Flüchtlinge in ihre Heimat abschieben. Doc(2).PDF | Zurück in die Hölle Einige Innenpolitiker wollen syrische Flüchtlinge in ihre Heimat abschieben. Doc.PDF,Zurück in die Hölle; Einige Innenpolitiker wollen syrische Flüchtlinge in ihre Heimat abschieben. Doch ist das | Zurück in die Hölle Einige Innenpolitiker wollen syrische Flüchtlinge in ihre Heimat abschieben. Doch ist das,Die ZEIT (inklusive ZEIT Magazin) | Die ZEIT (inklusive ZEIT Magazin),7. Dezember 2017 | 7. Dezember 2017
