group_id,group_type,item_count,files,titles,publications,dates
near_001,duplicate_near,2,"Papiere, bitte Mindestens 60 Prozent aller Asylbewerber kommen ohne Ausweisdokumente nach Deutschlan(2).PDF | Papiere, bitte Mindestens 60 Prozent aller Asylbewerber kommen ohne Ausweisdokumente nach Deutschlan.PDF","Papiere, bitte Mindestens 60 Prozent aller Asylbewerber kommen ohne Ausweisdokumente nach Deutschland, | Papiere, bitte; Mindestens 60 Prozent aller Asylbewerber kommen ohne Ausweisdokumente nach Deutschland,",Die ZEIT (inklusive ZEIT Magazin) | Die ZEIT (inklusive ZEIT Magazin),16. März 2017 | 16. März 2017
variant_001,regional_variant,2,"Papiere, bitte Mindestens 60 Prozent aller Asylbewerber kommen ohne Ausweisdokumente nach Deutschlan(2).PDF | Papiere, bitte Mindestens 60 Prozent aller Asylbewerber kommen ohne Ausweisdokumente nach Deutschlan.PDF","Papiere, bitte Mindestens 60 Prozent aller Asylbewerber kommen ohne Ausweisdokumente nach Deutschland, | Papiere, bitte; Mindestens 60 Prozent aller Asylbewerber kommen ohne Ausweisdokumente nach Deutschland,",Die ZEIT (inklusive ZEIT Magazin) | Die ZEIT (inklusive ZEIT Magazin),16. März 2017 | 16. März 2017
