group_id,group_type,item_count,files,titles,publications,dates
exact_001,duplicate_exact,2,Die andere Heimat Deutschland hat schon Millionen Heimatloser aufgenommen - und ist dadurch nur stär(2).PDF | Die andere Heimat Deutschland hat schon Millionen Heimatloser aufgenommen - und ist dadurch nur stär.PDF,Die andere Heimat Deutschland hat schon Millionen Heimatloser aufgenommen - und ist dadurch nur stärker | Die andere Heimat Deutschland hat schon Millionen Heimatloser aufgenommen - und ist dadurch nur stärker,Die ZEIT (inklusive ZEIT Magazin) | Die ZEIT (inklusive ZEIT Magazin),17. Oktober 2013 | 17. Oktober 2013
near_001,duplicate_near,2,"_Das macht dich fertig_ Pawel ist homosexuell, er floh aus Angst vor Bestrafung aus Russland nach De.PDF | »Das macht dich fertig« Pawel ist homosexuell, er floh aus Angst vor Bestrafung aus Russland nach De.PDF","""Das macht dich fertig""; Pawel ist homosexuell, er floh aus Angst vor Bestrafung aus Russland nach | »Das macht dich fertig« Pawel ist homosexuell, er floh aus Angst vor Bestrafung aus Russland nach",Die ZEIT (inklusive ZEIT Magazin) | Die ZEIT (inklusive ZEIT Magazin),24. Oktober 2013 | 24. Oktober 2013
near_002,duplicate_near,2,Berlin mit Herz für Flüchtlinge(2).PDF | Berlin mit Herz für Flüchtlinge.PDF,Berlin mit Herz für Flüchtlinge | Berlin mit Herz für Flüchtlinge,Berliner Zeitung | Berliner Zeitung,01. Oktober 2013 | 01. Oktober 2013
near_003,duplicate_near,2,"Deutschland durchgehend geÃ¶ffnet Warum jetzt die Chance da ist, die Bundesrepublik zu einem echten.PDF | Deutschland durchgehend geöffnet Warum jetzt die Chance da ist, die Bundesrepublik zu einem echten E.PDF","Deutschland durchgehend geÃ¶ffnet Warum jetzt die Chance da ist, die Bundesrepublik zu einem echten | Deutschland durchgehend geöffnet Warum jetzt die Chance da ist, die Bundesrepublik zu einem echten",Die ZEIT (inklusive ZEIT Magazin) | Die ZEIT (inklusive ZEIT Magazin),2. Oktober 2013 | 2. Oktober 2013
near_004,duplicate_near,2,Die Härte des Flüchtlings(2).PDF | Die Härte des Flüchtlings.PDF,Die Härte des Flüchtlings | Die Härte des Flüchtlings,Berliner Zeitung | Berliner Zeitung,22. Oktober 2013 | 22. Oktober 2013
near_005,duplicate_near,3,Gemeinde muss mehr Flüchtlinge aufnehmen(2).PDF | Gemeinde muss mehr Flüchtlinge aufnehmen(3).PDF | Gemeinde muss mehr Flüchtlinge aufnehmen.PDF,Gemeinde muss mehr Flüchtlinge aufnehmen | Gemeinde muss mehr Flüchtlinge aufnehmen | Gemeinde muss mehr Flüchtlinge aufnehmen,Rheinische Post | Rheinische Post | Rheinische Post,26. Oktober 2013 Samstag | 26. Oktober 2013 Samstag | 26. Oktober 2013 Samstag
near_006,duplicate_near,2,Immer mehr Flüchtlinge.PDF | Platz für Flüchtlinge gesucht.PDF,Immer mehr Flüchtlinge | Platz für Flüchtlinge gesucht,Frankfurter Rundschau | Frankfurter Rundschau,Mittwoch 30. Oktober 2013 | Mittwoch 30. Oktober 2013
near_007,duplicate_near,2,Wir klemmten uns unter die Waggons Wie kommt man ohne Papiere von Algerien nach Deutschland_ Ein Flü(2).PDF | Wir klemmten uns unter die Waggons Wie kommt man ohne Papiere von Algerien nach Deutschland_ Ein Flü.PDF,Wir klemmten uns unter die Waggons Wie kommt man ohne Papiere von Algerien nach Deutschland? Ein | Wir klemmten uns unter die Waggons Wie kommt man ohne Papiere von Algerien nach Deutschland? Ein,Die ZEIT (inklusive ZEIT Magazin) | Die ZEIT (inklusive ZEIT Magazin),17. Oktober 2013 | 17. Oktober 2013
near_008,duplicate_near,2,Worum es wirklich geht Flüchtlinge in Europa_ Die wichtigsten Fragen und Antworten(2).PDF | Worum es wirklich geht Flüchtlinge in Europa_ Die wichtigsten Fragen und Antworten.PDF,Worum es wirklich geht; Flüchtlinge in Europa: Die wichtigsten Fragen und Antworten | Worum es wirklich geht Flüchtlinge in Europa: Die wichtigsten Fragen und Antworten,Die ZEIT (inklusive ZEIT Magazin) | Die ZEIT (inklusive ZEIT Magazin),17. Oktober 2013 | 17. Oktober 2013
variant_001,regional_variant,2,"_Das macht dich fertig_ Pawel ist homosexuell, er floh aus Angst vor Bestrafung aus Russland nach De.PDF | »Das macht dich fertig« Pawel ist homosexuell, er floh aus Angst vor Bestrafung aus Russland nach De.PDF","""Das macht dich fertig""; Pawel ist homosexuell, er floh aus Angst vor Bestrafung aus Russland nach | »Das macht dich fertig« Pawel ist homosexuell, er floh aus Angst vor Bestrafung aus Russland nach",Die ZEIT (inklusive ZEIT Magazin) | Die ZEIT (inklusive ZEIT Magazin),24. Oktober 2013 | 24. Oktober 2013
variant_002,regional_variant,2,Berlin mit Herz für Flüchtlinge(2).PDF | Berlin mit Herz für Flüchtlinge.PDF,Berlin mit Herz für Flüchtlinge | Berlin mit Herz für Flüchtlinge,Berliner Zeitung | Berliner Zeitung,01. Oktober 2013 | 01. Oktober 2013
variant_003,regional_variant,2,"Deutschland durchgehend geÃ¶ffnet Warum jetzt die Chance da ist, die Bundesrepublik zu einem echten.PDF | Deutschland durchgehend geöffnet Warum jetzt die Chance da ist, die Bundesrepublik zu einem echten E.PDF","Deutschland durchgehend geÃ¶ffnet Warum jetzt die Chance da ist, die Bundesrepublik zu einem echten | Deutschland durchgehend geöffnet Warum jetzt die Chance da ist, die Bundesrepublik zu einem echten",Die ZEIT (inklusive ZEIT Magazin) | Die ZEIT (inklusive ZEIT Magazin),2. Oktober 2013 | 2. Oktober 2013
variant_004,regional_variant,2,Die Härte des Flüchtlings(2).PDF | Die Härte des Flüchtlings.PDF,Die Härte des Flüchtlings | Die Härte des Flüchtlings,Berliner Zeitung | Berliner Zeitung,22. Oktober 2013 | 22. Oktober 2013
variant_005,regional_variant,3,Gemeinde muss mehr Flüchtlinge aufnehmen(2).PDF | Gemeinde muss mehr Flüchtlinge aufnehmen(3).PDF | Gemeinde muss mehr Flüchtlinge aufnehmen.PDF,Gemeinde muss mehr Flüchtlinge aufnehmen | Gemeinde muss mehr Flüchtlinge aufnehmen | Gemeinde muss mehr Flüchtlinge aufnehmen,Rheinische Post | Rheinische Post | Rheinische Post,26. Oktober 2013 Samstag | 26. Oktober 2013 Samstag | 26. Oktober 2013 Samstag
variant_006,regional_variant,2,Hetzjagd auf Migranten(2).PDF | Hetzjagd auf Migranten.PDF,Hetzjagd auf Migranten | Hetzjagd auf Migranten,Berliner Zeitung | Berliner Zeitung,15. Oktober 2013 | 15. Oktober 2013
variant_007,regional_variant,2,Immer mehr Flüchtlinge.PDF | Platz für Flüchtlinge gesucht.PDF,Immer mehr Flüchtlinge | Platz für Flüchtlinge gesucht,Frankfurter Rundschau | Frankfurter Rundschau,Mittwoch 30. Oktober 2013 | Mittwoch 30. Oktober 2013
variant_008,regional_variant,2,Konsequenzen aus Lampedusa-Drama(2).PDF | Konsequenzen aus Lampedusa-Drama.PDF,Konsequenzen aus Lampedusa-Drama | Konsequenzen aus Lampedusa-Drama,Berliner Zeitung | Berliner Zeitung,14. Oktober 2013 | 14. Oktober 2013
variant_009,regional_variant,2,Wir klemmten uns unter die Waggons Wie kommt man ohne Papiere von Algerien nach Deutschland_ Ein Flü(2).PDF | Wir klemmten uns unter die Waggons Wie kommt man ohne Papiere von Algerien nach Deutschland_ Ein Flü.PDF,Wir klemmten uns unter die Waggons Wie kommt man ohne Papiere von Algerien nach Deutschland? Ein | Wir klemmten uns unter die Waggons Wie kommt man ohne Papiere von Algerien nach Deutschland? Ein,Die ZEIT (inklusive ZEIT Magazin) | Die ZEIT (inklusive ZEIT Magazin),17. Oktober 2013 | 17. Oktober 2013
variant_010,regional_variant,2,Worum es wirklich geht Flüchtlinge in Europa_ Die wichtigsten Fragen und Antworten(2).PDF | Worum es wirklich geht Flüchtlinge in Europa_ Die wichtigsten Fragen und Antworten.PDF,Worum es wirklich geht; Flüchtlinge in Europa: Die wichtigsten Fragen und Antworten | Worum es wirklich geht Flüchtlinge in Europa: Die wichtigsten Fragen und Antworten,Die ZEIT (inklusive ZEIT Magazin) | Die ZEIT (inklusive ZEIT Magazin),17. Oktober 2013 | 17. Oktober 2013
