group_id,group_type,item_count,files,titles,publications,dates
exact_001,duplicate_exact,2,Angekommen – und dann_ Rund 186.000 Menschen sind in diesem Jahr bereits übers Mittelmeer nach Europ(2).PDF | Angekommen – und dann_ Rund 186.000 Menschen sind in diesem Jahr bereits übers Mittelmeer nach Europ.PDF,Angekommen – und dann? Rund 186.000 Menschen sind in diesem Jahr bereits übers Mittelmeer nach Europa | Angekommen – und dann? Rund 186.000 Menschen sind in diesem Jahr bereits übers Mittelmeer nach Europa,Rheinische Post | Rheinische Post,Samstag 30. September 2023 | Samstag 30. September 2023
exact_002,duplicate_exact,2,"Der Landrat, den keiner erhört Tino Schomann regiert in Nordwestmecklenburg. Seine größte Sorge_ Wo(2).PDF | Der Landrat, den keiner erhört Tino Schomann regiert in Nordwestmecklenburg. Seine größte Sorge_ Wo.PDF","Der Landrat, den keiner erhört Tino Schomann regiert in Nordwestmecklenburg. Seine größte Sorge: Wo soll er | Der Landrat, den keiner erhört; Tino Schomann regiert in Nordwestmecklenburg. Seine größte Sorge: Wo soll",Welt am Sonntag | Welt am Sonntag,23. September 2023 | 24. September 2023
exact_003,duplicate_exact,2,Deutschlands Grenzen Die Debatte um illegale Migration in die Bundesrepublik spitzt sich weiter zu(2).PDF | Deutschlands Grenzen Die Debatte um illegale Migration in die Bundesrepublik spitzt sich weiter zu.PDF,Deutschlands Grenzen Die Debatte um illegale Migration in die Bundesrepublik spitzt sich weiter zu. | Deutschlands Grenzen Die Debatte um illegale Migration in die Bundesrepublik spitzt sich weiter zu.,Rheinische Post | Rheinische Post,Dienstag 26. September 2023 | Dienstag 26. September 2023
exact_004,duplicate_exact,2,Die Migration bestimmt die Debatten Kaum ein anderes Thema bewegt die deutsche Politik derzeit so st(2).PDF | Die Migration bestimmt die Debatten Kaum ein anderes Thema bewegt die deutsche Politik derzeit so st.PDF,Die Migration bestimmt die Debatten Kaum ein anderes Thema bewegt die deutsche Politik derzeit so stark wie | Die Migration bestimmt die Debatten Kaum ein anderes Thema bewegt die deutsche Politik derzeit so stark wie,Rheinische Post | Rheinische Post,Freitag 22. September 2023 | Freitag 22. September 2023
exact_005,duplicate_exact,2,Drama mit Ansage Analyse Die Europäische Union ringt um eine Antwort auf die wachsende Anzahl von Ge(2).PDF | Drama mit Ansage Analyse Die Europäische Union ringt um eine Antwort auf die wachsende Anzahl von Ge.PDF,Drama mit Ansage Analyse Die Europäische Union ringt um eine Antwort auf die wachsende Anzahl von | Drama mit Ansage Analyse Die Europäische Union ringt um eine Antwort auf die wachsende Anzahl von,Rheinische Post | Rheinische Post,Donnerstag 21. September 2023 | Donnerstag 21. September 2023
exact_006,duplicate_exact,3,Faeser favorisiert die Ampel für Hessen(3).PDF | Faeser favorisiert die Ampel für Hessen(4).PDF | Faeser favorisiert die Ampel für Hessen.PDF,Faeser favorisiert die Ampel für Hessen | Faeser favorisiert die Ampel für Hessen | Faeser favorisiert die Ampel für Hessen,Frankfurter Rundschau | Frankfurter Rundschau | Frankfurter Rundschau,Mittwoch 6. September 2023 | Mittwoch 6. September 2023 | Mittwoch 6. September 2023
exact_007,duplicate_exact,2,Migration_ Deutschland erlebt größten Zustrom seit 2016 Neue Zahlen belegen das Ausmaß der Migration(2).PDF | Migration_ Deutschland erlebt größten Zustrom seit 2016 Neue Zahlen belegen das Ausmaß der Migration.PDF,Migration: Deutschland erlebt größten Zustrom seit 2016 Neue Zahlen belegen das Ausmaß der | Migration: Deutschland erlebt größten Zustrom seit 2016 Neue Zahlen belegen das Ausmaß der,Welt am Sonntag | Welt am Sonntag,10. September 2023 | 9. September 2023
exact_008,duplicate_exact,2,Nächster Halt Nordhausen Am 10. September könnte die AfD in der thüringischen Stadt ihren ersten Obe(2).PDF | Nächster Halt Nordhausen Am 10. September könnte die AfD in der thüringischen Stadt ihren ersten Obe.PDF,Nächster Halt Nordhausen Am 10. September könnte die AfD in der thüringischen Stadt ihren ersten | Nächster Halt Nordhausen Am 10. September könnte die AfD in der thüringischen Stadt ihren ersten,Welt am Sonntag | Welt am Sonntag,3. September 2023 | 2. September 2023
exact_009,duplicate_exact,2,Prothesenpopulismus löst kein Problem(2).PDF | Prothesenpopulismus löst kein Problem.PDF,Prothesenpopulismus löst kein Problem | Prothesenpopulismus löst kein Problem,Rheinische Post | Rheinische Post,Freitag 29. September 2023 | Freitag 29. September 2023
exact_010,duplicate_exact,2,Scholz lenkt gerade noch rechtzeitig ein(2).PDF | Scholz lenkt gerade noch rechtzeitig ein.PDF,Scholz lenkt gerade noch rechtzeitig ein | Scholz lenkt gerade noch rechtzeitig ein,Rheinische Post | Rheinische Post,Donnerstag 28. September 2023 | Donnerstag 28. September 2023
near_001,duplicate_near,4,Faeser favorisiert die Ampel für Hessen(2).PDF | Faeser favorisiert die Ampel für Hessen(3).PDF | Faeser favorisiert die Ampel für Hessen(4).PDF | Faeser favorisiert die Ampel für Hessen.PDF,Faeser favorisiert die Ampel für Hessen | Faeser favorisiert die Ampel für Hessen | Faeser favorisiert die Ampel für Hessen | Faeser favorisiert die Ampel für Hessen,Frankfurter Rundschau | Frankfurter Rundschau | Frankfurter Rundschau | Frankfurter Rundschau,Mittwoch 6. September 2023 | Mittwoch 6. September 2023 | Mittwoch 6. September 2023 | Mittwoch 6. September 2023
near_002,duplicate_near,2,Flüchtlingsunterkunft in Oldenburg schon überbelegt Asyl Land prüft Unterbringung in winterfesten Ze(2).PDF | Flüchtlingsunterkunft in Oldenburg schon überbelegt Asyl Land prüft Unterbringung in winterfesten Ze.PDF,Flüchtlingsunterkunft in Oldenburg schon überbelegt Asyl Land prüft Unterbringung in winterfesten Zelten | Flüchtlingsunterkunft in Oldenburg schon überbelegt Asyl Land prüft Unterbringung in winterfesten Zelten,Nordwest-Zeitung | Nordwest-Zeitung,27. September 2023 | 27. September 2023
near_003,duplicate_near,2,So ist die aktuelle Lage in den Unterkünften Migration Kreis erwartet neue Quote für die Flüchtlings.PDF | So ist die aktuelle Lage in den Unterkünften Migration Kreis erwartet neue Quote für.PDF,So ist die aktuelle Lage in den Unterkünften Migration Kreis erwartet neue Quote für die Flüchtlingsaufnahme | So ist die aktuelle Lage in den Unterkünften; Migration Kreis erwartet neue Quote für,Nordwest-Zeitung | Nordwest-Zeitung,26. September 2023 | 26. September 2023
variant_001,regional_variant,4,Faeser favorisiert die Ampel für Hessen(2).PDF | Faeser favorisiert die Ampel für Hessen(3).PDF | Faeser favorisiert die Ampel für Hessen(4).PDF | Faeser favorisiert die Ampel für Hessen.PDF,Faeser favorisiert die Ampel für Hessen | Faeser favorisiert die Ampel für Hessen | Faeser favorisiert die Ampel für Hessen | Faeser favorisiert die Ampel für Hessen,Frankfurter Rundschau | Frankfurter Rundschau | Frankfurter Rundschau | Frankfurter Rundschau,Mittwoch 6. September 2023 | Mittwoch 6. September 2023 | Mittwoch 6. September 2023 | Mittwoch 6. September 2023
variant_002,regional_variant,2,Flüchtlingsunterkunft in Oldenburg schon überbelegt Asyl Land prüft Unterbringung in winterfesten Ze(2).PDF | Flüchtlingsunterkunft in Oldenburg schon überbelegt Asyl Land prüft Unterbringung in winterfesten Ze.PDF,Flüchtlingsunterkunft in Oldenburg schon überbelegt Asyl Land prüft Unterbringung in winterfesten Zelten | Flüchtlingsunterkunft in Oldenburg schon überbelegt Asyl Land prüft Unterbringung in winterfesten Zelten,Nordwest-Zeitung | Nordwest-Zeitung,27. September 2023 | 27. September 2023
variant_003,regional_variant,2,So ist die aktuelle Lage in den Unterkünften Migration Kreis erwartet neue Quote für die Flüchtlings.PDF | So ist die aktuelle Lage in den Unterkünften Migration Kreis erwartet neue Quote für.PDF,So ist die aktuelle Lage in den Unterkünften Migration Kreis erwartet neue Quote für die Flüchtlingsaufnahme | So ist die aktuelle Lage in den Unterkünften; Migration Kreis erwartet neue Quote für,Nordwest-Zeitung | Nordwest-Zeitung,26. September 2023 | 26. September 2023
