group_id,group_type,item_count,files,titles,publications,dates
exact_001,duplicate_exact,2,Abschiebehaft für Attentäter wäre wohl möglich gewesen(2).PDF | Abschiebehaft für Attentäter wäre wohl möglich gewesen.PDF,Abschiebehaft für Attentäter wäre wohl möglich gewesen | Abschiebehaft für Attentäter wäre wohl möglich gewesen,Rheinische Post | Rheinische Post,Dienstag 2. Dezember 2025 | Dienstag 2. Dezember 2025
exact_002,duplicate_exact,3,Abschiebungen_ Düsseldorf sucht Mitarbeiter für Haftangelegenheiten(2).PDF | Abschiebungen_ Düsseldorf sucht Mitarbeiter für Haftangelegenheiten(3).PDF | Abschiebungen_ Düsseldorf sucht Mitarbeiter für Haftangelegenheiten.PDF,Abschiebungen: Düsseldorf sucht Mitarbeiter für Haftangelegenheiten | Abschiebungen: Düsseldorf sucht Mitarbeiter für Haftangelegenheiten | Abschiebungen: Düsseldorf sucht Mitarbeiter für Haftangelegenheiten,Rheinische Post | Rheinische Post | Rheinische Post,Freitag 5. Dezember 2025 | Freitag 5. Dezember 2025 | Freitag 5. Dezember 2025
exact_003,duplicate_exact,2,"Bezahlkarte macht Kommunen Mehrarbeit Wo das neue Guthaben-System für Geflüchtete eingeführt wird, m(2).PDF | Bezahlkarte macht Kommunen Mehrarbeit Wo das neue Guthaben-System für Geflüchtete eingeführt wird, m.PDF","Bezahlkarte macht Kommunen Mehrarbeit Wo das neue Guthaben-System für Geflüchtete eingeführt wird, | Bezahlkarte macht Kommunen Mehrarbeit Wo das neue Guthaben-System für Geflüchtete eingeführt wird,",Rheinische Post | Rheinische Post,Montag 1. Dezember 2025 | Montag 1. Dezember 2025
exact_004,duplicate_exact,2,Christliches Erbarmen Wadephul-Äußerung(2).PDF | Christliches Erbarmen Wadephul-Äußerung.PDF,Christliches Erbarmen Wadephul-Äußerung | Christliches Erbarmen Wadephul-Äußerung,Rheinische Post | Rheinische Post,Montag 1. Dezember 2025 | Dienstag 2. Dezember 2025
exact_005,duplicate_exact,2,"Das Privileg der Männer Während die Integration männlicher Asylbewerber langsam, aber stetig voranko(2).PDF | Das Privileg der Männer Während die Integration männlicher Asylbewerber langsam, aber stetig voranko.PDF","Das Privileg der Männer Während die Integration männlicher Asylbewerber langsam, aber stetig vorankommt, | Das Privileg der Männer Während die Integration männlicher Asylbewerber langsam, aber stetig vorankommt,",Welt am Sonntag | Welt am Sonntag,28. Dezember 2025 | 27. Dezember 2025
exact_006,duplicate_exact,2,Die Farben der Republik Meinung Eine Kunstaktion des Zentrums für Politische Schönheit in Berlin ent(2).PDF | Die Farben der Republik Meinung Eine Kunstaktion des Zentrums für Politische Schönheit in Berlin ent.PDF,Die Farben der Republik Meinung Eine Kunstaktion des Zentrums für Politische Schönheit in Berlin entfacht | Die Farben der Republik Meinung Eine Kunstaktion des Zentrums für Politische Schönheit in Berlin entfacht,Rheinische Post | Rheinische Post,Mittwoch 17. Dezember 2025 | Mittwoch 17. Dezember 2025
exact_007,duplicate_exact,2,Doch kein Bleiberecht(2).PDF | Doch kein Bleiberecht.PDF,Doch kein Bleiberecht | Doch kein Bleiberecht,Frankfurter Rundschau | Frankfurter Rundschau,Mittwoch 10. Dezember 2025 | Mittwoch 10. Dezember 2025
exact_008,duplicate_exact,2,Empörung über Einreiseverbote Die US-Regierung in Washington hat unter anderem die beiden Geschäftsf(2).PDF | Empörung über Einreiseverbote Die US-Regierung in Washington hat unter anderem die beiden Geschäftsf.PDF,Empörung über Einreiseverbote Die US-Regierung in Washington hat unter anderem die beiden | Empörung über Einreiseverbote Die US-Regierung in Washington hat unter anderem die beiden,Rheinische Post | Rheinische Post,Samstag 27. Dezember 2025 | Samstag 27. Dezember 2025
exact_009,duplicate_exact,2,Erste Flüchtlinge sind eingezogen Ältere Menschen aus der Ukraine sind in das Erdgeschoss des früher(2).PDF | Erste Flüchtlinge sind eingezogen Ältere Menschen aus der Ukraine sind in das Erdgeschoss des früher.PDF,Erste Flüchtlinge sind eingezogen; Ältere Menschen aus der Ukraine sind in das Erdgeschoss des früheren | Erste Flüchtlinge sind eingezogen; Ältere Menschen aus der Ukraine sind in das Erdgeschoss des früheren,Rheinische Post | Rheinische Post,Donnerstag 11. Dezember 2025 | Donnerstag 11. Dezember 2025
exact_010,duplicate_exact,2,Fünf Mobilheime als Reserve Flüchtlinge Wardenburg schafft zusätzliche Unterkünfte an(3).PDF | Fünf Mobilheime als Reserve Flüchtlinge Wardenburg schafft zusätzliche Unterkünfte an.PDF,Fünf Mobilheime als Reserve; Flüchtlinge Wardenburg schafft zusätzliche Unterkünfte an | Fünf Mobilheime als Reserve Flüchtlinge Wardenburg schafft zusätzliche Unterkünfte an,Nordwest-Zeitung | Nordwest-Zeitung,27. Dezember 2025 | 29. Dezember 2025
