group_id,group_type,item_count,files,titles,publications,dates
exact_001,duplicate_exact,2,Freigang für den Sexualstraftäter aufgehoben(2).PDF | Freigang für den Sexualstraftäter aufgehoben(3).PDF,Freigang für den Sexualstraftäter aufgehoben | Freigang für den Sexualstraftäter aufgehoben,Rheinische Post | Rheinische Post,18. Juni 2013 Dienstag | 18. Juni 2013 Dienstag
near_001,duplicate_near,4,_AfD_ gründet Kreisverband.PDF | _Alternative für Deutschland_ gründet einen Kreisverband(2).PDF | _Alternative für Deutschland_ gründet einen Kreisverband.PDF | Partei _AfD_ gründet Verband.PDF,"""AfD"" gründet Kreisverband | ""Alternative für Deutschland"" gründet einen Kreisverband | ""Alternative für Deutschland"" gründet einen Kreisverband | Partei ""AfD"" gründet Verband",Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post,14. Juni 2013 Freitag | 14. Juni 2013 Freitag | 14. Juni 2013 Freitag | 14. Juni 2013 Freitag
near_002,duplicate_near,2,"Eine zweite Chance ASYL Flüchtlinge in Schleswig-Holstein , die falsche Angaben zu Alter oder Herkun(2).PDF | Eine zweite Chance ASYL Flüchtlinge in Schleswig-Holstein , die falsche Angaben zu Alter oder Herkun.PDF","Eine zweite Chance ASYL Flüchtlinge in Schleswig-Holstein , die falsche Angaben zu Alter oder Herkunft | Eine zweite Chance; ASYL Flüchtlinge in Schleswig-Holstein, die falsche Angaben zu Alter oder Herkunft","taz, die tageszeitung | taz, die tageszeitung",Montag 10. Juni 2013 | Montag 10. Juni 2013
near_003,duplicate_near,2,Europa bleibt eine Festung Die neue EU-Flüchtlingsverordnung _Dublin III_ ändert nichts am Prinzip.PDF | Europa bleibt eine Festung Die neue EU-Flüchtlingsverordnung »Dublin III« ändert nichts am Prinzip.PDF,"Europa bleibt eine Festung; Die neue EU-Flüchtlingsverordnung ""Dublin III"" ändert nichts am Prinzip | Europa bleibt eine Festung Die neue EU-Flüchtlingsverordnung »Dublin III« ändert nichts am Prinzip",Die ZEIT (inklusive ZEIT Magazin) | Die ZEIT (inklusive ZEIT Magazin),6. Juni 2013 | 6. Juni 2013
near_004,duplicate_near,2,Grenzen der Barmherzigkeit Eine Familie aus Tschetschenien gerÃ¤t in die MÃ¼hlen der europÃ¤ischen G.PDF | Grenzen der Barmherzigkeit Eine Familie aus Tschetschenien gerät in die Mühlen der europäischen Gese.PDF,Grenzen der Barmherzigkeit; Eine Familie aus Tschetschenien gerÃ¤t in die MÃ¼hlen der europÃ¤ischen | Grenzen der Barmherzigkeit; Eine Familie aus Tschetschenien gerät in die Mühlen der europäischen Gesetze:,Die ZEIT (inklusive ZEIT Magazin) | Die ZEIT (inklusive ZEIT Magazin),6. Juni 2013 | 6. Juni 2013
near_005,duplicate_near,2,Jeder ist verdächtig Datenbanken ordnen unsere Lebensweise zu Mustern - in diese Technik setzen Poli(2).PDF | Jeder ist verdächtig Datenbanken ordnen unsere Lebensweise zu Mustern - in diese Technik setzen Poli.PDF,Jeder ist verdächtig Datenbanken ordnen unsere Lebensweise zu Mustern - in diese Technik setzen Polizei | Jeder ist verdächtig Datenbanken ordnen unsere Lebensweise zu Mustern - in diese Technik setzen Polizei,Die ZEIT (inklusive ZEIT Magazin) | Die ZEIT (inklusive ZEIT Magazin),20. Juni 2013 | 20. Juni 2013
variant_001,regional_variant,4,_AfD_ gründet Kreisverband.PDF | _Alternative für Deutschland_ gründet einen Kreisverband(2).PDF | _Alternative für Deutschland_ gründet einen Kreisverband.PDF | Partei _AfD_ gründet Verband.PDF,"""AfD"" gründet Kreisverband | ""Alternative für Deutschland"" gründet einen Kreisverband | ""Alternative für Deutschland"" gründet einen Kreisverband | Partei ""AfD"" gründet Verband",Rheinische Post | Rheinische Post | Rheinische Post | Rheinische Post,14. Juni 2013 Freitag | 14. Juni 2013 Freitag | 14. Juni 2013 Freitag | 14. Juni 2013 Freitag
variant_002,regional_variant,2,"Eine zweite Chance ASYL Flüchtlinge in Schleswig-Holstein , die falsche Angaben zu Alter oder Herkun(2).PDF | Eine zweite Chance ASYL Flüchtlinge in Schleswig-Holstein , die falsche Angaben zu Alter oder Herkun.PDF","Eine zweite Chance ASYL Flüchtlinge in Schleswig-Holstein , die falsche Angaben zu Alter oder Herkunft | Eine zweite Chance; ASYL Flüchtlinge in Schleswig-Holstein, die falsche Angaben zu Alter oder Herkunft","taz, die tageszeitung | taz, die tageszeitung",Montag 10. Juni 2013 | Montag 10. Juni 2013
variant_003,regional_variant,2,Europa bleibt eine Festung Die neue EU-Flüchtlingsverordnung _Dublin III_ ändert nichts am Prinzip.PDF | Europa bleibt eine Festung Die neue EU-Flüchtlingsverordnung »Dublin III« ändert nichts am Prinzip.PDF,"Europa bleibt eine Festung; Die neue EU-Flüchtlingsverordnung ""Dublin III"" ändert nichts am Prinzip | Europa bleibt eine Festung Die neue EU-Flüchtlingsverordnung »Dublin III« ändert nichts am Prinzip",Die ZEIT (inklusive ZEIT Magazin) | Die ZEIT (inklusive ZEIT Magazin),6. Juni 2013 | 6. Juni 2013
variant_004,regional_variant,3,Freigang für den Sexualstraftäter aufgehoben(2).PDF | Freigang für den Sexualstraftäter aufgehoben(3).PDF | Freigang für den Sexualstraftäter aufgehoben.PDF,Freigang für den Sexualstraftäter aufgehoben | Freigang für den Sexualstraftäter aufgehoben | Freigang für den Sexualstraftäter aufgehoben,Rheinische Post | Rheinische Post | Rheinische Post,18. Juni 2013 Dienstag | 18. Juni 2013 Dienstag | 18. Juni 2013 Dienstag
