article_id,date,date_original,year,month,source,source_normalized,title,title_normalized,byline,section,word_count,language,publication_type,month_folder,corpus_type,source_file_path,source_file_name,source_archive,keep_drop_status,keep_drop_decision_raw,exclusion_reason,exclusion_reason_standardized,duplicate_category,duplicate_group_id,query_version,batch_id,pdf_checksum_sha256,text_checksum_sha1,text_available,notes
f6749ff9cfea24bf767e058fb1aad29517644d7f,2013-01-31,Donnerstag 31. Januar 2013,2013,2013-01,Der Tagesspiegel,der tagesspiegel,"1,5 Milliarden für Syriens Flüchtlinge Fast 60 Staaten sammeln in Kuwait Geld",15 milliarden für syriens flüchtlinge fast 60 staaten sammeln in kuwait geld,,POLITIK; S. 5; Ausg. 21588,167,de,news,2013-01,main_corpus,"C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\1,5 Milliarden für Syriens Flüchtlinge Fast 60 Staaten sammeln in Kuwait Geld.PDF","1,5 Milliarden für Syriens Flüchtlinge Fast 60 Staaten sammeln in Kuwait Geld.PDF",2013-01(42).ZIP,keep,keep,unique,unknown_or_missing,unique,,main_corpus_v1,2013-01,,97fc28321c81531562e222462e3ff2339ead7238,yes,
5f1afb98429737aafade4b7fa0544d14cb18eef9,2013-01-15,Dienstag 15. Januar 2013,2013,2013-01,Die Welt,die welt,40 Prozent mehr Asylbewerber in Deutschland Die Aufhebung der Visumpflicht für Serbien und Mazedonien,40 prozent mehr asylbewerber in deutschland die aufhebung der visumpflicht für serbien und mazedonien,Manuel Bewarder,POLITIK; S. 5; Ausg. 12,710,de,news,2013-01,main_corpus,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\40 Prozent mehr Asylbewerber in Deutschland Die Aufhebung der Visumpflicht für Serbien und Mazedonie.PDF,40 Prozent mehr Asylbewerber in Deutschland Die Aufhebung der Visumpflicht für Serbien und Mazedonie.PDF,2013-01(42).ZIP,keep,keep,unique,unknown_or_missing,unique,,main_corpus_v1,2013-01,,2f9d98dc807a2e4f0bdd333d19af9bbc083072d3,yes,
a01b90e47bd1145086d3637ed5562151915933c8,2013-01-18,18. Januar 2013 Freitag,2013,2013-01,Rheinische Post,rheinische post,"""Ich will in meiner Heimat wählen""",ich will in meiner heimat wählen,Von Susanne Genath,,600,de,news,2013-01,main_corpus,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\_Ich will in meiner Heimat wählen_.PDF,_Ich will in meiner Heimat wählen_.PDF,2013-01(42).ZIP,keep,keep,unique,unknown_or_missing,unique,,main_corpus_v1,2013-01,,b48a3b68faff62ef789a48f636b8be58ee54d598,yes,
795734d0ab0b3244f8da1d927786a819894fb805,2013-01-23,Mittwoch 23. Januar 2013,2013,2013-01,"taz, die tageszeitung",taz die tageszeitung,Amnesty International schirmt künftige Chefin ab; MENSCHENRECHTE Selmin Çaliskan soll die deutsche,amnesty international schirmt künftige chefin ab menschenrechte selmin çaliskan soll die deutsche,SIMONE SCHMOLLACK,INLAND; S. 06,330,de,news,2013-01,main_corpus,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Amnesty International schirmt künftige Chefin ab MENSCHENRECHTE Selmin Çaliskan soll die deutsche Se.PDF,Amnesty International schirmt künftige Chefin ab MENSCHENRECHTE Selmin Çaliskan soll die deutsche Se.PDF,2013-01(42).ZIP,keep,keep,unique,unknown_or_missing,unique,,main_corpus_v1,2013-01,,ece75cb4193e884e5476798d4cdce993395c15e4,yes,
e2157a123480dab2b43f240e2a53c799615f0ca0,2013-01-03,3. Januar 2013 Donnerstag,2013,2013-01,Rheinische Post,rheinische post,Arbeitskreis Asyl sucht Helfer,arbeitskreis asyl sucht helfer,,,181,de,news,2013-01,main_corpus,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Arbeitskreis Asyl sucht Helfer.PDF,Arbeitskreis Asyl sucht Helfer.PDF,2013-01(42).ZIP,keep,keep,unique,unknown_or_missing,unique,,main_corpus_v1,2013-01,,c63e49a2ebe2c62a5ca402ff64ce23517a37ba76,yes,
b87b79dbe29fb0aa0c03a8a196c2a4f08e989f8e,2013-01-22,22. Januar 2013 Dienstag,2013,2013-01,Rheinische Post,rheinische post,Asylbewerber dürfen bleiben - Stadt gewinnt Platz,asylbewerber dürfen bleiben  stadt gewinnt platz,,,166,de,news,2013-01,main_corpus,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Asylbewerber dürfen bleiben - Stadt gewinnt Platz.PDF,Asylbewerber dürfen bleiben - Stadt gewinnt Platz.PDF,2013-01(42).ZIP,keep,keep,unique,unknown_or_missing,unique,,main_corpus_v1,2013-01,,4cf19d9cc994e5315454a8d8a978ab09160717e3,yes,
f2d6277593182d0b5b8f96e5d5911a58076c0ed7,2013-01-10,Donnerstag 10. Januar 2013,2013,2013-01,Die Welt,die welt,Ausländer verdienen weniger Zuwanderer erhalten nur etwa zwei Drittel des deutschen Lohns,ausländer verdienen weniger zuwanderer erhalten nur etwa zwei drittel des deutschen lohns,,WIRTSCHAFT; S. 9; Ausg. 8,315,de,news,2013-01,main_corpus,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Ausländer verdienen weniger Zuwanderer erhalten nur etwa zwei Drittel des deutschen Lohns.PDF,Ausländer verdienen weniger Zuwanderer erhalten nur etwa zwei Drittel des deutschen Lohns.PDF,2013-01(42).ZIP,keep,keep,unique,unknown_or_missing,unique,,main_corpus_v1,2013-01,,d5efe10c21e4fa43e9dcc1c4da4cc0f9d4f14d03,yes,
edd51a11ff2a0ad9de1d9c25dd3b93b429d2d754,2013-01-24,24. Januar 2013 Donnerstag,2013,2013-01,Rheinische Post,rheinische post,Charlie Chaplins große Werke,charlie chaplins grosse werke,,,225,de,news,2013-01,main_corpus,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Charlie Chaplins große Werke.PDF,Charlie Chaplins große Werke.PDF,2013-01(42).ZIP,excluded_regional_variant,drop,regional_variant,regional_variant,regional_variant,variant_001,main_corpus_v1,2013-01,,c3ce302c38de6ae65671a04aef5fc4aa3de8b54c,yes,Dropped in favor of representative file: Charlie Chaplins Werke in Straelen.PDF (variant_001).
2441ba58531eb4675c76c78bf7fa7ed376abba2f,2013-01-24,24. Januar 2013 Donnerstag,2013,2013-01,Rheinische Post,rheinische post,Charlie Chaplins Werke in Straelen,charlie chaplins werke in straelen,,,226,de,news,2013-01,main_corpus,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Charlie Chaplins Werke in Straelen.PDF,Charlie Chaplins Werke in Straelen.PDF,2013-01(42).ZIP,keep,keep,regional_variant,regional_variant,regional_variant,variant_001,main_corpus_v1,2013-01,,f84f4fd7ccb901c5aa1fd8334149f509ba1e7836,yes,Representative kept for variant_001.
757e350bb58db7c043ae35289091c04732cd6807,2013-01-13,13. Januar 2013,2013,2013-01,Welt am Sonntag,welt am sonntag,Das Baurecht entschlacken,das baurecht entschlacken,Norbert Schwaldt,IMMOBILIEN; Hausrat; Ausg. 2,133,de,news,2013-01,main_corpus,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Das Baurecht entschlacken.PDF,Das Baurecht entschlacken.PDF,2013-01(42).ZIP,keep,keep,unique,unknown_or_missing,unique,,main_corpus_v1,2013-01,,a409b4ec312391e6545cc600a5026b3a7baa872b,yes,
8f9552cc9b347ebe24353b4654307cfa313a247e,2013-01-31,Donnerstag 31. Januar 2013,2013,2013-01,Der Tagesspiegel,der tagesspiegel,Deutschland Einwanderungsland Nr. 2 Migrationsbericht: Polizei griff zudem 19 Prozent mehr illegal,deutschland einwanderungsland nr 2 migrationsbericht polizei griff zudem 19 prozent mehr illegal,,POLITIK; S. 4; Ausg. 21588,314,de,news,2013-01,main_corpus,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Deutschland Einwanderungsland Nr. 2 Migrationsbericht_ Polizei griff zudem 19 Prozent mehr illegal E.PDF,Deutschland Einwanderungsland Nr. 2 Migrationsbericht_ Polizei griff zudem 19 Prozent mehr illegal E.PDF,2013-01(42).ZIP,keep,keep,unique,unknown_or_missing,unique,,main_corpus_v1,2013-01,,78a9d5a2307b10353143d7fc349ecdf3869b95d4,yes,
af858ea7bc09ef7f58a2d1324fc7b9042cd33dd2,2013-01-09,Mittwoch 9. Januar 2013,2013,2013-01,Die Welt,die welt,Deutschland Kompakt I; Innenministerkonferenz: Schünemann will Haftstrafe für Angriffe auf Polizisten ++,deutschland kompakt i innenministerkonferenz schünemann will haftstrafe für angriffe auf polizisten,,POLITIK; Kompakt; S. 4; Ausg. 7,520,de,news,2013-01,main_corpus,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Deutschland Kompakt I Innenministerkonferenz_ Schünemann will Haftstrafe für Angriffe auf Polizisten.PDF,Deutschland Kompakt I Innenministerkonferenz_ Schünemann will Haftstrafe für Angriffe auf Polizisten.PDF,2013-01(42).ZIP,keep,keep,unique,unknown_or_missing,unique,,main_corpus_v1,2013-01,,46d8882adc2bb724251359e803cfbfc72e6cece6,yes,
a3425b58c9c8c820b9239aabc6f32c43a396041c,2013-01-31,Donnerstag 31. Januar 2013,2013,2013-01,Die Welt,die welt,Deutschland Kompakt I; Migration: Immer mehr Einwanderer - auch illegale ++ Energiewende: Saarlands,deutschland kompakt i migration immer mehr einwanderer  auch illegale  energiewende saarlands,,POLITIK; Kompakt; S. 4; Ausg. 26,519,de,news,2013-01,main_corpus,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Deutschland Kompakt I Migration_ Immer mehr Einwanderer - auch illegale ++ Energiewende_ Saarlands W.PDF,Deutschland Kompakt I Migration_ Immer mehr Einwanderer - auch illegale ++ Energiewende_ Saarlands W.PDF,2013-01(42).ZIP,keep,keep,unique,unknown_or_missing,unique,,main_corpus_v1,2013-01,,89b91e2fbc2749cf0167ea3f5d89b7414c52a736,yes,
e0c42a3604df47057bc163d4ebade5a8f567f991,2013-01-18,Freitag 18. Januar 2013,2013,2013-01,Die Welt,die welt,Deutschland/Ausland Kompakt; Embryonen-Auswahl: All-Parteien-Protest gegen PID-Verordnung ++,deutschlandausland kompakt embryonenauswahl allparteienprotest gegen pidverordnung,Matthias Kamann,POLITIK; Kompakt; S. 5; Ausg. 15,649,de,news,2013-01,main_corpus,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Deutschland_Ausland Kompakt Embryonen-Auswahl_ All-Parteien-Protest gegen PID-Verordnung ++ Studieng.PDF,Deutschland_Ausland Kompakt Embryonen-Auswahl_ All-Parteien-Protest gegen PID-Verordnung ++ Studieng.PDF,2013-01(42).ZIP,keep,keep,unique,unknown_or_missing,unique,,main_corpus_v1,2013-01,,01e2dd8af9dab0cad6306a81e0e1e5023c7ccee2,yes,
a903a70eaf28df820145f40bcf29ddb7433b83f7,2013-01-03,3. Januar 2013 Donnerstag,2013,2013-01,Rheinische Post,rheinische post,Experten kümmern sich um Integration,experten kümmern sich um integration,Von anneli Goebels,,585,de,news,2013-01,main_corpus,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Experten kümmern sich um Integration.PDF,Experten kümmern sich um Integration.PDF,2013-01(42).ZIP,keep,keep,unique,unknown_or_missing,unique,,main_corpus_v1,2013-01,,679eb4f17532f1ff7de9a4b81d63af8f28ebc970,yes,
a6150c5414f268a9537d5fa3e8e0aad4541068a2,2013-01-31,Donnerstag 31. Januar 2013,2013,2013-01,"taz, die tageszeitung",taz die tageszeitung,Feind im eigenen Land; HELFER Drei Jahre arbeitet Rahim Nagibulla für die Bundeswehr. Er bekommt Asyl.,feind im eigenen land helfer drei jahre arbeitet rahim nagibulla für die bundeswehr er bekommt asyl,Julia Amberger,THEMEN DES TAGES; S. 05,1528,de,news,2013-01,main_corpus,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Feind im eigenen Land HELFER Drei Jahre arbeitet Rahim Nagibulla für die Bundeswehr. Er bekommt Asyl.PDF,Feind im eigenen Land HELFER Drei Jahre arbeitet Rahim Nagibulla für die Bundeswehr. Er bekommt Asyl.PDF,2013-01(42).ZIP,keep,keep,unique,unknown_or_missing,unique,,main_corpus_v1,2013-01,,c3b876387233d6732a93f2106fc68fb62c888002,yes,
90d32a703eff87e98dbf282aa4001b4415bcca7f,2013-01-12,Samstag 12. Januar 2013,2013,2013-01,"taz, die tageszeitung",taz die tageszeitung,Flucht vor Assads Bomben Die Schüsse im Kopf verhallen nicht. Azad Hamoto ist mit seiner Familie aus der,flucht vor assads bomben die schüsse im kopf verhallen nicht azad hamoto ist mit seiner familie aus der,Katharina Mayer,HINTERGRUND; S. 04,1368,de,news,2013-01,main_corpus,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Flucht vor Assads Bomben Die Schüsse im Kopf verhallen nicht. Azad Hamoto ist mit seiner Familie aus.PDF,Flucht vor Assads Bomben Die Schüsse im Kopf verhallen nicht. Azad Hamoto ist mit seiner Familie aus.PDF,2013-01(42).ZIP,keep,keep,unique,unknown_or_missing,unique,,main_corpus_v1,2013-01,,2364721b8fd104746297317056534b1bdbbb42dc,yes,
da2af52b84ff1275ce6b7e196280f56ec14b4477,2013-01-16,Mittwoch 16. Januar 2013,2013,2013-01,Der Tagesspiegel,der tagesspiegel,Flucht vor Krieg und Elend Deutlicher Anstieg der Asylbewerberzahlen,flucht vor krieg und elend deutlicher anstieg der asylbewerberzahlen,,POLITIK; S. 4; Ausg. 21573,274,de,news,2013-01,main_corpus,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Flucht vor Krieg und Elend Deutlicher Anstieg der Asylbewerberzahlen.PDF,Flucht vor Krieg und Elend Deutlicher Anstieg der Asylbewerberzahlen.PDF,2013-01(42).ZIP,keep,keep,unique,unknown_or_missing,unique,,main_corpus_v1,2013-01,,456d4dccb7ffa3d07d93d263d7209de867b11358,yes,
0327a9cc9b03587e2e2fb35d41cf918cafe0cb89,2013-01-16,Mittwoch 16. Januar 2013,2013,2013-01,"taz, die tageszeitung",taz die tageszeitung,"Flüchtlinge landen hinter Gittern ASYL Eine geplante Aufnahmerichtlinie der EU erleichtert es, Asylbewerber zu",flüchtlinge landen hinter gittern asyl eine geplante aufnahmerichtlinie der eu erleichtert es asylbewerber zu,RUTH REICHSTEIN / DANIEL BAX,INLAND; S. 06,814,de,news,2013-01,main_corpus,"C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Flüchtlinge landen hinter Gittern ASYL Eine geplante Aufnahmerichtlinie der EU erleichtert es, Asylb.PDF","Flüchtlinge landen hinter Gittern ASYL Eine geplante Aufnahmerichtlinie der EU erleichtert es, Asylb.PDF",2013-01(42).ZIP,keep,keep,unique,unknown_or_missing,unique,,main_corpus_v1,2013-01,,d76a5acbdb4386e740b092768b2ec0ffeb0550d8,yes,
7916b90a93dc599010b79102c136575e9f018a8e,2013-01-09,Mittwoch 9. Januar 2013,2013,2013-01,Die Welt,die welt,Geldstrom nach Deutschland Western Union beobachtet zunehmende Bargeldtransfers aus der Türkei,geldstrom nach deutschland western union beobachtet zunehmende bargeldtransfers aus der türkei,Karsten Seibel,FINANZEN; S. 17; Ausg. 7,659,de,news,2013-01,main_corpus,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Geldstrom nach Deutschland Western Union beobachtet zunehmende Bargeldtransfers aus der Türkei.PDF,Geldstrom nach Deutschland Western Union beobachtet zunehmende Bargeldtransfers aus der Türkei.PDF,2013-01(42).ZIP,keep,keep,unique,unknown_or_missing,unique,,main_corpus_v1,2013-01,,0d90b8da608765ea34f43d2b5f041dac3765a09b,yes,
ef0e82224e093dcd6c343bd013b79951f416bc17,2013-01-24,Donnerstag 24. Januar 2013,2013,2013-01,"taz, die tageszeitung",taz die tageszeitung,Gut Papier hat Weile ABSCHIEBUNG Die Tochter von Gazale Salame bekommt ein Ausweispapier - das erst,gut papier hat weile abschiebung die tochter von gazale salame bekommt ein ausweispapier  das erst,,NORD AKTUELL; S. 21,215,de,news,2013-01,main_corpus,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Gut Papier hat Weile ABSCHIEBUNG Die Tochter von Gazale Salame bekommt ein Ausweispapier - das erst.PDF,Gut Papier hat Weile ABSCHIEBUNG Die Tochter von Gazale Salame bekommt ein Ausweispapier - das erst.PDF,2013-01(42).ZIP,keep,keep,unique,unknown_or_missing,unique,,main_corpus_v1,2013-01,,37ecc06acbfd92f6f5edb8c14bf45c710e3b5564,yes,
2401c044805f3c257d4eb3d227f1894f9fdfa2ca,2013-01-05,Samstag 5. Januar 2013,2013,2013-01,Berliner Zeitung,berliner zeitung,HEUTE,heute,,POLITIK; Ausg. 4,247,de,news,2013-01,main_corpus,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\HEUTE.PDF,HEUTE.PDF,2013-01(42).ZIP,keep,keep,unique,unknown_or_missing,unique,,main_corpus_v1,2013-01,,b674295232b837d8bda9154dc66af4d90f0fa870,yes,
28000337cc9cdf8271260bbbd5b412f0fa744aa7,2013-01-17,Donnerstag 17. Januar 2013,2013,2013-01,"taz, die tageszeitung",taz die tageszeitung,Immer neue Hürden BÜROKRATIE Zusammenführung zieht sich hin: Das Land Niedersachsen und der Kreis,immer neue hürden bürokratie zusammenführung zieht sich hin das land niedersachsen und der kreis,REIMAR PAUL,NORD AKTUELL; S. 21,297,de,news,2013-01,main_corpus,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Immer neue Hürden BÜROKRATIE Zusammenführung zieht sich hin_ Das Land Niedersachsen und der Kreis Hi.PDF,Immer neue Hürden BÜROKRATIE Zusammenführung zieht sich hin_ Das Land Niedersachsen und der Kreis Hi.PDF,2013-01(42).ZIP,keep,keep,unique,unknown_or_missing,unique,,main_corpus_v1,2013-01,,e03dd1c81f30b05e647f4b7e0bfade87ed5ec509,yes,
81f7cbd7392adad596ebc8ecb3fd4a94b2568161,2013-01-29,29. Januar 2013 Dienstag,2013,2013-01,Rheinische Post,rheinische post,Keine Kritik Glückwunsch Mutig,keine kritik glückwunsch mutig,,,204,de,news,2013-01,main_corpus,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Keine Kritik Glückwunsch Mutig(2).PDF,Keine Kritik Glückwunsch Mutig(2).PDF,2013-01(42).ZIP,excluded_duplicate_exact,drop,duplicate_exact,duplicate_exact,duplicate_exact,exact_001,main_corpus_v1,2013-01,,30df2cdf3d410d2d15a7a25dc77505e3e3911ca2,yes,Dropped in favor of representative file: Keine Kritik Glückwunsch Mutig.PDF (exact_001).
81f7cbd7392adad596ebc8ecb3fd4a94b2568161,2013-01-29,29. Januar 2013 Dienstag,2013,2013-01,Rheinische Post,rheinische post,Keine Kritik Glückwunsch Mutig,keine kritik glückwunsch mutig,,,204,de,news,2013-01,main_corpus,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Keine Kritik Glückwunsch Mutig.PDF,Keine Kritik Glückwunsch Mutig.PDF,2013-01(42).ZIP,keep,keep,duplicate_exact,duplicate_exact,duplicate_exact,exact_001,main_corpus_v1,2013-01,,30df2cdf3d410d2d15a7a25dc77505e3e3911ca2,yes,Representative kept for exact_001.
f9856188fc03657cff66619abfb0e709187cef94,2013-01-19,Samstag 19. Januar 2013,2013,2013-01,Frankfurter Rundschau,frankfurter rundschau,Kommunen-Verbund für Flüchtlinge; Wetterau Ausreichend Plätze für menschenwürdige Unterbringung stehen,kommunenverbund für flüchtlinge wetterau ausreichend plätze für menschenwürdige unterbringung stehen,(ieb.),R3; S. R10,299,de,news,2013-01,main_corpus,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Kommunen-Verbund für Flüchtlinge Wetterau Ausreichend Plätze für menschenwürdige Unterbringung stehe.PDF,Kommunen-Verbund für Flüchtlinge Wetterau Ausreichend Plätze für menschenwürdige Unterbringung stehe.PDF,2013-01(42).ZIP,keep,keep,unique,unknown_or_missing,unique,,main_corpus_v1,2013-01,,715429978a5d201e32ccf285c1455ef1f7462d66,yes,
0333176cc9f3c8fd33c278faa3c603b708102674,2013-01-31,Donnerstag 31. Januar 2013,2013,2013-01,Berliner Zeitung,berliner zeitung,Mehr als 2000 Zuwanderer mit Blue Card Akademiker aus Asien kommen ins Land,mehr als 2000 zuwanderer mit blue card akademiker aus asien kommen ins land,,WIRTSCHAFT; S. 11; Ausg. 26,173,de,news,2013-01,main_corpus,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Mehr als 2000 Zuwanderer mit Blue Card Akademiker aus Asien kommen ins Land.PDF,Mehr als 2000 Zuwanderer mit Blue Card Akademiker aus Asien kommen ins Land.PDF,2013-01(42).ZIP,keep,keep,unique,unknown_or_missing,unique,,main_corpus_v1,2013-01,,898e27c4028fa56ce852d4766c7b04776be6ffaf,yes,
cf676ccfad7c801b914d65e51eda84d9c3255fd3,2013-01-09,Mittwoch 09. Januar 2013,2013,2013-01,"taz, die tageszeitung",taz die tageszeitung,"Nüchterner Faustschlag; MEISTERWERK ""Tod nach Abschiebung - Wadim"" (22.45 Uhr, ARD) erzählt die",nüchterner faustschlag meisterwerk tod nach abschiebung  wadim 2245 uhr ard erzählt die,SVEN SAKOWITZ,FLIMMERN UND RAUSCHEN; S. 17,507,de,news,2013-01,main_corpus,"C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Nüchterner Faustschlag MEISTERWERK _Tod nach Abschiebung - Wadim_ (22.45 Uhr, ARD) erzählt die Gesch.PDF","Nüchterner Faustschlag MEISTERWERK _Tod nach Abschiebung - Wadim_ (22.45 Uhr, ARD) erzählt die Gesch.PDF",2013-01(42).ZIP,keep,keep,unique,unknown_or_missing,unique,,main_corpus_v1,2013-01,,26ed4d6705f37758909af112b43551cbfa92167b,yes,
58b9a05dd277ef0226d394d936d4e1996c1953ab,2013-01-17,Donnerstag 17. Januar 2013,2013,2013-01,Die Welt,die welt,Politik Kompakt Linkspartei: Keine Rente für Gregor Gysi ++ Holocaust-Leugner: Williamson zu Geldstrafe von,politik kompakt linkspartei keine rente für gregor gysi  holocaustleugner williamson zu geldstrafe von,,POLITIK; Kompakt; S. 5; Ausg. 14,588,de,news,2013-01,main_corpus,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Politik Kompakt Linkspartei_ Keine Rente für Gregor Gysi ++ Holocaust-Leugner_ Williamson zu Geldstr.PDF,Politik Kompakt Linkspartei_ Keine Rente für Gregor Gysi ++ Holocaust-Leugner_ Williamson zu Geldstr.PDF,2013-01(42).ZIP,keep,keep,unique,unknown_or_missing,unique,,main_corpus_v1,2013-01,,913575e94e1da0873b4968d24730df30517babc7,yes,
7b9eb8eb87993cf68a0fb3c1306fe4ceb76ee13a,2013-01-11,11. Januar 2013 Freitag,2013,2013-01,Rheinische Post,rheinische post,Razzia gegen Einbrecherbanden,razzia gegen einbrecherbanden,Von christian schwerdtfeger und gERHARD vOOGT,,388,de,news,2013-01,main_corpus,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Razzia gegen Einbrecherbanden.PDF,Razzia gegen Einbrecherbanden.PDF,2013-01(42).ZIP,keep,keep,unique,unknown_or_missing,unique,,main_corpus_v1,2013-01,,d396e3d2abbc490fabbead54392cce849736ab80,yes,
807cc337a46938459a3ae930be632fda5d9b7132,2013-01-22,Dienstag 22. Januar 2013,2013,2013-01,"taz, die tageszeitung",taz die tageszeitung,Roma müssen draußen bleiben ASYLPOLITIK Die Zahl der Asylbewerber aus dem Balkan ist stark gesunken.,roma müssen draussen bleiben asylpolitik die zahl der asylbewerber aus dem balkan ist stark gesunken,Tobias Schulze,INLAND; S. 07,562,de,news,2013-01,main_corpus,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Roma müssen draußen bleiben ASYLPOLITIK Die Zahl der Asylbewerber aus dem Balkan ist stark gesunken.PDF,Roma müssen draußen bleiben ASYLPOLITIK Die Zahl der Asylbewerber aus dem Balkan ist stark gesunken.PDF,2013-01(42).ZIP,keep,keep,unique,unknown_or_missing,unique,,main_corpus_v1,2013-01,,9f22b863192f15b0d1c9e81aec387ee5afd16e2b,yes,
c28a23567232076feed102538d2c71f29ef806c9,2013-01-21,Montag 21. Januar 2013,2013,2013-01,"taz, die tageszeitung",taz die tageszeitung,Sie können auch anders KOMMENTAR: GERNOT KNÖDLER ÜBER DIE POLIZEI,sie können auch anders kommentar gernot knödler über die polizei,GERNOT KNÖDLER,HAMBURG AKTUELL; S. 24,202,de,news,2013-01,main_corpus,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Sie können auch anders KOMMENTAR_ GERNOT KNÖDLER ÜBER DIE POLIZEI.PDF,Sie können auch anders KOMMENTAR_ GERNOT KNÖDLER ÜBER DIE POLIZEI.PDF,2013-01(42).ZIP,excluded_other,drop,commentary_noncore,commentary_noncore,unique,,main_corpus_v1,2013-01,,86c3ad2550e26e2ec0802bbda02bbeacdd07b95c,yes,
fc05c64215560231d43a597c0856efd57f429f61,2013-01-09,Mittwoch 9. Januar 2013,2013,2013-01,Südwest Presse,südwest presse,Unsittliche Haftbedingungen,unsittliche haftbedingungen,,Politik; S. 1,263,de,news,2013-01,main_corpus,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Unsittliche Haftbedingungen.PDF,Unsittliche Haftbedingungen.PDF,2013-01(42).ZIP,keep,keep,unique,unknown_or_missing,unique,,main_corpus_v1,2013-01,,335126c15b4bf3376933a40780a41acbb9276fef,yes,
db0ff3a56f4a3cd57095b8da86d7ef76e22d8168,2013-01-24,Donnerstag 24. Januar 2013,2013,2013-01,Die Welt,die welt,Ursula von der Leyens schöne Fachkräftewelt; Die Arbeitsministerin sieht erste Erfolge ihrer Offensive.,ursula von der leyens schöne fachkräftewelt die arbeitsministerin sieht erste erfolge ihrer offensive,Stefan Von Borstel,POLITIK; S. 4; Ausg. 20,839,de,news,2013-01,main_corpus,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Ursula von der Leyens schöne Fachkräftewelt Die Arbeitsministerin sieht erste Erfolge ihrer Offensiv.PDF,Ursula von der Leyens schöne Fachkräftewelt Die Arbeitsministerin sieht erste Erfolge ihrer Offensiv.PDF,2013-01(42).ZIP,keep,keep,unique,unknown_or_missing,unique,,main_corpus_v1,2013-01,,5589feda4289e3ef725acf9e18f1642e9fbf2517,yes,
cdd6ec1cf70fc06a2f362d2d066387800bd772d7,2013-01-21,21. Januar 2013 Montag,2013,2013-01,Rheinische Post,rheinische post,Verwaltung durfte nur so handeln,verwaltung durfte nur so handeln,,,314,de,news,2013-01,main_corpus,C:\PythonProjects\AfD-project\Corpora\Main Corpus\2013-01\raw_unarchive\Verwaltung durfte nur so handeln.PDF,Verwaltung durfte nur so handeln.PDF,2013-01(42).ZIP,keep,keep,unique,unknown_or_missing,unique,,main_corpus_v1,2013-01,,86b3c364661d4607467c68481daa334f67e4acff,yes,
